Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Pforzheim-Ispringen;2024-12-01;-4.5;-4.8;-2.2;0.2;0;NULL
Plauen;2024-12-01;-5.8;-3.2;-0.7;3.1;0;NULL
Potsdam;2024-12-01;-5.5;-3.4;0;4.6;0;7.683
Putbus;2024-12-01;-1.3;0;1.5;3;0;NULL
Quedlinburg;2024-12-01;-4.7;-0.7;4.8;11.4;0;NULL
Querfurt-Mühle Lodersleben;2024-12-01;-8.1;-5.7;-1.1;5.1;0.1;NULL
Quickborn;2024-12-01;-4.7;-1.3;1.5;5.8;0;NULL
Regensburg;2024-12-01;-6.7;-4.9;-2.4;-0.9;0;0
Rheinstetten;2024-12-01;-3.8;-1.7;-0.3;1.2;0;0
Rostock-Warnemünde;2024-12-01;-1.5;0;1.9;4.9;0;6.617
Roth;2024-12-01;-7.7;-5.3;-2.2;-0.7;0;NULL
Runkel-Ennerich;2024-12-01;-6.5;-5.9;-1.8;1;0;0
Saarbrücken-Ensheim;2024-12-01;-2.3;-2.7;-0.8;4.1;0.4;0
Salzuflen, Bad;2024-12-01;-3.6;0;2.5;6;0.1;NULL
Sankt Peter-Ording;2024-12-01;1.8;3.5;4.8;6.6;0.9;4.5
Schleiz;2024-12-01;-7.2;-3;0;5;0;NULL
Schleswig;2024-12-01;-0.4;0.8;2.9;6.8;0.4;3.65
Schmücke;2024-12-01;-6.4;-4.4;-1.8;2.1;0.1;8.2
Schwerin;2024-12-01;-3.4;-2;0.7;5.5;0;NULL
Schönhagen (Ostseebad);2024-12-01;-0.8;0.8;3.6;7.3;0;NULL
Seehausen;2024-12-01;-6.5;-3.9;-0.8;3.8;0;NULL
Soltau;2024-12-01;-6.3;-3.9;0.5;5.8;0.2;6.783
Straubing;2024-12-01;-8.5;-5.3;-1.7;-0.4;0;0
Stuttgart (Schnarrenberg);2024-12-01;-5.4;-3.1;0.4;4.4;0.1;7.367
Stuttgart-Echterdingen;2024-12-01;-8.4;-5.3;-1;3.7;0.2;NULL
Stötten;2024-12-01;-4.9;-4;-3;0.2;0.2;0.717
Tholey;2024-12-01;-5;-4.1;-1.6;0.6;0.3;0
Trier-Petrisberg;2024-12-01;-2.2;-2.9;-0.8;2;0;0
Trollenhagen;2024-12-01;-3.4;-1.6;1.1;4.1;0;NULL
Ueckermünde;2024-12-01;-2.5;-1.7;0.6;3.7;0;6.867
Ummendorf;2024-12-01;-5.5;-2.6;0.8;5.1;0;NULL
Waibstadt;2024-12-01;-6.2;-4.1;-1.7;-0.3;0;NULL
Waldmünchen;2024-12-01;-7.1;-5.5;-3;-0.1;0;3.183
Warburg;2024-12-01;-4.2;-2.3;0.1;3.4;0;NULL
Waren (Müritz);2024-12-01;-1.6;0;1.6;3.8;0;6.3
Wasserkuppe;2024-12-01;-6.9;-0.3;2.4;6.9;0.4;8.183
Weiden;2024-12-01;-7.7;-4.9;-2.4;-0.1;0;0.5
Weihenstephan-Dürnast;2024-12-01;-3;-3.1;-2.2;-0.7;0;0
Weinbiet;2024-12-01;-5;-4.4;-1.1;5.3;0;3.9
Weingarten, Kr. Ravensburg;2024-12-01;-5.3;-3.8;-0.4;2.9;0;NULL
Weißenburg-Emetzheim;2024-12-01;-6.4;-2.1;-1.3;-0.3;0;0
Wernigerode;2024-12-01;-8.7;-5.6;0.1;8;0;NULL
Wielenbach (Demollstr.);2024-12-01;-6;-5.9;-2.7;-0.6;0;0
Wiesenburg;2024-12-01;-3.4;-1;1;5.5;0;NULL
Wittenberg;2024-12-01;-5.5;-2.6;0.2;5.2;0;6.467
Wunsiedel-Schönbrunn;2024-12-01;-5.9;-4.5;-3.3;-1.3;0;NULL
Würzburg;2024-12-01;-7;-5.3;-1.8;-0.4;0;0
Zinnwald-Georgenfeld;2024-12-01;-4.8;-6.3;-3.8;0.4;0;6
Zugspitze;2024-12-01;NULL;-4.8;-1.3;3.7;0;8.717
Zwiesel;2024-12-01;-9.7;-7.4;-2.5;6.2;0;NULL
Öhringen;2024-12-01;-5.7;-3;-0.3;2.9;0.5;4.9
Ahaus;2024-12-02;5.3;6.1;8.4;10.5;7.4;0
Alfeld;2024-12-02;1.1;1.8;5.1;7;0.8;NULL
Andernach;2024-12-02;-1.4;1.9;4.6;8.5;0;NULL
Angermünde;2024-12-02;-3.7;-2.4;2.1;5.5;0;NULL
Arkona;2024-12-02;0.9;1.5;4.2;6.3;2.1;0
Artern;2024-12-02;-5.3;-3.4;2.8;6.1;0;NULL
Augsburg;2024-12-02;-3.3;-3.1;1;7;9.6;1.133
Bamberg;2024-12-02;-1.1;-1.2;1.6;4.3;4.7;0
Barth;2024-12-02;-1;0.2;4.6;7.2;2.3;NULL
Baruth;2024-12-02;-4.2;-0.3;4.3;7.8;0.3;NULL
Belm;2024-12-02;4.7;5.4;7.9;9.5;2.9;0
Berge;2024-12-02;-2.1;-0.8;3.7;6.7;0;0
Berlin-Dahlem (FU);2024-12-02;-4.8;-1.2;3.6;6.9;0;0.15
Berlin-Tempelhof;2024-12-02;-4.2;-1.5;3.7;7.1;0;NULL
Bertsdorf-Hörnitz;2024-12-02;-0.9;-0.3;1;3.1;2.3;NULL
Berus;2024-12-02;2;1.5;6.2;9.5;0.6;0.017
Boizenburg;2024-12-02;-1.4;-0.6;5.7;8.2;2.2;0
Boltenhagen;2024-12-02;0;1;5.7;7.8;2;0.467
Braunlage;2024-12-02;-1;0.8;2.6;4.8;3.4;NULL
Braunschweig;2024-12-02;1.9;2.9;6.1;8.5;0.3;0.2
Bremen;2024-12-02;3.8;5.5;7.8;9.4;1.6;0
Bremerhaven;2024-12-02;5.1;5.6;7.8;9.7;6.9;0.15
Bremervörde;2024-12-02;3.6;4.5;7.4;9.2;6.8;0
Carlsfeld;2024-12-02;-3.7;-2.1;0.9;2.8;2.6;0
Chemnitz;2024-12-02;-2.6;0;5.1;8.1;1.5;0.083
Chieming;2024-12-02;-7.5;-6.4;0.8;8;0.7;4.367
Cottbus;2024-12-02;-5;-1.8;3;6.9;1.2;0.183
Cuxhaven;2024-12-02;5.2;6;8.4;9.8;1.3;NULL
Deuselbach;2024-12-02;4.2;5.1;7.3;8.4;3;0
Diepholz;2024-12-02;1.4;4.4;7.7;9.6;1.1;0
Doberlug-Kirchhain;2024-12-02;-5.1;-2.5;2.7;6.6;0.9;NULL
Dresden-Klotzsche;2024-12-02;-3.4;-1.9;1.5;3.7;1.1;0.033
Düsseldorf;2024-12-02;4.4;4.8;8;11.7;2.2;0.383
Dörnick;2024-12-02;2.1;3;6.6;8.6;1.3;0
Dörpen;2024-12-02;5.8;6.3;8.6;10.7;5.6;NULL
Eisenach;2024-12-02;-0.9;0.1;2.6;4.4;0.5;NULL
Elpersbüttel;2024-12-02;3.6;4.4;7.8;9.4;2.2;NULL
Emden;2024-12-02;5.8;6.3;8.5;10.5;5.4;0.1
Erfurt-Weimar;2024-12-02;-4.4;-2.2;3.4;7.4;0;NULL
Essen-Bredeney;2024-12-02;4.7;5.2;8.1;10.5;2.2;0.467
Fehmarn;2024-12-02;1.4;2.6;6.6;8.3;NULL;NULL
Feldberg/Mecklenburg;2024-12-02;-2.8;-1.3;2.4;5.3;0;NULL
Feldberg/Schwarzwald;2024-12-02;0.1;0;3.8;6.8;17.9;0
Feuchtwangen-Heilbronn;2024-12-02;-2;-2.3;1.4;4.9;5.2;NULL
Fichtelberg;2024-12-02;-1.8;1.2;2.9;4.4;1.8;0.017
Fichtelberg/Oberfranken-Hüttstadl;2024-12-02;-6.4;-5.1;-1.8;0.4;8.7;NULL
Frankfurt/Main;2024-12-02;0.2;0;2.5;4.3;0.4;0
Freiburg;2024-12-02;1.9;1.8;7.9;13.2;8.8;0.083
Freudenstadt;2024-12-02;3.6;4.8;7.5;8.8;9;0
Friesoythe-Altenoythe;2024-12-02;5.9;6.4;8.4;10.1;7.3;0.017
Fürstenzell;2024-12-02;-3.4;-4.2;-2.2;-0.1;1.3;0
Gardelegen;2024-12-02;-4;-2.8;4;8.6;0.3;NULL
Garmisch-Partenkirchen;2024-12-02;-7.8;-5.2;-0.1;6.6;6.4;0.15
Geisenheim;2024-12-02;0.6;0.7;2.1;3.7;0.8;0
Gelbelsee;2024-12-02;-2.4;-2.7;-0.8;1.5;8.6;NULL
Genthin;2024-12-02;-3;0;4.7;7.6;0;0
Gera-Leumnitz;2024-12-02;-1.8;-1;2.3;5.4;0.6;0.467
Gießen/Wettenberg;2024-12-02;-0.4;-0.4;2.1;4;1;0
Goldberg;2024-12-02;-2.5;-0.2;4.4;6.9;4.4;NULL
Gottfrieding;2024-12-02;-2.5;-3;-0.5;1.8;6.4;0
Greifswald;2024-12-02;-1.7;0.1;4.2;6.7;3.7;NULL
Greifswalder Oie;2024-12-02;1.1;1.6;4.3;6.4;0.9;NULL
Groß Lüsewitz;2024-12-02;-2.5;-0.6;4.4;7;1.7;NULL
Großer Arber;2024-12-02;NULL;-0.9;3.1;5.6;5.8;3.767
Grünow;2024-12-02;-3.3;-2;2.5;5.6;0;NULL
Gülzow-Prüzen;2024-12-02;-1.5;-0.1;5;7.2;3.1;NULL
Günzburg;2024-12-02;-2.7;-1.3;2.8;6.9;11.5;NULL
Görlitz;2024-12-02;-1.1;0;1.8;4.7;1.5;2.733
Göttingen;2024-12-02;0.7;1.9;4.4;6.1;0.3;0.45
Hahn;2024-12-02;0.7;0.1;4.3;8.7;2.1;0.35
Hamburg-Fuhlsbüttel;2024-12-02;1;1.7;7.1;8.8;2.8;0
Hannover;2024-12-02;3;3.7;6.7;8.6;0.9;0.083
Harburg;2024-12-02;-1.8;-1.9;0.4;3.8;9.4;NULL
Harzgerode;2024-12-02;0.3;0.9;3.3;6.4;0;NULL
Hasenkrug-Hardebek;2024-12-02;2.1;3.2;6.9;9;2;NULL
Heckelberg;2024-12-02;-2.5;-0.7;3.1;6.1;0;NULL
Helgoland;2024-12-02;7;7.5;9.3;10.3;4.2;0.017
Hersfeld, Bad;2024-12-02;0;0.3;3.3;4.8;0.4;0
Hof;2024-12-02;-3.6;-3.6;-0.1;3.3;1.3;0.067
Hohenpeißenberg;2024-12-02;2.6;4;8.2;11.7;4.7;0.817
Hoherodskopf/Vogelsberg;2024-12-02;-0.7;-0.7;1.6;4.1;1.5;0
Hoyerswerda;2024-12-02;-2;-0.4;2.7;5.2;0.7;NULL
Itzehoe;2024-12-02;2.5;3.9;7.3;9.3;3.9;NULL
Kahler Asten;2024-12-02;0.2;0.3;2.3;3.7;3.6;0
Kaisersbach-Cronhütte;2024-12-02;-2.2;-2.6;3.4;9.3;7.5;NULL
Kall-Sistig;2024-12-02;3;4.2;6.6;9;3;NULL
Kaufbeuren-Oberbeuren Bayern;2024-12-02;0.4;3.9;7.4;11.2;5;NULL
Kempten;2024-12-02;-5.2;-2.4;4.1;11.3;3.3;0.867
Kiel-Holtenau;2024-12-02;2.2;3.4;6.9;8.9;3.6;NULL
Kissingen, Bad;2024-12-02;-1.3;-1.2;-0.2;1.2;0.9;0
Kleiner Feldberg/Taunus;2024-12-02;2;2.3;3.7;5;0.3;0.033
Klippeneck;2024-12-02;3;3.5;7.5;10.1;7.6;0.567
Konstanz;2024-12-02;-0.7;-1;3.4;7.7;11.3;1.15
Krölpa-Rockendorf;2024-12-02;-1.3;0.3;3.4;6.3;0;NULL
Kyritz;2024-12-02;-4.6;-2.2;3.2;6.7;0.3;0
Köln/Bonn;2024-12-02;3.9;4.4;7.7;11.2;2.7;1.2
Königswinter-Heiderhof;2024-12-02;4.3;4.7;8.1;11.4;1;NULL
Lahr;2024-12-02;2.7;3.5;7.4;11.3;3.4;NULL
Langenlipsdorf;2024-12-02;-3.6;-1.6;3;6.6;0.1;NULL
Lauchstädt, Bad;2024-12-02;-2.1;0.5;4;8.7;0;NULL
Lautertal-Oberlauter;2024-12-02;-1.3;-1.7;-0.2;1.8;2.1;0
Leck;2024-12-02;4.4;5.1;7.7;9;1;0
Leinefelde;2024-12-02;1.2;1.7;3.6;6.2;0.3;1.633
Leipzig-Holzhausen;2024-12-02;-1.3;0.1;3.9;6.9;0;NULL
Leipzig/Halle;2024-12-02;-1.5;-0.5;3.6;7.6;0;1.7
Leutkirch-Herlazhofen;2024-12-02;-7;-4.8;3;7.8;14.1;NULL
Lichtenhain-Mittelndorf;2024-12-02;-2.2;-2;-0.8;1.3;3.8;NULL
Lichtentanne;2024-12-02;-0.9;1.3;4.9;7.9;1.7;NULL
Lindenberg;2024-12-02;-3.7;-2.2;2.3;6.3;0.6;1.483
Lingen-Baccum;2024-12-02;5.6;6.1;8.3;10.1;3.1;NULL
Lippspringe, Bad;2024-12-02;3.6;4;7.1;8.9;3.3;0.033
List auf Sylt;2024-12-02;6.3;6.8;8.5;9.6;1.2;0
Lübeck-Blankensee;2024-12-02;-0.2;1.1;6.2;8.2;0.2;NULL
Lüchow;2024-12-02;-2.4;-1;5.2;8.7;0.9;NULL
Lüdenscheid;2024-12-02;3.1;3.2;6.2;7.5;7.5;0
Lügde-Paenbruch;2024-12-02;0.8;1.2;3.6;5.4;0.5;0
Magdeburg;2024-12-02;-2.5;-0.2;5.1;9.1;0.1;0.933
Mannheim;2024-12-02;-2.4;-1.1;4.1;7.7;0.1;0.017
Manschnow;2024-12-02;-4.3;-1.9;2.4;5.9;0.5;NULL
Marienberg;2024-12-02;-1.2;2.3;5;6.8;3;NULL
Marienberg, Bad;2024-12-02;-0.4;-0.6;2.7;5.8;1.3;0
Marnitz;2024-12-02;-2.4;0.1;4.4;6.6;4.1;NULL
Meiningen;2024-12-02;-2.2;-2.5;-1.1;0.7;1.2;0
Memmingen;2024-12-02;-5;-2.2;4.5;9.3;7.8;NULL
Meßstetten-Appental;2024-12-02;1.1;2.8;6.2;10;9.8;NULL
Michelstadt-Vielbrunn;2024-12-02;-2.6;-2.2;2;7.3;1.1;0.05
Mühlacker;2024-12-02;-0.6;-0.1;4.4;8.8;3.2;NULL
Mühldorf;2024-12-02;-2.9;-3.4;-1.2;1.2;3.6;0.067
Müncheberg;2024-12-02;-3.7;-1.9;2.6;6.5;0.3;NULL
München-Flughafen;2024-12-02;-4.5;-3.8;-0.7;3;5.1;0.217
München-Stadt;2024-12-02;-4.2;-3.5;2;7.3;5.9;0.5
Münsingen-Apfelstetten;2024-12-02;-1.5;-1.7;3.4;7.6;11.8;NULL
Neu-Ulrichstein;2024-12-02;-0.7;-0.6;2.2;4.4;0.7;NULL
Neuhaus am Rennweg;2024-12-02;-3.8;-3;-0.1;2.5;0.7;NULL
Neuhütten/Spessart;2024-12-02;-2.5;-1.9;-0.4;1;3;NULL
Neuruppin-Alt Ruppin;2024-12-02;-6.3;-2.6;2.4;5.5;0.1;NULL
Norderney;2024-12-02;5.8;5.9;8;9.3;4.4;0.033
Nossen;2024-12-02;-5;1.7;6.3;9.1;1.7;NULL
Nürburg-Barweiler;2024-12-02;2.7;4.2;6;8.4;0.3;0.667
Nürnberg;2024-12-02;-1.6;-1.6;1.4;3.8;7;0.017
Oberstdorf;2024-12-02;-7.2;-5;1.7;8.4;4.1;0.567
Osterfeld;2024-12-02;-1.5;0.3;4.4;7.5;0;NULL
Pelzerhaken;2024-12-02;2.5;3.4;6.7;8.2;1.7;NULL
Pforzheim-Ispringen;2024-12-02;-0.5;-0.3;4.2;8.4;6.4;NULL
Plauen;2024-12-02;-3.8;-2.4;0.5;3.2;1.6;NULL
Potsdam;2024-12-02;-4.4;-1.2;3.6;7.1;0;0.267
Putbus;2024-12-02;-0.2;0.7;3.9;6.1;3.3;NULL
Quedlinburg;2024-12-02;3;5.2;7;10.2;0.4;NULL
Querfurt-Mühle Lodersleben;2024-12-02;-2.6;-0.8;3.7;7.5;0;NULL
Quickborn;2024-12-02;1.6;2.7;7.2;8.8;2.9;NULL
Regensburg;2024-12-02;-2.2;-2.3;-0.7;1.6;6.7;0
Rheinstetten;2024-12-02;-0.3;0.2;5.2;9.2;5.2;0
Rostock-Warnemünde;2024-12-02;-0.2;1.4;5.5;7.5;3.1;0
Roth;2024-12-02;-1.7;-1.4;1.3;4.7;8.1;NULL
Runkel-Ennerich;2024-12-02;-0.1;0.9;2.9;5.8;0;0
Saarbrücken-Ensheim;2024-12-02;3.8;4.2;7.4;10.2;0.7;0.1
Salzuflen, Bad;2024-12-02;2.8;3;5.8;8;4.3;NULL
Sankt Peter-Ording;2024-12-02;5;6.4;7.4;8.2;1.4;0
Schleiz;2024-12-02;-3.4;-2.7;1.9;4.8;1.8;NULL
