Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Köln/Bonn;2024-03-01;2.3;4;7.9;11.4;0;5.4
Königswinter-Heiderhof;2024-03-01;2;4.6;8.1;10.6;0;NULL
Lahr;2024-03-01;1.2;3.5;7.9;10.8;0;0.083
Langenlipsdorf;2024-03-01;0.6;3.2;6.3;10;0.1;NULL
Lauchstädt, Bad;2024-03-01;-4.1;-1.5;4.9;10.3;0;NULL
Lautertal-Oberlauter;2024-03-01;-0.8;0.4;4.3;7.9;0;0
Leck;2024-03-01;0.9;2.6;5.9;8.6;0;0.483
Leinefelde;2024-03-01;-2.2;1.4;5.9;9.9;0;2.933
Leipzig-Holzhausen;2024-03-01;-2.6;-0.5;4.9;10.2;0.2;NULL
Leipzig/Halle;2024-03-01;-2;0.6;5.3;10.3;0;1.683
Leuchtturm Alte Weser;2024-03-01;NULL;5.8;7.6;9.7;NULL;2.45
Leutkirch-Herlazhofen;2024-03-01;-3.1;-0.9;4.1;5.9;4;NULL
Lichtenhain-Mittelndorf;2024-03-01;4.5;7;9.3;11.5;0;0.033
Lichtentanne;2024-03-01;-2.2;-0.6;5.2;9.4;0;NULL
Lindenberg;2024-03-01;5;6.3;8.4;10.9;0.3;0.933
Lingen-Baccum;2024-03-01;4.2;6.7;8.4;11;0;NULL
Lippspringe, Bad;2024-03-01;-0.2;4.2;7.5;10.5;0;1.683
List auf Sylt;2024-03-01;3.7;5.2;6.2;7.7;0;1.633
Lübeck-Blankensee;2024-03-01;1.4;2.8;7.3;12.6;0;5.333
Lüchow;2024-03-01;-0.9;1.8;7;12.4;0.1;5.35
Lüdenscheid;2024-03-01;2.5;5.1;6.3;9.1;0;2.3
Lügde-Paenbruch;2024-03-01;0.8;2.7;6.3;9.5;0;5.5
Magdeburg;2024-03-01;-2.1;0.9;6.5;12.1;0;3.517
Mannheim;2024-03-01;-1.5;1.5;6.8;10.6;0;2.3
Manschnow;2024-03-01;3.7;6.4;9.1;12.8;0.5;1.967
Marienberg;2024-03-01;1.1;3.8;6.3;9.9;1.8;NULL
Marienberg, Bad;2024-03-01;-0.1;2.4;4;6.5;0;1.4
Marnitz;2024-03-01;1;2.8;6.6;10.6;0.6;NULL
Meiningen;2024-03-01;3.5;3.8;5.4;7.2;0;0.383
Memmingen;2024-03-01;-1.6;-0.2;4;6.7;2.3;0
Meßstetten-Appental;2024-03-01;-0.2;1.2;3.4;5.3;1.8;0
Michelstadt-Vielbrunn;2024-03-01;-1.5;1.1;5.1;8.5;0;0.117
Mühlacker;2024-03-01;0.7;1.6;5.6;10.2;0;NULL
Mühldorf;2024-03-01;-2;-0.6;3.9;7.2;2.5;0
Müncheberg;2024-03-01;2.6;5.4;8.1;11.2;0.3;0.033
München-Flughafen;2024-03-01;-0.7;-0.7;4.8;8.7;0.2;0
München-Stadt;2024-03-01;0.8;1.3;5.5;8.6;0.5;0
Münsingen-Apfelstetten;2024-03-01;-2.4;-1.1;3.8;7.4;3.4;NULL
Neu-Ulrichstein;2024-03-01;-0.1;1.8;4.9;8.4;0;1.633
Neuhaus am Rennweg;2024-03-01;-0.4;1.3;3.2;5.8;0;NULL
Neuhütten/Spessart;2024-03-01;-2.5;-1.4;3;9.9;0;0.383
Neuruppin-Alt Ruppin;2024-03-01;-0.6;3;6.6;10.5;1.4;NULL
Norderney;2024-03-01;5.4;6.1;7.8;9.6;0;5
Nossen;2024-03-01;-0.6;2.8;6.9;9.7;0.3;NULL
Nürburg-Barweiler;2024-03-01;1.5;3.3;5.5;7.4;0.1;2.467
Nürnberg;2024-03-01;-3.8;-2.5;4.4;9.5;0;0.267
Nörvenich-Niederbolheim;2024-03-01;NULL;NULL;8.3;NULL;0;4.6
Oberstdorf;2024-03-01;-2.9;-0.7;4.1;6.5;3.5;0
Oschatz;2024-03-01;-1.9;-0.3;5.3;10;0;1.317
Osterfeld;2024-03-01;-1.8;1.7;6.3;10.7;0;NULL
Pelzerhaken;2024-03-01;1.3;3.5;6;9.8;0;NULL
Pforzheim-Ispringen;2024-03-01;-0.7;2.1;5.7;9.3;0;NULL
Plauen;2024-03-01;1.7;3.4;6.2;9.4;0.1;NULL
Potsdam;2024-03-01;1.3;4;7.2;10.5;0.7;1.167
Putbus;2024-03-01;1;4;6.7;8.9;1.1;NULL
Quedlinburg;2024-03-01;-1.7;1.1;7.8;13.4;0.5;NULL
Querfurt-Mühle Lodersleben;2024-03-01;-3.6;-1.8;4.5;10.7;0.4;NULL
Quickborn;2024-03-01;0.2;2.5;7;11.5;0.4;NULL
Regensburg;2024-03-01;-1.8;-0.4;3.8;7.7;1.7;0
Rheinstetten;2024-03-01;-1.1;0.9;5.6;9.8;0;0.017
Rostock-Warnemünde;2024-03-01;2.4;4.2;7.6;11.7;0.3;3.4
Roth;2024-03-01;-3.6;-2.2;4.1;9.3;0.2;NULL
Runkel-Ennerich;2024-03-01;-3.4;-0.9;4.8;9.2;0;2.05
Saarbrücken-Ensheim;2024-03-01;1.8;4.4;6.3;9.1;0;3.083
Salzuflen, Bad;2024-03-01;0.4;4.2;7.5;10.5;0;NULL
Sankt Peter-Ording;2024-03-01;2.2;5.1;6.4;8.2;0;1.95
Schleiz;2024-03-01;1.5;3.7;5.6;9.1;0.9;NULL
Schleswig;2024-03-01;0.8;2.9;6.5;9.5;0.9;1.333
Schmücke;2024-03-01;0.4;0.6;2.1;3.6;0;0
Schwerin;2024-03-01;0.9;3.2;7.2;12.3;0;NULL
Schönhagen (Ostseebad);2024-03-01;1.9;3.6;5.9;9.7;0.8;NULL
Seehausen;2024-03-01;-2.3;0.1;6.3;11.4;0;NULL
Soltau;2024-03-01;-2.2;0.9;7;12;0;4.35
Straubing;2024-03-01;-3.2;-1;3.5;6.3;1.5;0
Stuttgart (Schnarrenberg);2024-03-01;1.9;3.8;6.4;9.9;0.7;0.567
Stuttgart-Echterdingen;2024-03-01;-0.6;1.7;5.8;10;0.8;NULL
Stötten;2024-03-01;-0.9;2.6;4.7;7.1;0.9;0
Tholey;2024-03-01;2.5;3.6;5.8;8.3;0;3.383
Trier-Petrisberg;2024-03-01;4.7;5.2;7.4;9.8;0;3.45
Trollenhagen;2024-03-01;0.7;3.7;7.5;9.9;0.8;0
Ueckermünde;2024-03-01;1.6;4.4;8.3;10.7;0.3;0
UFS Deutsche Bucht;2024-03-01;NULL;6.2;7.4;8.1;NULL;4.467
UFS TW Ems;2024-03-01;NULL;6.2;7.9;9;NULL;4.567
Ummendorf;2024-03-01;-1.9;0.7;6.4;12.4;0;NULL
Waibstadt;2024-03-01;-0.1;1.5;5.4;10.4;0;NULL
Waldmünchen;2024-03-01;-1.6;-0.3;3.3;6.4;0.5;0
Warburg;2024-03-01;-2.6;0.5;5.4;9.6;0;NULL
Waren (Müritz);2024-03-01;2.2;4.6;7;9.7;2.3;1.717
Wasserkuppe;2024-03-01;-1.8;0.1;2.6;5;0;0.15
Weiden;2024-03-01;-2.5;-0.1;3.9;7.1;0.6;0
Weihenstephan-Dürnast;2024-03-01;-2;-0.7;4.6;8.3;0.5;0
Weinbiet;2024-03-01;2.9;4.1;5.2;7.5;0;1.85
Weingarten, Kr. Ravensburg;2024-03-01;0;1.2;5;7.9;3.7;NULL
Weißenburg-Emetzheim;2024-03-01;-1.8;-0.4;5.2;10;0.3;0.167
Werl;2024-03-01;2.6;6.5;8.6;12.2;0;2.367
Wernigerode;2024-03-01;-4.1;-1.3;6.7;14;0;NULL
Wielenbach (Demollstr.);2024-03-01;0;0.2;4.4;7.9;0.8;0
Wiesenburg;2024-03-01;-1.4;1.7;5.6;10;1.6;2.3
Wittenberg;2024-03-01;-1.3;2;5.6;10;0.5;0.7
Wunsiedel-Schönbrunn;2024-03-01;2.7;2.7;4.4;7.5;2.4;NULL
Würzburg;2024-03-01;-1.7;0;5.2;9.2;0;0.483
Zinnwald-Georgenfeld;2024-03-01;3.7;3.8;4.5;5.3;0.9;0
Zugspitze;2024-03-01;NULL;-6.9;-5.7;-4.9;1.7;0
Zwiesel;2024-03-01;-2.9;-0.8;3.9;9.8;2;NULL
Öhringen;2024-03-01;-0.3;2.4;6;9.4;0.9;0
Ahaus;2024-03-02;-0.8;2.7;9.5;13.9;0;9.067
Alfeld;2024-03-02;0.6;3.6;8.5;13.3;0;5.217
Andernach;2024-03-02;-0.1;3.7;9.8;14;0;4.283
Angermünde;2024-03-02;4.3;5.3;9.3;12.5;0;1.883
Arkona;2024-03-02;3.6;4.8;6.2;8.4;0.2;0
Artern;2024-03-02;0.5;4.5;8.5;14.1;0;NULL
Augsburg;2024-03-02;0;2.7;7.1;12.4;0;8.583
Bamberg;2024-03-02;0.2;2.5;7.5;14;0;4.483
Barth;2024-03-02;0.7;3;6.7;9.9;1.4;NULL
Baruth;2024-03-02;2.9;5.2;8.5;13.4;0;NULL
Belm;2024-03-02;3.2;5.1;9.5;13.9;0;8.633
Berge;2024-03-02;5.5;6.2;8.8;12.7;0;2.417
Berlin-Dahlem (FU);2024-03-02;3.5;5.9;8.7;13.4;0;3.317
Berlin-Tempelhof;2024-03-02;4.4;6.3;9.4;13.3;0;NULL
Bertsdorf-Hörnitz;2024-03-02;3.4;6.3;9.1;10.9;0;0.033
Berus;2024-03-02;3;5;8.1;12.8;2.3;2.367
Boizenburg;2024-03-02;3.8;5.8;8.5;12.5;0;3.133
Boltenhagen;2024-03-02;2.8;4.9;7.3;13.1;0.7;1.8
Braunlage;2024-03-02;-0.1;3.4;5.9;9.9;0;NULL
Braunschweig;2024-03-02;3.9;6;9.8;15;0;7.517
Bremen;2024-03-02;3.3;5.4;9.2;13.9;0;8.133
Bremerhaven;2024-03-02;4.7;6.5;9.6;13.3;0;7.017
Bremervörde;2024-03-02;2.5;5.5;8.9;13.6;0;5.15
Carlsfeld;2024-03-02;2.5;2.7;4.3;7.1;0;2.933
Chemnitz;2024-03-02;2.4;5.8;8;12.3;0;4.867
Chieming;2024-03-02;0;1.2;6.9;12;0;9.483
Cottbus;2024-03-02;1.9;4.9;9.6;12.9;0;0.717
Cuxhaven;2024-03-02;3.6;6.2;8.8;12.6;0;6.25
Deuselbach;2024-03-02;4.2;4.8;8;11.5;0.1;3.9
Diepholz;2024-03-02;0.1;3;8.8;14.3;0;8.317
Doberlug-Kirchhain;2024-03-02;2.3;5;8.3;13.2;0.5;1.417
Dresden-Klotzsche;2024-03-02;5;6.9;8.9;11.5;0;0.95
Düsseldorf;2024-03-02;4.5;6.5;10.8;14.3;0;4.85
Dörnick;2024-03-02;2.5;6.3;8.7;12;0;3.65
Dörpen;2024-03-02;1.1;4.8;9.5;13.3;0;8
Eisenach;2024-03-02;-0.2;3.4;8.3;12.8;0;7.833
Elpersbüttel;2024-03-02;1.3;4.6;7.9;12.8;0;6.6
Emden;2024-03-02;3;4.4;8.3;13;0;7.35
Erfurt-Weimar;2024-03-02;1.6;4.9;8.3;13.5;0;NULL
Essen-Bredeney;2024-03-02;4.2;6;10.3;13.7;0;6.233
Fehmarn;2024-03-02;2.1;4.7;6.7;11;0.2;2
Feldberg/Mecklenburg;2024-03-02;3.7;4.5;8.2;11.9;0.1;0.167
Feldberg/Schwarzwald;2024-03-02;-1.1;-1.9;1.4;5.4;0;7.75
Feuchtwangen-Heilbronn;2024-03-02;-1.4;2.2;6.7;12.4;0;8.567
Fichtelberg;2024-03-02;0.1;1.3;2.4;5;0;0.8
Fichtelberg/Oberfranken-Hüttstadl;2024-03-02;-0.7;1.2;4.4;7.5;0.1;NULL
Frankfurt/Main;2024-03-02;-1.5;1.2;8.2;15;0;3.467
Freiburg;2024-03-02;-3.6;-0.3;8.7;16.8;0;7.317
Freudenstadt;2024-03-02;-2.7;-0.1;5.9;10.5;0;6.65
Friesoythe-Altenoythe;2024-03-02;2.7;5.1;9.2;13.5;0;8.817
Gardelegen;2024-03-02;1.3;4.7;8.5;14.8;0;5.383
Garmisch-Partenkirchen;2024-03-02;-0.6;1.9;6.4;13.5;0;6.267
Geisenheim;2024-03-02;0.5;3.3;8.3;14.4;0;4.483
Gelbelsee;2024-03-02;3.2;4.7;6.2;9.6;0;3.883
Genthin;2024-03-02;2.2;3.7;8.2;14.2;0;5.233
Gera-Leumnitz;2024-03-02;-0.1;3.4;7.4;13.4;0;5.533
Gießen/Wettenberg;2024-03-02;-1.4;1;7.5;13.2;0;4.283
Goldberg;2024-03-02;1.1;4.8;7.2;11.2;0.7;NULL
Gottfrieding;2024-03-02;2.1;3.9;6.6;11.5;0;3.983
Greifswald;2024-03-02;2.3;3.7;7.6;11.2;0;0.5
Greifswalder Oie;2024-03-02;4.9;5.5;6.5;8;0;NULL
Groß Lüsewitz;2024-03-02;4;5.2;7.8;11.4;0.9;NULL
Großer Arber;2024-03-02;NULL;-0.6;1.7;4.2;0;2.867
Grünow;2024-03-02;5.9;6.5;9.7;12.3;0;NULL
Gülzow-Prüzen;2024-03-02;2.5;4.8;8;12.8;0.6;NULL
Günzburg;2024-03-02;-1.3;1.4;5.9;12.8;0;NULL
Görlitz;2024-03-02;4.3;6.2;9.8;12.2;0;0.7
Göttingen;2024-03-02;1.6;4.8;8.6;14;0;6.583
Hahn;2024-03-02;2.1;3.3;7.1;10.6;0;4.667
Hamburg-Fuhlsbüttel;2024-03-02;3.7;7.2;9.4;13.4;0;3.833
Hannover;2024-03-02;1.6;5.9;9.8;14.6;0;7.017
Harburg;2024-03-02;3.7;4.4;7;11.7;0;NULL
Harzgerode;2024-03-02;-1.7;0.9;7;11.6;0;3.417
Hasenkrug-Hardebek;2024-03-02;1.7;5.7;9;13.5;0;NULL
Heckelberg;2024-03-02;5.6;6.5;9.4;12.1;0;NULL
Helgoland;2024-03-02;4.7;6.6;7.6;9.2;0;7.617
Hersfeld, Bad;2024-03-02;-1.6;-0.2;6.6;14.2;0;7.067
Hof;2024-03-02;-0.5;1.9;5.9;10.2;0.3;5.1
Hohenpeißenberg;2024-03-02;0.4;2.3;6;9.7;0;9.033
Hoherodskopf/Vogelsberg;2024-03-02;0.5;1.6;5.2;10;0;4.917
Holzdorf-Bernsdorf;2024-03-02;NULL;NULL;8.5;NULL;0;2.2
Hoyerswerda;2024-03-02;0.7;4.9;9.2;12.2;0;NULL
Itzehoe;2024-03-02;4.9;6.8;9.3;13;0;NULL
Kahler Asten;2024-03-02;0;1.2;4.1;7.6;0;4.6
Kaisersbach-Cronhütte;2024-03-02;-0.8;0.4;6.7;13.7;0;7.25
Kall-Sistig;2024-03-02;3.3;3.7;7.1;10.6;0.3;NULL
Kempten;2024-03-02;-0.8;1.3;6.5;13.9;0;5.967
Kiel-Holtenau;2024-03-02;2.3;6.2;8.9;12;0;NULL
Kissingen, Bad;2024-03-02;-0.1;2.5;7;12.8;0;5.983
Kleiner Feldberg/Taunus;2024-03-02;-0.6;1.3;4.5;8.3;0;3.05
Klippeneck;2024-03-02;-0.3;1;5.3;10.2;0;7.067
Konstanz;2024-03-02;3;3.4;6.7;12.8;0;3.917
Krölpa-Rockendorf;2024-03-02;2;3.5;8;14;0;NULL
Kyritz;2024-03-02;2.7;5.2;8.1;12.8;0.1;3.25
Köln/Bonn;2024-03-02;3.1;4.7;10.2;14.2;0;5.867
Königswinter-Heiderhof;2024-03-02;4.1;5.8;10;13.6;0;NULL
Lahr;2024-03-02;-1.7;-0.1;8.5;16.6;0;6.683
Langenlipsdorf;2024-03-02;3.4;4.9;8.7;13.8;0;NULL
Lauchstädt, Bad;2024-03-02;-1.4;2.5;7.7;14;0;NULL
Lautertal-Oberlauter;2024-03-02;3.1;3.9;6.9;11.9;0;3.167
Leck;2024-03-02;1.9;3.7;7.5;12.3;0;6.783
Leinefelde;2024-03-02;0.7;4.8;7.8;12.2;0;5.467
Leipzig-Holzhausen;2024-03-02;1.5;4.8;8.7;14.4;0;NULL
Leipzig/Halle;2024-03-02;3;4.7;8.4;14.6;0;5.3
Leuchtturm Alte Weser;2024-03-02;NULL;6.4;8.9;12.2;NULL;8.083
Leutkirch-Herlazhofen;2024-03-02;-4.1;-1;5.7;11.9;0;NULL
Lichtenhain-Mittelndorf;2024-03-02;4.1;7.5;8.6;9.6;0;0.133
Lichtentanne;2024-03-02;-0.4;1.9;8.4;13.8;0;NULL
Lindenberg;2024-03-02;6.2;8.2;9.8;12.9;0;1.383
Lingen-Baccum;2024-03-02;3.2;5.9;9.7;13.8;0;NULL
Lippspringe, Bad;2024-03-02;0.2;4.5;9.1;13.7;0;7.317
List auf Sylt;2024-03-02;4;5.4;7.1;10;0;5.683
Lübeck-Blankensee;2024-03-02;1.4;4.2;8.7;13.2;0;2.283
Lüchow;2024-03-02;1.9;4.4;8.8;14.3;0;2.983
Lüdenscheid;2024-03-02;2.7;5.4;8.4;11.6;0;7.567
Lügde-Paenbruch;2024-03-02;0.4;4.2;8.2;12.7;0;7.617
Magdeburg;2024-03-02;1.4;4.7;8.9;13.9;0.2;6.217
Mannheim;2024-03-02;-0.7;2.2;9.7;15.9;0;7.55
Manschnow;2024-03-02;5.6;8.3;10.1;12.6;0;0.567
Marienberg;2024-03-02;2.8;5.1;6.3;9.8;0;NULL
Marienberg, Bad;2024-03-02;0.3;2.4;6.4;10.1;0;5.183
Marnitz;2024-03-02;0.9;3.8;7.7;12.6;0.2;NULL
Meiningen;2024-03-02;1.6;4.2;6.6;10.8;0;5.917
Memmingen;2024-03-02;-2;0.7;6.5;12.2;0;5.1
Meßstetten-Appental;2024-03-02;-1.7;1.1;5.3;10.4;0;7.8
Michelstadt-Vielbrunn;2024-03-02;0.3;2.4;7.5;13;0;7.433
Mühlacker;2024-03-02;-1.9;0;8.1;16.3;0;NULL
Mühldorf;2024-03-02;-1.7;1.5;5.8;11.7;0;4.017
Müncheberg;2024-03-02;4.2;6.8;9.4;12.7;0.2;0.8
München-Flughafen;2024-03-02;-0.2;3.9;6.9;11.7;0;7.567
München-Stadt;2024-03-02;2;4.3;8.2;13;0;8.667
Münsingen-Apfelstetten;2024-03-02;1.7;2.2;5.9;11.4;0;NULL
Neu-Ulrichstein;2024-03-02;0.2;3.1;7.4;13.2;0;4.8
Neuhaus am Rennweg;2024-03-02;-1.1;2.6;4;7.8;0;NULL
Neuhütten/Spessart;2024-03-02;-1;-0.6;6;13.1;0;7.6
Neuruppin-Alt Ruppin;2024-03-02;2.8;4.4;8.1;12.8;0.2;NULL
Norderney;2024-03-02;5.2;6.1;8.6;12.1;0;7.6
Nossen;2024-03-02;2.2;5.2;8.1;11.6;0;NULL
Nürburg-Barweiler;2024-03-02;3.6;4.2;7.5;10.9;0;2.717
Nürnberg;2024-03-02;2.7;4.1;7.8;13.2;0;5.483
Nörvenich-Niederbolheim;2024-03-02;NULL;NULL;10.2;NULL;0;4
Oberstdorf;2024-03-02;-1.5;0.6;6;13.5;0;4.85
Oschatz;2024-03-02;2.2;5.3;8.6;12.7;0;1.133
Osterfeld;2024-03-02;0.6;4.6;8.5;14.9;0;NULL
Pelzerhaken;2024-03-02;1.6;4.2;6.7;10.5;0;NULL
Pforzheim-Ispringen;2024-03-02;-1;2.6;8.7;14.8;0;NULL
Plauen;2024-03-02;0.2;2.8;7;12.7;0.1;NULL
Potsdam;2024-03-02;3.3;6.3;8.6;13.9;0;2.3
Putbus;2024-03-02;1.5;4.1;7.4;8.9;0;NULL
Quedlinburg;2024-03-02;1.6;4.8;9.1;14.7;0;NULL
Querfurt-Mühle Lodersleben;2024-03-02;-0.6;2.4;7.3;13.5;0.1;NULL
Quickborn;2024-03-02;1.4;6.5;9.3;13.4;0;NULL
Regensburg;2024-03-02;0.9;3.3;6.7;11.4;0;3.1
Rheinstetten;2024-03-02;-2.7;-1.2;7.9;15.8;0;6.717
Rostock-Warnemünde;2024-03-02;5.3;6.1;8.5;12.8;0.4;3.25
Roth;2024-03-02;-0.1;2.3;6.6;10.6;0;NULL
Runkel-Ennerich;2024-03-02;-0.4;3.3;8.3;13.6;0;5.533
Saarbrücken-Ensheim;2024-03-02;3.3;5.2;9;13.3;0;1.883
Salzuflen, Bad;2024-03-02;3.6;5.8;9.5;14.1;0;NULL
Sankt Peter-Ording;2024-03-02;1.7;5.3;8;12.1;0;7.1
Schleiz;2024-03-02;2.2;4.4;7.1;11.7;0;NULL
Schleswig;2024-03-02;2.5;5.6;8.2;12;0;6.25
Schmücke;2024-03-02;0.8;2.2;4.3;9.2;0;5.933
Schwerin;2024-03-02;2.2;5.5;8.5;14.3;0.9;NULL
Schönhagen (Ostseebad);2024-03-02;2.9;4.9;6;7.6;0.2;NULL
Seehausen;2024-03-02;2.5;4.1;8.2;13.7;0.2;NULL
Soltau;2024-03-02;2.6;5.1;9.2;13.8;0;4.9
