Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Heckelberg;2023-07-01;12;13.1;18.6;24.4;2;5.7
Helgoland;2023-07-01;14.2;15.1;16.8;18.1;3.4;0.267
Hersfeld, Bad;2023-07-01;9.7;9.8;15.9;21;2;2.567
Hof;2023-07-01;9.5;11.6;16.5;21.8;1.1;6.483
Hohenpeißenberg;2023-07-01;11.7;11.4;15;20.5;3.9;4.8
Hoherodskopf/Vogelsberg;2023-07-01;9;11.2;13;16.1;7.6;2.833
Holzdorf-Bernsdorf;2023-07-01;NULL;NULL;19.9;NULL;1;5.7
Hoyerswerda;2023-07-01;13.5;15.1;20.1;25;0.4;6.65
Itzehoe;2023-07-01;13.4;14.5;16.3;18.8;11.7;NULL
Kahler Asten;2023-07-01;9.5;10.8;12.2;13.4;5;0
Kaisersbach-Cronhütte;2023-07-01;9.5;11.2;17.2;23.1;3;7.45
Kall-Sistig;2023-07-01;12.3;12.7;15.4;18.9;0.9;1.1
Kempten;2023-07-01;13.3;13.5;16.8;22;6;4.167
Kiel-Holtenau;2023-07-01;13.5;14.6;16.5;18.8;5.7;NULL
Kissingen, Bad;2023-07-01;6.6;9.9;16.4;22.7;0.8;4.233
Kleiner Feldberg/Taunus;2023-07-01;9.2;11.1;12.4;14.6;5.4;1.6
Klippeneck;2023-07-01;11.4;11.8;14.2;18.7;2.5;4.383
Konstanz;2023-07-01;15.2;15.5;18.7;24.3;2.5;4.067
Krölpa-Rockendorf;2023-07-01;10.8;11.5;17.6;24.1;1;NULL
Kyritz;2023-07-01;11.4;12;17.3;23.3;2.8;4.65
Köln/Bonn;2023-07-01;14.6;14.9;17.6;22.1;1.9;0.3
Königswinter-Heiderhof;2023-07-01;13.8;14.6;17.4;20.9;1.7;NULL
Lahr;2023-07-01;12.9;14.1;18.9;21.8;0;3.933
Langenlipsdorf;2023-07-01;13.7;14.8;19.3;25;0.6;NULL
Lauchstädt, Bad;2023-07-01;10.5;12.6;19;24.7;0.2;6.5
Lautertal-Oberlauter;2023-07-01;8.7;10;16.9;23.2;1.8;6.667
Leck;2023-07-01;13.1;14.1;16.4;18.7;6;0
Leinefelde;2023-07-01;7.4;9.4;15.8;20.7;3.2;3.567
Leipzig-Holzhausen;2023-07-01;12.8;14.1;19.3;24.4;0.9;NULL
Leipzig/Halle;2023-07-01;12.6;13.7;19.2;25.2;2.5;7.233
Leuchtturm Alte Weser;2023-07-01;NULL;14.7;16.8;18.2;NULL;0.983
Leutkirch-Herlazhofen;2023-07-01;13.5;13.8;16.5;21.2;5.2;3.9
Lichtenhain-Mittelndorf;2023-07-01;14.6;15.2;19.3;24.3;2.9;7.067
Lichtentanne;2023-07-01;11.8;13;18.1;23.4;0.8;NULL
Lindenberg;2023-07-01;14.1;15.3;19.5;24.2;0;5.117
Lingen-Baccum;2023-07-01;15.2;15.9;17.4;19.1;2.4;NULL
Lippspringe, Bad;2023-07-01;9.7;12.3;17.3;19.7;0.5;0.367
List auf Sylt;2023-07-01;13.2;14.6;16.6;18.3;5.6;0.133
Lübeck-Blankensee;2023-07-01;14;15;16;17.3;9.9;0
Lüchow;2023-07-01;9.7;11.5;16.6;19.7;2.8;1.167
Lüdenscheid;2023-07-01;14.1;14.4;15.6;17.7;1.2;0.2
Lügde-Paenbruch;2023-07-01;7.9;10.3;15.7;17.8;NULL;0.033
Magdeburg;2023-07-01;9.9;12.3;18.7;24;0;4.05
Mannheim;2023-07-01;9;11.6;18.4;22.8;0;4.017
Manschnow;2023-07-01;13.4;14.6;19.9;26;0;5.117
Marienberg;2023-07-01;12.4;12.7;16.6;21.2;0.5;NULL
Marienberg, Bad;2023-07-01;9.6;12.2;14;15.6;2.9;0.15
Marnitz;2023-07-01;11.4;13.2;16.4;20.1;9;NULL
Meiningen;2023-07-01;8.1;9.6;15.4;21.1;1.9;3.483
Memmingen;2023-07-01;13.7;14.2;17.2;21.7;1.4;4.4
Meßstetten-Appental;2023-07-01;11.7;12;14.8;18.8;1;4.833
Michelstadt-Vielbrunn;2023-07-01;8.8;12.3;16.5;19.9;0.3;4.317
Mühlacker;2023-07-01;7.9;9.6;18;23.8;2.1;NULL
Mühldorf;2023-07-01;15.2;15.7;19.1;23.3;3.3;5.433
Müncheberg;2023-07-01;13.4;14.5;19.4;24.7;0;5.3
München-Flughafen;2023-07-01;14.4;14.4;19.4;25.2;2.3;6.167
München-Stadt;2023-07-01;14.6;14.4;18.9;23.7;2.2;3.767
Münsingen-Apfelstetten;2023-07-01;10.4;13;16.3;21.4;2.9;NULL
Neu-Ulrichstein;2023-07-01;10.6;11.6;15.5;19.6;1;2.383
Neuhaus am Rennweg;2023-07-01;5.3;8.4;13.6;18.9;8.2;NULL
Neuhütten/Spessart;2023-07-01;7.3;7.8;15.4;21.1;0.5;4.217
Neuruppin-Alt Ruppin;2023-07-01;10.6;11.7;17.5;24.4;2.7;NULL
Norderney;2023-07-01;14.4;15.7;17.2;19.2;3.6;0.8
Nossen;2023-07-01;13.9;14.4;18.5;23.7;0.6;8.4
Nürburg-Barweiler;2023-07-01;10.9;12.6;15.3;18.1;3;0.033
Nürnberg;2023-07-01;11.4;13;19.2;25.2;0;7.4
Oberstdorf;2023-07-01;12.4;12.6;16;22;4.5;3.083
Oschatz;2023-07-01;14.4;14.8;19.5;25.2;0.7;7.983
Osterfeld;2023-07-01;10.7;12.5;18.2;24.1;0.7;NULL
Pforzheim-Ispringen;2023-07-01;6.9;11.4;18.1;22.5;2.5;NULL
Plauen;2023-07-01;11.6;12.1;17.8;23.8;0.2;NULL
Potsdam;2023-07-01;13.5;14.8;18.9;25.2;0.9;7.183
Putbus;2023-07-01;10;12.2;16.6;20.5;2.3;1.067
Quedlinburg;2023-07-01;9.3;11.6;17.7;21.8;4.1;2.3
Querfurt-Mühle Lodersleben;2023-07-01;8.6;10.8;17.9;24.6;0.4;NULL
Quickborn;2023-07-01;13;14.9;16.3;18.1;11.6;NULL
Regensburg;2023-07-01;13.8;15.3;20.4;27.2;0;3.283
Rheinstetten;2023-07-01;13.6;14.6;19.1;23;2;3.867
Rostock-Warnemünde;2023-07-01;14.3;15.3;16.9;19;2.6;0
Roth;2023-07-01;12.5;14.1;19.9;25.7;0;NULL
Runkel-Ennerich;2023-07-01;8.1;9.7;16.2;19.7;5.4;0.2
Saarbrücken-Ensheim;2023-07-01;8.6;11.4;15.5;18.3;2.5;0.567
Salzuflen, Bad;2023-07-01;12.6;14.2;16.8;19.2;8.2;NULL
Sankt Peter-Ording;2023-07-01;14.3;15;17.3;19.5;4;0.317
Schleiz;2023-07-01;10.2;11.2;16.4;22;1.7;NULL
Schleswig;2023-07-01;13.5;14;15.9;18.5;9.8;0.033
Schmücke;2023-07-01;7.2;9;12.2;16.7;8.2;3.633
Schwerin;2023-07-01;12.5;14.2;16;17.5;NULL;0
Schönhagen (Ostseebad);2023-07-01;13.4;14.5;16.5;19;NULL;0.017
Seehausen;2023-07-01;12.1;13.1;17.6;22.2;2.7;2.217
Soltau;2023-07-01;12.3;12.9;15.9;17.6;3.6;0
Straubing;2023-07-01;14.4;15.9;20.4;24.7;0.6;3.783
Stuttgart (Schnarrenberg);2023-07-01;12.5;14.7;18.8;23.2;1.9;6.567
Stuttgart-Echterdingen;2023-07-01;11.5;13.7;18.3;24.6;0.6;7.767
Stötten;2023-07-01;10.7;12;16;23.1;8.4;7.167
Tholey;2023-07-01;9.6;13.2;15.1;17.3;1.2;0.267
Trier-Petrisberg;2023-07-01;13.2;14;16.4;19.8;4.6;1.117
Trollenhagen;2023-07-01;13.4;14.7;17.3;21.7;4.9;2.483
Ueckermünde;2023-07-01;11.4;13;17.4;22.4;5.2;2.883
Ummendorf;2023-07-01;10;11;17;21.5;0.1;NULL
Waibstadt;2023-07-01;10.1;13.9;18.1;22.5;0.9;NULL
Waldmünchen;2023-07-01;11.4;12.6;18.7;23.8;0;8.383
Warburg;2023-07-01;9.5;11.5;16.2;19.4;1.6;0.567
Waren (Müritz);2023-07-01;11.8;14.6;17.1;20.7;4.9;1.633
Wasserkuppe;2023-07-01;6.8;8.6;12.5;18.1;9.5;5.3
Weiden;2023-07-01;14.1;14.2;18.8;24.4;0;7.117
Weihenstephan-Dürnast;2023-07-01;14.1;14.5;18.9;24.5;0.7;5.25
Weinbiet;2023-07-01;11.7;12.2;15;17.7;2;1.65
Weingarten, Kr. Ravensburg;2023-07-01;15.5;15.5;18.4;23.1;3.5;4.483
Weißenburg-Emetzheim;2023-07-01;14.8;15.5;19.5;24.8;0.1;7.983
Werl;2023-07-01;14.3;15.4;17.8;21.2;2.3;0.183
Wernigerode;2023-07-01;7.8;9.8;17.1;20.5;0;1.05
Wielenbach (Demollstr.);2023-07-01;14.4;14.4;18.5;24.2;2.1;4.2
Wiesenburg;2023-07-01;12.4;13.4;17.9;23.6;0.3;7.867
Wittenberg;2023-07-01;13.7;14.9;19.1;24.6;1.3;7.367
Wunsiedel-Schönbrunn;2023-07-01;9;11.1;16.2;21.9;1.2;7.867
Würzburg;2023-07-01;10.5;12.4;18.2;23.7;0.4;6.767
Zinnwald-Georgenfeld;2023-07-01;11.5;11.7;14.8;18.3;1.8;6.4
Zugspitze;2023-07-01;NULL;0.7;2.5;3.9;3.1;3.967
Zwiesel;2023-07-01;12.3;13.8;18.2;22.1;0.3;NULL
Öhringen;2023-07-01;11.7;14.4;18.8;23.9;0.4;5.933
Ahaus;2023-07-02;12.7;14.2;17.4;21;0;9
Alfeld;2023-07-02;10.9;12.6;17;20.8;0.2;5.617
Andernach;2023-07-02;10.3;13.7;19;23.5;0;4.383
Angermünde;2023-07-02;13.1;15;18;22.1;0;7.45
Arkona;2023-07-02;12.5;12.9;16;18.5;5.6;6.667
Artern;2023-07-02;10.2;13.5;18.6;24;0;NULL
Augsburg;2023-07-02;8.4;10.8;17.8;23.7;0;4.117
Bamberg;2023-07-02;8.1;9.5;18.2;24.2;0;6.783
Barth;2023-07-02;12.4;13.4;16.6;20.5;5.7;7.883
Baruth;2023-07-02;9.4;12.9;18.5;23;0.1;NULL
Belm;2023-07-02;12.8;14.2;16.8;20.6;0;7.167
Berge;2023-07-02;9.5;13;17.8;22.3;0;7.1
Berlin-Dahlem (FU);2023-07-02;9.2;13.1;18.6;22.1;0;8.3
Berlin-Tempelhof;2023-07-02;13.5;14.9;19;23;0;NULL
Bertsdorf-Hörnitz;2023-07-02;11.4;12.6;18;23.5;6.8;5.1
Berus;2023-07-02;11.6;12.6;16.9;22.8;0;6.117
Boizenburg;2023-07-02;11.3;13.7;16.9;21.2;0;7.717
Boltenhagen;2023-07-02;11.2;12.4;16.7;21.5;0.1;10.367
Braunlage;2023-07-02;7.5;10.3;13.6;17.2;1.3;NULL
Braunschweig;2023-07-02;12;13.8;17.2;21.4;0;9.983
Bremen;2023-07-02;8.9;11.9;16.9;21.1;0.8;9.017
Bremerhaven;2023-07-02;13.9;14.9;17.1;19.3;0.2;6.35
Bremervörde;2023-07-02;11.7;13;16.5;19.9;0;6.167
Carlsfeld;2023-07-02;4.9;8.9;13.5;16.9;0;5.25
Chemnitz;2023-07-02;12.7;13.8;17.4;22.7;0;5.167
Chieming;2023-07-02;13.3;13.2;17.4;22;2.3;3.3
Cottbus;2023-07-02;9.3;12.6;18.7;22.9;0;7
Cuxhaven;2023-07-02;13.3;13.8;17;19;5.5;9.133
Deuselbach;2023-07-02;11.1;12.3;15.9;20.6;0;5.55
Diepholz;2023-07-02;12.8;14.4;17.5;21;0.2;7.517
Doberlug-Kirchhain;2023-07-02;8.7;12.4;18.5;23.1;0;5.733
Dresden-Klotzsche;2023-07-02;14.3;14.9;19;23.7;0;6.883
Düsseldorf;2023-07-02;12.2;13.9;18.4;21.8;1.4;6.183
Dörnick;2023-07-02;11.9;13.4;15.6;19.3;9.9;8.017
Dörpen;2023-07-02;10.8;13.3;16.4;19.6;0.5;6.7
Eisenach;2023-07-02;9.8;14.8;17.5;21.6;0;5.25
Elpersbüttel;2023-07-02;12.1;13.7;16.7;18.4;3.9;9.133
Emden;2023-07-02;13.6;14.5;16.8;20.8;0;7.15
Erfurt-Weimar;2023-07-02;12;14.5;17.7;22.2;0;NULL
Essen-Bredeney;2023-07-02;13.9;14.9;17.6;20.9;0;6.25
Fehmarn;2023-07-02;12.3;13.9;16.8;18.6;5.1;8.35
Feldberg/Mecklenburg;2023-07-02;11.3;13.2;17.2;21.5;0;7
Feldberg/Schwarzwald;2023-07-02;7.8;7.1;9.7;12.5;0;3.883
Feuchtwangen-Heilbronn;2023-07-02;7.4;11.9;17.3;22.8;0;10.183
Fichtelberg;2023-07-02;6.8;8.6;11.4;14.7;0.2;3.717
Fichtelberg/Oberfranken-Hüttstadl;2023-07-02;7.1;10.1;15.5;19.7;0;NULL
Frankfurt/Main;2023-07-02;11.8;13.8;19.3;24.2;0;7.4
Freiburg;2023-07-02;11.6;15.1;20.5;25.1;0;8.2
Freudenstadt;2023-07-02;8.8;11.3;15.2;20.2;0;7.65
Friesoythe-Altenoythe;2023-07-02;11.9;13.4;16.4;19.4;0;NULL
Fürstenzell;2023-07-02;13.2;15.2;18.4;23.2;0;6.017
Gardelegen;2023-07-02;8.4;10.3;17.3;22.2;0;5.767
Garmisch-Partenkirchen;2023-07-02;13.7;14.1;17.5;22;0.1;1.667
Geisenheim;2023-07-02;9.9;12.7;19.1;24.4;0;8.683
Gelbelsee;2023-07-02;10.2;13.6;17.6;22.9;0;9.917
Genthin;2023-07-02;8.5;10.9;18.6;22.7;0;7.867
Gera-Leumnitz;2023-07-02;11;14.3;18.2;23.5;0;4.617
Gießen/Wettenberg;2023-07-02;11.5;13.5;17.7;23.3;0;5.567
Goldberg;2023-07-02;10.5;12.8;17;21.4;NULL;7.7
Gottfrieding;2023-07-02;9.7;12.3;18.8;24.3;0;7.217
Greifswald;2023-07-02;12.8;14.1;16.9;20.4;0.9;8.783
Greifswalder Oie;2023-07-02;13.2;14.7;17.5;19.8;1.4;7.933
Groß Lüsewitz;2023-07-02;10.8;12.4;16.5;20.3;2.3;NULL
Großer Arber;2023-07-02;NULL;7.3;10.5;14.5;0;5.933
Gülzow-Prüzen;2023-07-02;11.2;13;17.3;21.4;0;NULL
Günzburg;2023-07-02;9;12.8;18.5;24.1;0;NULL
Görlitz;2023-07-02;10.9;13.2;18.3;22.7;0;4.533
Göttingen;2023-07-02;11;11.8;16.8;20.4;0;5.35
Hahn;2023-07-02;9.6;11.7;15.4;20.6;0;4.983
Hamburg-Fuhlsbüttel;2023-07-02;12.2;13.9;16.7;20.3;0.8;8.383
Hannover;2023-07-02;9.9;14.1;17.1;21.1;0;5.667
Harburg;2023-07-02;11.9;13;17.9;23.3;0.1;9.567
Harzgerode;2023-07-02;7.9;9.5;15.5;20;0;6.983
Hasenkrug-Hardebek;2023-07-02;11.8;13.5;16.4;19.6;3.3;NULL
Heckelberg;2023-07-02;10.8;13.7;17.9;21.7;0;8.7
Helgoland;2023-07-02;12.1;13.7;16.2;17;3.6;8.867
Hersfeld, Bad;2023-07-02;12.6;14.3;17.6;22.2;0;4.85
Hof;2023-07-02;6.4;12.3;16.3;20.1;0.4;5.567
Hohenpeißenberg;2023-07-02;12.1;11.8;15.2;19.8;0.7;7.05
Hoherodskopf/Vogelsberg;2023-07-02;10.5;10;13.4;17.5;0;2.683
Holzdorf-Bernsdorf;2023-07-02;NULL;NULL;18.7;NULL;0.4;7.5
Hoyerswerda;2023-07-02;8.3;12.2;18.7;23.3;0;6.733
Itzehoe;2023-07-02;12.3;14.2;16.5;19.4;8.7;NULL
Kahler Asten;2023-07-02;9.8;9.5;11.8;14.5;0.1;2.333
Kaisersbach-Cronhütte;2023-07-02;9.5;12.5;17.4;22.8;0;10.35
Kall-Sistig;2023-07-02;10.7;11.3;15.1;19.4;0;3.2
Kempten;2023-07-02;12.7;13.7;16.9;21.5;0;5.15
Kiel-Holtenau;2023-07-02;11.3;13.1;16.2;19.4;1.9;NULL
Kissingen, Bad;2023-07-02;8.9;13.4;17.9;23.2;0;7.167
Kleiner Feldberg/Taunus;2023-07-02;8.3;8.6;13.2;17.8;0;4.433
Klippeneck;2023-07-02;11.5;12;15.4;19.7;0;9.4
Konstanz;2023-07-02;14.6;15.9;19.6;24.8;0;7.25
Krölpa-Rockendorf;2023-07-02;12.3;14.2;18.4;22.7;0;NULL
Kyritz;2023-07-02;9;11.2;17.6;21.9;0;8.667
Köln/Bonn;2023-07-02;13.6;13.8;18.4;23;0;2.933
Königswinter-Heiderhof;2023-07-02;12.6;13.6;17.8;22.3;0;NULL
Lahr;2023-07-02;13.8;16.2;20.9;25.7;0;11
Langenlipsdorf;2023-07-02;8.6;11;17.8;22.1;1.4;NULL
Lauchstädt, Bad;2023-07-02;10.3;13.8;18.9;23.5;0;6.3
Lautertal-Oberlauter;2023-07-02;9.1;11.1;17.5;22.8;0;4.517
Leck;2023-07-02;11;12.3;15.4;18.7;8.9;5.95
Leinefelde;2023-07-02;9.5;12.3;16.1;20;0;8.017
Leipzig-Holzhausen;2023-07-02;10.6;13.7;19.3;23.4;0;NULL
Leipzig/Halle;2023-07-02;9.4;14.1;18.6;23.4;0;6.483
Leuchtturm Alte Weser;2023-07-02;NULL;15.6;16.4;17.4;NULL;10.2
Leutkirch-Herlazhofen;2023-07-02;13.7;14;17.2;21.3;0;5.55
Lichtenhain-Mittelndorf;2023-07-02;13.4;14;18.5;23.5;0.6;5.367
Lichtentanne;2023-07-02;10.8;14.2;18.2;22.8;0;NULL
Lindenberg;2023-07-02;13.2;15.3;18.6;22.3;0;7.983
Lingen-Baccum;2023-07-02;13.8;14.9;17.4;20.5;0.1;NULL
Lippspringe, Bad;2023-07-02;11;13.3;17.3;21.6;0;5.25
List auf Sylt;2023-07-02;11.3;13;15.8;17.9;1.3;7.8
Lübeck-Blankensee;2023-07-02;12.4;14.1;16.9;20.8;0.1;7.833
Lüchow;2023-07-02;8;10.7;17.4;21.2;0;6.183
Lüdenscheid;2023-07-02;12.3;13.1;15.5;19.8;0;2.8
Lügde-Paenbruch;2023-07-02;10.4;12.3;16.1;19.8;0;6.667
Magdeburg;2023-07-02;11.2;13.3;18.3;22.1;0.8;7.7
Mannheim;2023-07-02;11;14.5;20.5;26.1;0;9.733
Manschnow;2023-07-02;9.6;12.2;18.7;23.8;0;7.817
Marienberg;2023-07-02;8.7;11.2;16;19.6;0;NULL
Marienberg, Bad;2023-07-02;11.1;11.2;14.7;18.3;0;3.867
Marnitz;2023-07-02;10.1;13.2;16.9;21;0;NULL
Meiningen;2023-07-02;12.5;14;17;21.5;0;5.367
Memmingen;2023-07-02;13;14.8;17.8;22.5;0.1;5.2
Meßstetten-Appental;2023-07-02;4.9;6.5;14.9;19.9;0;7.983
Michelstadt-Vielbrunn;2023-07-02;11.3;13.1;17.3;21.7;0;10.45
Mühlacker;2023-07-02;8.6;10.2;18.6;25.3;0;NULL
Mühldorf;2023-07-02;11.5;13.6;17.7;23.3;0.2;4.583
Müncheberg;2023-07-02;9.3;13.1;18.7;22.6;0;9.1
München-Flughafen;2023-07-02;14.1;14.2;18.3;24.1;0.2;4.283
München-Stadt;2023-07-02;13.2;13.5;18.4;23.7;2.8;5.783
Münsingen-Apfelstetten;2023-07-02;6.4;9.8;16.1;21.9;0;NULL
Neu-Ulrichstein;2023-07-02;12.5;13.2;16.5;21.4;0;5.717
Neuhaus am Rennweg;2023-07-02;8.2;11.4;13.5;17.3;0.1;NULL
Neuhütten/Spessart;2023-07-02;12.1;13.5;17.7;22;0;8.45
Neuruppin-Alt Ruppin;2023-07-02;8.9;12.6;17.7;21.6;0;NULL
Norderney;2023-07-02;13.8;15.3;16.9;17.9;0.1;9.367
Nossen;2023-07-02;13.2;15.2;18.2;21.9;0;6.2
Nürburg-Barweiler;2023-07-02;9.8;11;15.1;20.1;0;2.667
Nürnberg;2023-07-02;11.3;14.5;19.2;24.2;0;7.85
Nörvenich-Niederbolheim;2023-07-02;NULL;NULL;17.9;NULL;0;4.1
Oberstdorf;2023-07-02;13;13.6;15.8;19.9;1;1.417
Oschatz;2023-07-02;11.4;12.8;18.8;23.4;0;4.85
Osterfeld;2023-07-02;12;14.8;18.2;22.2;0;NULL
Pforzheim-Ispringen;2023-07-02;8.4;13.9;18.5;24.6;0;NULL
Plauen;2023-07-02;9;11.3;17.5;22.4;0;NULL
Potsdam;2023-07-02;10.4;13.9;18.2;23.2;0;8.05
Putbus;2023-07-02;11.9;13.2;16.2;19.9;4.1;7.433
Quedlinburg;2023-07-02;10.4;13;17.5;21.7;1.4;4.9
Querfurt-Mühle Lodersleben;2023-07-02;9.5;11.1;18.2;23.7;0;NULL
Quickborn;2023-07-02;12.7;14.3;16.8;20.4;0.1;NULL
Regensburg;2023-07-02;11.1;13.2;19.8;26.6;0;8.6
Rheinstetten;2023-07-02;12.2;15;20;26.1;0;11.367
Rostock-Warnemünde;2023-07-02;12.5;14;17.2;20.4;1.5;9.683
Roth;2023-07-02;10.1;12.6;19.1;24.6;0;NULL
Runkel-Ennerich;2023-07-02;12.4;13.6;18;22;0;5.4
Saarbrücken-Ensheim;2023-07-02;11.4;13.2;17.4;22.5;0;9.067
Salzuflen, Bad;2023-07-02;12.9;13.9;17.1;20.7;0;NULL
Sankt Peter-Ording;2023-07-02;12.2;13.8;16.5;18.2;3.2;6.733
Schleiz;2023-07-02;11.4;13.7;16.8;21;0;NULL
Schleswig;2023-07-02;10.9;12.1;15.4;19.5;8.7;6.917
Schmücke;2023-07-02;9.6;10.3;12.3;15.4;0;3.15
Schwerin;2023-07-02;12.3;13.6;16.6;20.7;0.1;7.683
Schönhagen (Ostseebad);2023-07-02;12;12.8;15.6;19.8;NULL;7.45
Seehausen;2023-07-02;12;14.1;18.1;22.2;0;7.833
Soltau;2023-07-02;10.5;12.9;16.7;20.6;0;7.417
Straubing;2023-07-02;10.1;11.7;19.2;25.2;0;7.683
Stuttgart (Schnarrenberg);2023-07-02;13.6;14.6;19.3;25;0;11.05
Stuttgart-Echterdingen;2023-07-02;9.2;13.7;19.2;25.1;0;8.517
