Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Hersfeld, Bad;2023-12-01;-3.1;-3.9;-1.7;-0.7;0;0
Hof;2023-12-01;-1.4;-5.1;-3.2;-1.8;1.7;0
Hohenpeißenberg;2023-12-01;-2.5;-2.7;-0.2;1.7;40.3;0
Hoherodskopf/Vogelsberg;2023-12-01;-0.4;-7.2;-4.6;-2.3;0;0
Holzdorf-Bernsdorf;2023-12-01;NULL;NULL;-2.6;NULL;0.1;0
Hoyerswerda;2023-12-01;-3.1;-3.6;-1.6;-0.8;0.2;0
Itzehoe;2023-12-01;-7;-11.7;-5.3;-1.1;0.7;NULL
Kahler Asten;2023-12-01;0;-9;-6.6;-5.1;0;0.4
Kaisersbach-Cronhütte;2023-12-01;-1.3;-1.9;-0.3;0.4;7.9;0
Kall-Sistig;2023-12-01;-5.1;-5.2;-3.5;-1.6;0;NULL
Kempten;2023-12-01;0;-0.9;0.8;2.7;38.7;0
Kiel-Holtenau;2023-12-01;-3.7;-8.4;-2.3;0.8;11.7;NULL
Kissingen, Bad;2023-12-01;-2.2;-2.5;-0.6;0.5;0;0
Kleiner Feldberg/Taunus;2023-12-01;-0.3;-7.4;-5.1;-2.9;0;0
Klippeneck;2023-12-01;0;-3.1;-0.7;1.1;18;0
Konstanz;2023-12-01;0;0;0.9;2.8;32.2;0
Krölpa-Rockendorf;2023-12-01;-4.1;-4.2;-2.5;-1.1;0.4;NULL
Kyritz;2023-12-01;-7.3;-7.2;-5.1;-4.1;0;0
Köln/Bonn;2023-12-01;-3.6;-3.2;-1.1;0.2;0;0
Königswinter-Heiderhof;2023-12-01;-4.3;-2.9;-1.2;0;0;NULL
Lahr;2023-12-01;0;0.2;1.5;2.3;3.3;0
Langenlipsdorf;2023-12-01;-5.4;-5.9;-3.5;-1.8;0;NULL
Lauchstädt, Bad;2023-12-01;-0.6;-4.4;-2.7;-1.1;0.1;NULL
Lautertal-Oberlauter;2023-12-01;-2.3;-2.5;-1.1;0;0;0
Leck;2023-12-01;-7.4;-9.1;-4.6;-2.6;0;2.7
Leinefelde;2023-12-01;-4.1;-8.8;-4.2;-2.3;0;0.3
Leipzig-Holzhausen;2023-12-01;-2.5;-3.3;-1.8;-0.6;0.2;NULL
Leipzig/Halle;2023-12-01;-1.3;-4.3;-2.6;-0.9;0.2;0
Leuchtturm Alte Weser;2023-12-01;NULL;-1.3;0.8;1.8;NULL;3.8
Leutkirch-Herlazhofen;2023-12-01;0.1;-1;0.5;2.6;33.1;NULL
Lichtenhain-Mittelndorf;2023-12-01;-4;-3.5;-2.5;-1;0.4;0
Lichtentanne;2023-12-01;-3.1;-3.8;-2.4;-1.4;0.1;NULL
Lindenberg;2023-12-01;-10.2;-7.6;-3.8;0.4;0;3.9
Lingen-Baccum;2023-12-01;-5.5;-4.2;-2.4;-0.8;0;NULL
Lippspringe, Bad;2023-12-01;-6.5;-4.2;-2.4;-1.2;0;0
List auf Sylt;2023-12-01;-4.3;-3.7;-2.1;0;0;4.6
Lübeck-Blankensee;2023-12-01;-7.2;-5.4;-2.9;0.5;0.5;4.5
Lüchow;2023-12-01;-7.8;-5.1;-2.6;-0.9;0;0
Lüdenscheid;2023-12-01;-0.8;-5.2;-3.5;-2.5;0;0
Lügde-Paenbruch;2023-12-01;-4.4;-4.9;-3.6;-2.6;0;0
Magdeburg;2023-12-01;-6.1;-3.5;-2.7;-1.8;0;0
Mannheim;2023-12-01;-0.7;-0.4;1;2.3;0.2;0
Manschnow;2023-12-01;-15;-11.9;-8.8;-3.2;0;5.6
Marienberg;2023-12-01;-1;-5.6;-3.5;-2.5;0.9;NULL
Marienberg, Bad;2023-12-01;-0.4;-7.5;-4.3;-2.5;0;0
Marnitz;2023-12-01;-3.4;-7.3;-4.7;-2.2;0;NULL
Meiningen;2023-12-01;-1.2;-5;-2.9;-1.3;0;0
Memmingen;2023-12-01;0;-1;0;0.6;30.8;0
Meßstetten-Appental;2023-12-01;-0.1;-2.9;-0.6;0.3;14.8;0
Michelstadt-Vielbrunn;2023-12-01;-1.8;-3.2;-1.5;-0.9;0.2;0
Mühlacker;2023-12-01;-0.3;0.1;0.6;1.3;3;NULL
Mühldorf;2023-12-01;-0.2;-0.3;0.3;1.5;31.4;0
Müncheberg;2023-12-01;-14.4;-12.6;-8.1;-0.8;0;5.6
München-Flughafen;2023-12-01;0;-0.8;0.1;1.3;35;0
München-Stadt;2023-12-01;0.1;-0.7;0.4;1.2;37.1;0
Münsingen-Apfelstetten;2023-12-01;-2.1;-2;-0.5;0.4;16;NULL
Neu-Ulrichstein;2023-12-01;-4.8;-4.7;-2.7;-1.3;0;0
Neuhaus am Rennweg;2023-12-01;-1.4;-7.4;-5.4;-3.6;0;NULL
Neuhütten/Spessart;2023-12-01;-2.6;-2.8;-1;-0.3;0;0
Neuruppin-Alt Ruppin;2023-12-01;-7.8;-12.5;-6.9;-4.9;0.1;NULL
Norderney;2023-12-01;-5.6;-3.3;-0.7;1;2.2;0.2
Nossen;2023-12-01;-2.7;-4.3;-2.5;-1.6;0.4;NULL
Nürburg-Barweiler;2023-12-01;-4.4;-4.9;-3;-1.3;0;0
Nürnberg;2023-12-01;-1.9;-2;0.1;0.8;4.6;0
Nörvenich-Niederbolheim;2023-12-01;NULL;NULL;-0.5;NULL;0;0
Oberstdorf;2023-12-01;0;-0.1;0.8;2.4;57.1;0
Oschatz;2023-12-01;-3.4;-3.7;-1.7;-0.5;0.4;0
Osterfeld;2023-12-01;-2.2;-4.7;-2.9;-0.9;0.4;NULL
Pelzerhaken;2023-12-01;-4.5;-8.4;-2.8;-0.3;0.1;NULL
Pforzheim-Ispringen;2023-12-01;-0.1;-0.8;-0.1;1;3.2;NULL
Plauen;2023-12-01;-3.6;-4;-2.6;-1.6;0.1;NULL
Potsdam;2023-12-01;-7.5;-6.7;-5;-2.5;0;0.1
Putbus;2023-12-01;-2.9;-6.4;-3;1.7;0;2.1
Quedlinburg;2023-12-01;-6.5;-4.1;-3.2;-1.9;0;NULL
Querfurt-Mühle Lodersleben;2023-12-01;-8.5;-7.7;-3.5;-1.8;0;NULL
Quickborn;2023-12-01;-13.4;-11.6;-4.5;0.4;1.6;NULL
Regensburg;2023-12-01;-0.1;-1.3;-0.2;1;18;0
Rheinstetten;2023-12-01;-0.1;0.1;1.3;2.2;1.2;0
Rostock-Warnemünde;2023-12-01;-2.3;-4.6;-1.1;1.2;1.2;2.2
Roth;2023-12-01;-1.1;-1.2;-0.1;0.5;9.6;NULL
Runkel-Ennerich;2023-12-01;-2.2;-2.2;-0.2;0.6;0;0
Saarbrücken-Ensheim;2023-12-01;-1.2;-1.2;-0.1;0.6;0;0
Salzuflen, Bad;2023-12-01;-3.5;-3;-2.2;-0.8;0;NULL
Sankt Peter-Ording;2023-12-01;-10.2;-5;-1.9;-0.4;0.1;5.1
Schleiz;2023-12-01;-2.1;-5.3;-3.5;-1.8;0;NULL
Schleswig;2023-12-01;-4.1;-6.9;-3.5;-1.9;0.6;0.3
Schmücke;2023-12-01;-0.7;-8.3;-6.2;-4;0;0
Schwerin;2023-12-01;-4.4;-4.9;-2.5;1.6;0;NULL
Schönhagen (Ostseebad);2023-12-01;-3.8;-2.2;0.3;1.3;7.5;NULL
Seehausen;2023-12-01;-13;-6.1;-3;-1.8;0;NULL
Soltau;2023-12-01;-10.4;-5.3;-3.7;-2.3;0.5;0
Straubing;2023-12-01;-0.6;-0.9;-0.2;0.7;26.6;0
Stuttgart (Schnarrenberg);2023-12-01;-0.8;-0.6;0.2;1.7;5.2;0
Stuttgart-Echterdingen;2023-12-01;-0.5;-0.7;0.2;1.2;6.4;NULL
Stötten;2023-12-01;0.1;-2.4;-0.9;0.1;17.3;0
Tholey;2023-12-01;-2.8;-2.3;-0.7;0.4;0;0
Trier-Petrisberg;2023-12-01;-1.8;-1.8;-0.1;1.6;0;0
Trollenhagen;2023-12-01;-9.5;-10.9;-6.2;-4;0.1;0
Ueckermünde;2023-12-01;-10.3;-7;-4.9;-1.1;0;2.1
UFS TW Ems;2023-12-01;NULL;1.5;3.6;4.7;NULL;0.5
Ummendorf;2023-12-01;-4.8;-4;-3.4;-2.7;0;NULL
Waibstadt;2023-12-01;-0.6;-0.3;0.3;1.2;1;NULL
Waldmünchen;2023-12-01;-0.9;-2.3;-1.2;-0.4;5.9;0
Warburg;2023-12-01;-8.8;-5.4;-3.4;-2.1;0;NULL
Waren (Müritz);2023-12-01;-6.1;-10.1;-5.1;-2.8;0;0
Wasserkuppe;2023-12-01;-0.6;-7.9;-5.3;-3.2;0;0
Weiden;2023-12-01;-2.3;-2.4;-0.7;0.1;7.6;0
Weihenstephan-Dürnast;2023-12-01;-0.1;-1;0;2.2;30.4;0
Weinbiet;2023-12-01;-3.7;-4.1;-2.2;-0.7;0;0
Weingarten, Kr. Ravensburg;2023-12-01;0.2;0.1;0.6;1.4;33.2;NULL
Weißenburg-Emetzheim;2023-12-01;-1.2;-1.1;-0.1;0.3;11.3;0
Werl;2023-12-01;-1.9;-2;-1.3;-0.8;0;0
Wernigerode;2023-12-01;-1.6;-5.1;-3.8;-2.7;0;0
Wielenbach (Demollstr.);2023-12-01;0;-0.4;0.5;2.1;42.5;0
Wiesenburg;2023-12-01;-6;-6.3;-4.1;-3;0;0
Wittenberg;2023-12-01;-3.7;-4.5;-2.7;-1.9;0;0
Wunsiedel-Schönbrunn;2023-12-01;-0.9;-4.4;-2.9;-1.9;2.7;NULL
Würzburg;2023-12-01;-2.9;-2.1;-0.6;0.9;0.4;0
Zinnwald-Georgenfeld;2023-12-01;-0.4;-6.7;-5;-3.7;2.2;0
Zugspitze;2023-12-01;NULL;-8.8;-6.1;-3.7;24;0
Zwiesel;2023-12-01;-0.2;-2.4;-0.8;1.3;18.1;NULL
Öhringen;2023-12-01;-0.9;-0.7;0.5;1.9;2.7;0
Ahaus;2023-12-02;-5.9;-4;-1.5;0.5;0;0.3
Alfeld;2023-12-02;-1.8;-3.1;-2.3;-1.4;2.3;0
Angermünde;2023-12-02;-16.6;-12.4;-5.9;-1.3;0.1;0.3
Arkona;2023-12-02;-1.8;-1.4;-0.2;0.9;0.4;0
Artern;2023-12-02;-2.7;-5;-3.2;-1.5;0.8;NULL
Augsburg;2023-12-02;-0.2;-5.1;-2.8;-0.9;3;0
Bamberg;2023-12-02;-5.5;-4;-2.4;-1.1;0.1;0
Barth;2023-12-02;-5.8;-3.2;-1.2;1;0;NULL
Baruth;2023-12-02;-6;-6.3;-4.5;-2.3;0;NULL
Belm;2023-12-02;-3.4;-3.9;-2.1;-0.3;0.3;0
Berge;2023-12-02;-6.8;-6.3;-4.2;-2.1;0.1;0
Berlin-Dahlem (FU);2023-12-02;-7;-7.7;-4.7;-1.7;0.1;0
Berlin-Tempelhof;2023-12-02;-7.1;-6.9;-4.4;-1.5;0.1;NULL
Bertsdorf-Hörnitz;2023-12-02;-5.3;-4.4;-3.7;-2.8;1.3;0
Berus;2023-12-02;-7.9;-5.9;-3.7;-1.9;0;0.2
Boizenburg;2023-12-02;-8.3;-3.2;-1.8;-0.6;0.2;0
Boltenhagen;2023-12-02;-0.8;-3;-0.3;1.1;0.2;0
Braunlage;2023-12-02;-1.5;-12;-7;-4.1;1.9;NULL
Braunschweig;2023-12-02;-4.3;-3.2;-2;-1.1;1.5;0
Bremen;2023-12-02;-5.5;-2.6;-1.5;-0.3;1.9;0
Bremerhaven;2023-12-02;-2;-0.7;-0.2;0.6;1.2;0.1
Bremervörde;2023-12-02;-4.5;-2.2;-1.1;-0.1;0.9;0
Carlsfeld;2023-12-02;-0.1;-8.7;-7.8;-6.2;2.4;0
Chemnitz;2023-12-02;-4.5;-5.8;-5.2;-4.4;0.7;0
Chieming;2023-12-02;-0.1;-4;-1.8;-0.4;7.6;0
Cottbus;2023-12-02;-3.6;-6.1;-4.4;-2.8;0.5;0.3
Cuxhaven;2023-12-02;-3.6;-0.7;0.2;1.4;0.1;0.7
Deuselbach;2023-12-02;-9.3;-6.6;-5.2;-3.8;0;0
Diepholz;2023-12-02;-7.1;-3.1;-1.9;-0.2;1.4;0
Doberlug-Kirchhain;2023-12-02;-6.1;-6.6;-4.6;-2.8;0;0.5
Dresden-Klotzsche;2023-12-02;-4.5;-5.2;-4.1;-3.1;0;0
Düsseldorf;2023-12-02;-2.9;-2.2;-0.7;0.7;0;3.2
Dörnick;2023-12-02;-12.4;-9.7;-2.2;-0.3;0.1;0.5
Dörpen;2023-12-02;-3.9;-2.6;-0.6;2.1;0.2;2.7
Eisenach;2023-12-02;-3.9;-5.1;-4.1;-2.9;0.5;0
Elpersbüttel;2023-12-02;-5.1;-9.6;-3.5;-0.5;0.1;3
Emden;2023-12-02;-3.3;-1.6;0.2;2.6;0;2.5
Erfurt-Weimar;2023-12-02;-3.1;-5.5;-4.7;-3;0.2;NULL
Essen-Bredeney;2023-12-02;-2.7;-2.8;-1.6;-0.2;0;3.4
Fehmarn;2023-12-02;-2.1;-0.8;-0.1;0.7;0;0
Feldberg/Mecklenburg;2023-12-02;-10.3;-12.9;-5.2;-1.5;0.1;0
Feldberg/Schwarzwald;2023-12-02;0;-11.3;-8.1;-4;0.2;0
Feuchtwangen-Heilbronn;2023-12-02;-3.6;-5.4;-4.1;-2.7;0.2;0
Fichtelberg;2023-12-02;-0.3;-10.7;-9.3;-7.7;2.1;0
Fichtelberg/Oberfranken-Hüttstadl;2023-12-02;-8;-6.9;-5.7;-4.3;0.1;NULL
Frankfurt/Main;2023-12-02;-5.1;-3;-1.6;-1.1;0;0
Freiburg;2023-12-02;-4.2;-2.5;-1.1;0.9;1.3;0
Freudenstadt;2023-12-02;-0.1;-7.6;-5.1;-2.7;1;0
Friesoythe-Altenoythe;2023-12-02;-4;-2;-1.1;0.4;0.8;0
Fürstenzell;2023-12-02;0;-4.8;-2.2;-0.5;8.4;0
Gardelegen;2023-12-02;-6.8;-3.7;-2.2;-1.2;0;0
Garmisch-Partenkirchen;2023-12-02;-0.2;-4.8;-2.3;-0.3;9.7;0
Geisenheim;2023-12-02;-7;-4.8;-2.1;-0.9;0;0
Gelbelsee;2023-12-02;-0.4;-6;-3.9;-1.8;0.8;0
Genthin;2023-12-02;-6.1;-5.4;-3.3;-1.4;0.1;0
Gera-Leumnitz;2023-12-02;-5.2;-5.7;-4.9;-3.7;1;0
Gießen/Wettenberg;2023-12-02;-8.2;-4.5;-2.8;-1.3;0;0.6
Goldberg;2023-12-02;-8.5;-6.1;-2.6;-0.8;0.2;NULL
Gottfrieding;2023-12-02;0;-4.5;-2.1;-0.6;6.5;0
Greifswald;2023-12-02;-4.6;-7.1;-3.5;-0.1;0;0
Greifswalder Oie;2023-12-02;-1.9;-2.6;-0.1;1.9;0;NULL
Groß Lüsewitz;2023-12-02;-8.7;-4.8;-1.9;-0.2;1;NULL
Großer Arber;2023-12-02;NULL;-12.1;-8.8;-6.3;3.5;0
Grünow;2023-12-02;-16.4;-11.7;-5.4;-1.2;0.1;NULL
Gülzow-Prüzen;2023-12-02;-11.2;-6.4;-2;-0.1;0.5;NULL
Günzburg;2023-12-02;0;-4.8;-2.6;0;1.3;NULL
Görlitz;2023-12-02;-0.9;-4.4;-3.6;-2.5;1.3;0
Göttingen;2023-12-02;-2.6;-2.9;-2.3;-1.5;1.3;0
Hahn;2023-12-02;-5.4;-6.5;-5.3;-4.1;0;0
Hamburg-Fuhlsbüttel;2023-12-02;-3.8;-2.4;-1.5;0.7;0.2;0.3
Harburg;2023-12-02;-0.6;-5.5;-3.7;-1.1;1.2;NULL
Harzgerode;2023-12-02;-1.9;-5.6;-4.7;-3.2;0.8;0
Hasenkrug-Hardebek;2023-12-02;-4.1;-10.6;-2.7;0;0.2;NULL
Heckelberg;2023-12-02;-11.1;-10.1;-6.1;-2.3;0;NULL
Helgoland;2023-12-02;-3;0.7;1.9;3.1;0;3.4
Hersfeld, Bad;2023-12-02;-3.5;-4.3;-3.2;-2.1;0.3;0
Hof;2023-12-02;-2.3;-7;-6.1;-5;0.2;0
Hohenpeißenberg;2023-12-02;-2.5;-7.6;-5;-2.6;7.5;0
Hoherodskopf/Vogelsberg;2023-12-02;-0.7;-7.7;-7.2;-6.8;0.2;0
Holzdorf-Bernsdorf;2023-12-02;NULL;NULL;-4.4;NULL;0.5;0
Hoyerswerda;2023-12-02;-3.9;-5.3;-3.9;-2.8;0;0
Itzehoe;2023-12-02;-3.6;-10.3;-2.9;1.2;0.2;NULL
Kahler Asten;2023-12-02;-0.1;-9.5;-7.7;-6.4;0.1;0.1
Kaisersbach-Cronhütte;2023-12-02;-5.7;-5.5;-3.8;-1.9;0.2;0
Kall-Sistig;2023-12-02;-9.7;-6.2;-4.9;-2.9;0;NULL
Kempten;2023-12-02;0;-5.3;-2.8;-0.9;8.8;0
Kiel-Holtenau;2023-12-02;-1.9;-7;-1.2;0.6;0.5;NULL
Kissingen, Bad;2023-12-02;-5.7;-4.2;-3.1;-2.5;0;0
Kleiner Feldberg/Taunus;2023-12-02;-0.6;-8.4;-7.9;-7.5;0;0
Klippeneck;2023-12-02;-0.2;-7.8;-5.6;-3.1;0.1;0
Konstanz;2023-12-02;0;-4.6;-1.2;0.4;4;0
Krölpa-Rockendorf;2023-12-02;-6.7;-5.3;-4.1;-2.9;0.5;NULL
Kyritz;2023-12-02;-6.9;-5.3;-3.7;-2.1;0;0
Köln/Bonn;2023-12-02;-2.6;-2.6;-1.7;-0.4;0;1.7
Königswinter-Heiderhof;2023-12-02;-3.7;-3.3;-2.1;-1.1;0;NULL
Lahr;2023-12-02;-2.2;-1.9;-1;0.8;0.2;0
Langenlipsdorf;2023-12-02;-6;-6.4;-4.6;-2.7;0;NULL
Lauchstädt, Bad;2023-12-02;-7.1;-5.3;-3.9;-1.8;0.2;NULL
Lautertal-Oberlauter;2023-12-02;-7.6;-5.7;-3.5;-2;0.6;1.1
Leck;2023-12-02;-8.4;-13.5;-5.1;-1.9;0;2.8
Leinefelde;2023-12-02;-2.5;-5.3;-4.2;-3;1.8;0
Leipzig-Holzhausen;2023-12-02;-3.6;-5.2;-3.7;-3;0.3;NULL
Leipzig/Halle;2023-12-02;-3.1;-6.7;-4.4;-2.7;0.3;0
Leuchtturm Alte Weser;2023-12-02;NULL;0.1;1.3;3;NULL;2.5
Leutkirch-Herlazhofen;2023-12-02;0.1;-5.9;-3;-1;7.7;NULL
Lichtenhain-Mittelndorf;2023-12-02;-4.9;-5.2;-4.4;-3.5;0.6;0
Lichtentanne;2023-12-02;-4.8;-5.2;-4.7;-3.8;1;NULL
Lindenberg;2023-12-02;-9.8;-8;-5.3;-2.6;0.8;0.8
Lingen-Baccum;2023-12-02;-4.7;-3.6;-1.5;0.7;0.1;NULL
Lippspringe, Bad;2023-12-02;-3.1;-3.2;-2.4;-1;3;0
List auf Sylt;2023-12-02;-4.9;-2.7;-1.7;-0.5;0;0.9
Lübeck-Blankensee;2023-12-02;-7.2;-4.9;-1.8;-0.3;0.1;0
Lüchow;2023-12-02;-9;-3;-1.8;-0.6;0.4;1.1
Lüdenscheid;2023-12-02;-2.9;-5.3;-4.2;-2.8;0;1.1
Lügde-Paenbruch;2023-12-02;-3.9;-4.1;-3.3;-2.2;3.1;0
Magdeburg;2023-12-02;-8.8;-3.9;-2.4;-1.1;0.2;0
Mannheim;2023-12-02;-2.2;-1.8;-1.3;-0.1;0;0
Manschnow;2023-12-02;-12.6;-10.1;-6.3;-1.9;0.7;3.9
Marienberg;2023-12-02;-1;-7.2;-6.3;-5;1.4;NULL
Marienberg, Bad;2023-12-02;-0.6;-7.6;-6.2;-4.7;0;0
Marnitz;2023-12-02;-7.3;-5.3;-2.7;-1.1;0;NULL
Meiningen;2023-12-02;-1.5;-6;-5.1;-4;0.2;0
Memmingen;2023-12-02;-13.8;-8.9;-3.1;-1;5.4;0
Meßstetten-Appental;2023-12-02;0;-7.6;-5.5;-2.9;0.1;0
Michelstadt-Vielbrunn;2023-12-02;-3.8;-5.2;-4.6;-3.2;0;0
Mühlacker;2023-12-02;-3.8;-3.2;-2;0.1;0.3;NULL
Mühldorf;2023-12-02;0;-8.3;-1.8;0.1;8;0
Müncheberg;2023-12-02;-14.2;-12.5;-6.7;-2.3;0;2.3
München-Flughafen;2023-12-02;0;-4.3;-2.3;-0.8;3;0
München-Stadt;2023-12-02;0.1;-5.5;-2.5;-0.7;6.8;0
Münsingen-Apfelstetten;2023-12-02;-7.4;-6.8;-4.7;-2;0.4;NULL
Neu-Ulrichstein;2023-12-02;-7.5;-5.3;-4.4;-3.3;0;0
Neuhaus am Rennweg;2023-12-02;-1.5;-8.9;-8;-7.2;0.5;NULL
Neuhütten/Spessart;2023-12-02;-4.6;-4.5;-3.9;-2.8;0;0
Neuruppin-Alt Ruppin;2023-12-02;-4.2;-6.8;-4.5;-2.4;0.1;NULL
Norderney;2023-12-02;-1.5;0;1.7;3.2;2.1;1.7
Nossen;2023-12-02;-2.9;-6.1;-5;-4;0;NULL
Nürburg-Barweiler;2023-12-02;-7.6;-6.1;-5.1;-4.2;0;0.6
Nürnberg;2023-12-02;-5.8;-4.3;-2.9;-1.9;0;0
Nörvenich-Niederbolheim;2023-12-02;NULL;NULL;-1.6;NULL;0;2.1
Oberstdorf;2023-12-02;0;-5.7;-2.7;-0.1;13.5;0
Oschatz;2023-12-02;-4.9;-5.2;-4.1;-2.9;0;0
Osterfeld;2023-12-02;-4.2;-5.7;-4.7;-2.8;1.2;NULL
Pelzerhaken;2023-12-02;-1.5;-3.9;-1.5;-0.5;0;NULL
Pforzheim-Ispringen;2023-12-02;-2.9;-4.3;-3.1;-0.8;0.5;NULL
Plauen;2023-12-02;-5.4;-5.6;-4.9;-3.9;0.3;NULL
Potsdam;2023-12-02;-5.6;-7;-4.5;-2.1;0;0
Putbus;2023-12-02;-2.7;-4.3;-2.1;0.4;0.5;0.3
