Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Wielenbach (Demollstr.);2024-04-01;4;5.2;8.1;15;1.5;0.033
Wiesenburg;2024-04-01;7.4;8.2;11.1;18.6;0;1.283
Wittenberg;2024-04-01;6.3;8.5;12.4;19.4;1.7;2.05
Wunsiedel-Schönbrunn;2024-04-01;4.2;5.3;8.4;13.5;2.1;NULL
Würzburg;2024-04-01;5.2;7.6;9.8;11.7;4.3;1.317
Zinnwald-Georgenfeld;2024-04-01;2;3.1;8.2;12.5;0.1;0.833
Zugspitze;2024-04-01;NULL;-9.5;-6.3;-2.6;14.4;0.033
Zwiesel;2024-04-01;3.2;5.7;8.6;18.1;4.9;NULL
Öhringen;2024-04-01;6.3;8.3;9.6;11.5;6.6;0.117
Ahaus;2024-04-02;5.8;7.5;9.5;11.6;4.2;0.683
Alfeld;2024-04-02;6.6;8.6;10.1;13.3;2.9;1.183
Andernach;2024-04-02;3.7;7.4;10.9;14.9;0.1;3.667
Angermünde;2024-04-02;6.6;8;10.5;14.7;5.2;1.85
Arkona;2024-04-02;2.9;3.3;6.5;8.7;7.9;0.017
Artern;2024-04-02;6.4;8.1;10.4;14.4;0.9;NULL
Augsburg;2024-04-02;-1.5;2.8;8.2;12.8;0;6.033
Bamberg;2024-04-02;4.7;6.7;9.7;13.5;0.6;3.483
Barth;2024-04-02;3.6;4;8.2;11.4;2.9;NULL
Baruth;2024-04-02;6.4;7.9;11;14.6;0.3;NULL
Belm;2024-04-02;5.5;7.9;9.6;11.9;3.7;1.317
Berge;2024-04-02;6.7;8;10.8;14;4;3.733
Berlin-Dahlem (FU);2024-04-02;6.4;8.5;11.3;14.3;1.4;5.483
Berlin-Tempelhof;2024-04-02;7.3;8.7;11.7;14.7;1.5;NULL
Bertsdorf-Hörnitz;2024-04-02;4.3;7.3;10.3;14.4;2.2;5.1
Berus;2024-04-02;5.5;6.1;8.5;13.2;1.8;3.3
Boizenburg;2024-04-02;6.8;8.1;9.5;13.8;3.3;1.2
Boltenhagen;2024-04-02;4.5;4.7;9.1;12.4;2.2;0.7
Braunlage;2024-04-02;4.6;5;6.1;9.4;11;NULL
Braunschweig;2024-04-02;6;8.2;10.4;13.1;0.2;5.533
Bremen;2024-04-02;5.9;7.6;10;12.6;0.1;4
Bremerhaven;2024-04-02;7.1;8.1;9.6;11.8;7.2;2
Bremervörde;2024-04-02;6.5;7.8;9.4;12;6.1;0.833
Carlsfeld;2024-04-02;2.8;3.5;4.5;6.8;2.5;1.6
Chemnitz;2024-04-02;4.8;5.9;8.8;12.2;0.3;5.033
Chieming;2024-04-02;2.3;5.1;8.9;12.4;0;5.083
Cottbus;2024-04-02;6.8;8.3;11;15.5;3;3.417
Cuxhaven;2024-04-02;6.1;6.8;9.5;11.5;0.1;1.9
Deuselbach;2024-04-02;4.2;5.5;7.8;11.6;1.9;3.417
Diepholz;2024-04-02;3.1;6.3;9.8;12.7;4;3.717
Doberlug-Kirchhain;2024-04-02;6.3;8.3;11;15.1;1.4;4.967
Dresden-Klotzsche;2024-04-02;6.9;8.1;10.7;14.2;0.9;5.25
Düsseldorf;2024-04-02;6;7.8;10.3;12.9;1.6;0.55
Dörnick;2024-04-02;4.7;4.6;9;10.9;0.1;0.167
Dörpen;2024-04-02;4;7.1;9.8;12.5;2.6;3.817
Eisenach;2024-04-02;5.4;6.8;8.8;12.6;3.9;2.433
Elpersbüttel;2024-04-02;5.1;5.4;9.1;11.3;0;0.217
Emden;2024-04-02;6;7.8;10.1;13.5;5.9;2.783
Erfurt-Weimar;2024-04-02;4.3;6.2;9.2;13.4;0.9;NULL
Essen-Bredeney;2024-04-02;6.8;7.9;9.6;11.5;4.6;0.3
Fehmarn;2024-04-02;3.5;3.7;6.6;8.5;3.4;0
Feldberg/Mecklenburg;2024-04-02;6;7.4;9.6;13.4;8.2;1.4
Feldberg/Schwarzwald;2024-04-02;-0.7;-1.7;-0.1;3.1;1;1.75
Feuchtwangen-Heilbronn;2024-04-02;1.3;5.8;8;12.1;1.3;5.033
Fichtelberg;2024-04-02;0.6;0.9;2.2;4.6;1.6;1.917
Fichtelberg/Oberfranken-Hüttstadl;2024-04-02;3.9;4.9;6.2;9.1;5.9;NULL
Frankfurt/Main;2024-04-02;4.3;6.6;10.8;15.1;0.3;4.083
Freiburg;2024-04-02;1.8;4.9;10.6;14.3;0;6.983
Freudenstadt;2024-04-02;2.6;3.4;5.1;8.2;3.9;3.017
Friesoythe-Altenoythe;2024-04-02;5.2;7.4;9.9;13;1.6;3.283
Fürstenzell;2024-04-02;3.2;6.4;8.9;12.6;1.5;5.983
Gardelegen;2024-04-02;6.7;8.2;10.8;13.3;0;4.667
Garmisch-Partenkirchen;2024-04-02;-2.1;-0.4;6.8;13.5;0;4.783
Geisenheim;2024-04-02;3.3;5.7;10.4;14.8;0.4;3.267
Gelbelsee;2024-04-02;2;5.2;8.2;12.3;0.6;6.033
Genthin;2024-04-02;6.6;8.2;11.2;14.7;0.8;4.833
Gera-Leumnitz;2024-04-02;4.8;6.3;9.7;13.7;0.1;3.1
Gießen/Wettenberg;2024-04-02;2.1;4.6;9.6;13.1;0.3;1.817
Goldberg;2024-04-02;6.4;6.6;9.4;13.3;2.4;NULL
Gottfrieding;2024-04-02;-0.3;2.9;9;14.1;0.3;5.817
Greifswald;2024-04-02;4.4;4.4;9.7;13.1;0.3;0.933
Greifswalder Oie;2024-04-02;4;4.4;8.3;10.5;0.4;NULL
Groß Lüsewitz;2024-04-02;4;4.4;8.8;11.9;0.6;NULL
Großer Arber;2024-04-02;NULL;-0.2;0.5;2.3;2.1;1.067
Grünow;2024-04-02;6.7;7.9;10.2;14.4;4.5;NULL
Gülzow-Prüzen;2024-04-02;5.4;5.3;9.7;12.7;0.1;NULL
Günzburg;2024-04-02;-2.1;0.9;8.3;13.3;0.2;NULL
Görlitz;2024-04-02;4.2;6.3;10;14;1.9;3.017
Göttingen;2024-04-02;6.2;8;9.8;13;1.5;1.25
Hahn;2024-04-02;4.1;5.5;7.9;11.8;0.1;4.85
Hamburg-Fuhlsbüttel;2024-04-02;7.1;8.3;9.5;13.4;5.7;0.633
Hannover;2024-04-02;6.3;8.4;10.3;12.7;0.4;3.55
Harburg;2024-04-02;2.1;4.9;8.6;12.9;0.1;NULL
Harzgerode;2024-04-02;5.2;6.1;8;12;2.4;2.967
Hasenkrug-Hardebek;2024-04-02;5.8;6;9.6;11.8;0;NULL
Heckelberg;2024-04-02;7.1;8.8;10.9;14.1;4.9;NULL
Helgoland;2024-04-02;5.3;6;8.4;9.9;0;1.233
Hersfeld, Bad;2024-04-02;5.5;7.6;9.6;13.9;1.2;2.833
Hof;2024-04-02;4.7;5.9;7.2;10.1;0.8;2.5
Hohenpeißenberg;2024-04-02;2.1;2.6;5.9;11.1;0;8.05
Hoherodskopf/Vogelsberg;2024-04-02;3.3;3.2;5.2;7.1;2.3;0.283
Holzdorf-Bernsdorf;2024-04-02;NULL;NULL;10.6;NULL;3.8;4.2
Hoyerswerda;2024-04-02;6.5;8;10.8;14.6;0.7;NULL
Itzehoe;2024-04-02;5.6;6.1;9.5;11.7;0.2;NULL
Kahler Asten;2024-04-02;2.2;3;3.9;6.4;11.3;0.283
Kaisersbach-Cronhütte;2024-04-02;2.8;5.7;8.4;11.6;1;4.35
Kall-Sistig;2024-04-02;4.5;5.5;7.7;10.5;0.3;NULL
Kempten;2024-04-02;-0.5;1.7;6.8;12;0.6;5.35
Kiel-Holtenau;2024-04-02;3.2;4.1;8.7;10.6;0;NULL
Kissingen, Bad;2024-04-02;4.9;7.2;9.4;12;1.5;4.267
Kleiner Feldberg/Taunus;2024-04-02;2.8;2.9;4.7;7.6;1.3;0.367
Klippeneck;2024-04-02;1.2;2.3;5;9.2;0.1;3.667
Konstanz;2024-04-02;1.9;3.1;8.9;13.1;0.7;8.8
Krölpa-Rockendorf;2024-04-02;4.3;6.7;9.9;13.3;0;NULL
Kyritz;2024-04-02;6.3;7.8;10.6;14.7;0.9;5.083
Köln/Bonn;2024-04-02;3.8;5.7;10.2;13;4.2;0.667
Königswinter-Heiderhof;2024-04-02;3.7;6.4;10.3;13.2;2.1;NULL
Lahr;2024-04-02;3.6;7.4;10.8;15.4;0.1;4.567
Langenlipsdorf;2024-04-02;5.6;7.2;10.2;14.1;3.9;NULL
Lauchstädt, Bad;2024-04-02;5.7;8;10.6;14.7;0.2;NULL
Lautertal-Oberlauter;2024-04-02;5.1;6.8;8.6;11.8;1.7;2.817
Leck;2024-04-02;-0.9;1.6;7.2;9.1;0;0
Leinefelde;2024-04-02;5.6;7.3;8.9;12.6;2.1;2.95
Leipzig-Holzhausen;2024-04-02;7.2;8.7;11.1;14.8;0.2;NULL
Leipzig/Halle;2024-04-02;7.3;8.2;10.5;14.4;0.5;4.967
Leuchtturm Alte Weser;2024-04-02;NULL;6;8.6;9.5;NULL;3.3
Leutkirch-Herlazhofen;2024-04-02;-2.3;1.4;6.7;11.4;0.3;NULL
Lichtenhain-Mittelndorf;2024-04-02;5.8;7.1;9.9;13.5;2.4;5.7
Lichtentanne;2024-04-02;5.4;6.9;9.4;13.2;0;NULL
Lindenberg;2024-04-02;6.5;8.1;10.9;14.4;1.3;4.333
Lingen-Baccum;2024-04-02;6.1;7.6;9.7;12.4;4.8;NULL
Lippspringe, Bad;2024-04-02;5.3;7.8;9.4;12.1;8.1;0.117
List auf Sylt;2024-04-02;1.5;2.4;6.3;7.9;0;0
Lübeck-Blankensee;2024-04-02;7.6;7.9;9.7;11.6;1.2;0.8
Lüchow;2024-04-02;6.5;8.3;10.8;13.7;2.5;4.3
Lüdenscheid;2024-04-02;4.4;5.9;7.5;9.3;6.1;0.233
Lügde-Paenbruch;2024-04-02;5.8;7.5;9;11.6;4.7;0.917
Magdeburg;2024-04-02;6.7;8.6;11;14.6;1;5.217
Mannheim;2024-04-02;5;7.1;10.7;13.8;0.4;3.783
Manschnow;2024-04-02;6.9;8.9;11.7;15;0.9;4.233
Marienberg;2024-04-02;2.9;4.5;7.3;10.7;0;NULL
Marienberg, Bad;2024-04-02;3.3;4.3;6.8;9.5;3.1;0.483
Marnitz;2024-04-02;6.6;7.6;9.3;13.7;5.1;NULL
Meiningen;2024-04-02;5.8;6.6;8.5;11.5;0.3;2.467
Memmingen;2024-04-02;-0.6;2.2;7.5;11.7;0.1;8.433
Meßstetten-Appental;2024-04-02;-2.1;1.2;5.1;8.9;0.5;5
Michelstadt-Vielbrunn;2024-04-02;4.5;6.1;7.9;10.8;1.3;3.35
Mühlacker;2024-04-02;1.7;3;9.4;13.7;0.2;NULL
Mühldorf;2024-04-02;-2.9;1.1;8.7;14.4;0;5.367
Müncheberg;2024-04-02;7;8.7;10.9;13.5;4.3;NULL
München-Flughafen;2024-04-02;-1.2;3.6;9.1;13.8;0;5.6
München-Stadt;2024-04-02;5.4;7.3;9.6;13.4;0;7.167
Münsingen-Apfelstetten;2024-04-02;-3.6;1.4;6.1;10.7;0;NULL
Neu-Ulrichstein;2024-04-02;4.1;5;8.5;11.9;0.3;3.35
Neuhaus am Rennweg;2024-04-02;2.1;3.2;4.3;6.1;3.4;NULL
Neuhütten/Spessart;2024-04-02;4.9;6.7;8.9;11.8;2.1;2.633
Neuruppin-Alt Ruppin;2024-04-02;5.7;7.6;10.6;13.9;1.9;NULL
Norderney;2024-04-02;7.1;7.2;9.2;11.1;0.3;3.433
Nossen;2024-04-02;5.8;7.3;9.6;13.3;2;NULL
Nürburg-Barweiler;2024-04-02;4.3;5.5;7.8;10.8;0.9;1.667
Nürnberg;2024-04-02;5;7.2;9.7;13.2;0.3;4.483
Oberstdorf;2024-04-02;-3.1;-0.7;6.2;12;1.3;4.517
Oschatz;2024-04-02;6.7;7.7;10.8;15.2;2.1;4.683
Osterfeld;2024-04-02;5.6;7.2;10.1;15;2.8;NULL
Pelzerhaken;2024-04-02;4.5;4.7;9.3;12.2;0.4;NULL
Pforzheim-Ispringen;2024-04-02;2.5;6.4;9.5;13.2;0.3;NULL
Plauen;2024-04-02;4.9;6.9;8.9;12.8;0.3;NULL
Potsdam;2024-04-02;4.7;7.5;10.9;15.5;2.2;5.033
Putbus;2024-04-02;3.5;3.6;7.8;11.2;1.9;NULL
Quedlinburg;2024-04-02;6.8;8.6;10.9;14.8;1.1;NULL
Querfurt-Mühle Lodersleben;2024-04-02;5.8;7.5;9.9;13.7;0.5;NULL
Quickborn;2024-04-02;7.1;7.7;9.3;12.3;5.2;NULL
Regensburg;2024-04-02;1.9;5.7;9.6;16.6;0.8;4.733
Rheinstetten;2024-04-02;5.5;8.3;10.8;14.4;0.2;4.917
Rostock-Warnemünde;2024-04-02;4.6;4.7;8.6;11.6;0.3;0.017
Roth;2024-04-02;4.1;6.6;9.3;14.3;0.1;NULL
Runkel-Ennerich;2024-04-02;1.6;5.7;10.3;13.9;0.2;2.933
Saarbrücken-Ensheim;2024-04-02;5.4;6.4;9;13.3;1.4;3.467
Salzuflen, Bad;2024-04-02;5.9;8.2;9.5;11.9;1.8;NULL
Sankt Peter-Ording;2024-04-02;4.5;4.9;8.2;9.6;0;0.333
Schleiz;2024-04-02;4.6;6.3;7.9;10.7;0.2;NULL
Schleswig;2024-04-02;2;2.9;7.9;10.2;0;0.017
Schmücke;2024-04-02;2.3;2.4;3.8;6.2;1.3;0.417
Schwerin;2024-04-02;6;6.3;9.2;13;3.2;NULL
