Standort;Datum;Boden;MinTemp;AvgTemp;MaxTemp;Regen;Sonne
Freudenstadt;2024-09-01;13.5;15.3;21.1;28.2;15.5;9
Friesoythe-Altenoythe;2024-09-01;12.6;13.5;19.3;25.4;0;12.4
Fürstenzell;2024-09-01;17.8;19.3;23.9;30.2;0;10.4
Gardelegen;2024-09-01;12;13.8;19.9;26;0;12.4
Garmisch-Partenkirchen;2024-09-01;13.5;15;20.7;28;0;5.7
Geisenheim;2024-09-01;16.5;18.2;24.7;32;0;12.4
Gelbelsee;2024-09-01;15.7;17.7;22.9;28.1;0.7;11.8
Genthin;2024-09-01;9.2;12;19.1;25.9;0;11.9
Gera-Leumnitz;2024-09-01;14.3;14.9;20.4;28.4;0;8.9
Gießen/Wettenberg;2024-09-01;14.8;15.9;23.2;31.1;0;12.2
Goldberg;2024-09-01;5.5;10.6;17.1;23.6;0;NULL
Gottfrieding;2024-09-01;13.7;15;22.6;30.1;0;10.7
Greifswald;2024-09-01;5.4;8.2;14.8;20.6;0;7.5
Greifswalder Oie;2024-09-01;6.9;15.2;17.5;19.9;0;NULL
Groß Lüsewitz;2024-09-01;1.6;4.5;14.8;21.7;0;NULL
Großer Arber;2024-09-01;NULL;15.5;17.4;20.5;0;11.8
Grünow;2024-09-01;9.8;10.9;16.8;23.4;0;NULL
Gülzow-Prüzen;2024-09-01;4.4;5.6;15.5;23.4;0;NULL
Günzburg;2024-09-01;12.2;15.1;21.9;28.2;0;NULL
Görlitz;2024-09-01;12.6;14.3;18.6;24.1;0;12.3
Göttingen;2024-09-01;11.5;12.5;20.5;27.9;0;11.9
Hahn;2024-09-01;15.4;17;22.9;28.9;0;12.6
Hamburg-Fuhlsbüttel;2024-09-01;8.5;10.6;17.2;23.8;0;12.2
Hannover;2024-09-01;12.2;13.7;19.1;25.2;0;12.3
Harburg;2024-09-01;15.2;18;23.1;28.7;7.2;NULL
Harzgerode;2024-09-01;9.7;10.8;17.8;24.6;0;12.2
Hasenkrug-Hardebek;2024-09-01;5.4;8.9;16.2;23.3;0;NULL
Heckelberg;2024-09-01;9.1;12.1;17.7;23.5;0;NULL
Helgoland;2024-09-01;15.1;17.1;18.8;21.2;0;12.6
Hersfeld, Bad;2024-09-01;12.2;13.5;20.7;28.5;0;12.1
Hof;2024-09-01;11.9;13.4;19.6;27.3;0;9.4
Hohenpeißenberg;2024-09-01;15.7;17.4;21.7;25.4;0;10
Hoherodskopf/Vogelsberg;2024-09-01;16.4;17.7;21.3;26;0;12.2
Holzdorf-Bernsdorf;2024-09-01;NULL;NULL;19.5;NULL;0;11
Hoyerswerda;2024-09-01;11.4;14.5;19.6;25.1;0;NULL
Itzehoe;2024-09-01;6;9.3;16.7;22.8;0;NULL
Kahler Asten;2024-09-01;12.3;13.2;19.1;24.6;0;12.5
Kaisersbach-Cronhütte;2024-09-01;14.2;16.7;23.4;30.1;0;NULL
Kall-Sistig;2024-09-01;13.4;15;22.5;28.3;0;NULL
Kaufbeuren-Oberbeuren Bayern;2024-09-01;13.5;15.8;21.4;26.8;1.8;NULL
Kempten;2024-09-01;14;14.9;21.4;28.7;0;6.2
Kiel-Holtenau;2024-09-01;5.9;10.7;17.1;21.6;0;NULL
Kissingen, Bad;2024-09-01;14.1;16.3;23.4;31.8;0;12.3
Kleiner Feldberg/Taunus;2024-09-01;16.1;17.8;21.6;26.4;0;11.7
Klippeneck;2024-09-01;14;14.3;20;28.9;5.7;8.4
Konstanz;2024-09-01;16.3;16.9;22.7;30.4;0.7;10.2
Krölpa-Rockendorf;2024-09-01;12.8;13.6;20.1;28.8;0;NULL
Kyritz;2024-09-01;11.9;12.9;19;25.9;0;11.6
Köln/Bonn;2024-09-01;14.3;15.4;23.9;31.4;0;12.1
Lahr;2024-09-01;15.2;16.8;23.2;29.8;9.3;10.2
Langenlipsdorf;2024-09-01;10.3;12.7;19.3;26;0;NULL
Lauchstädt, Bad;2024-09-01;12.4;13.5;20.4;27.9;0;NULL
Lautertal-Oberlauter;2024-09-01;14.4;16.1;23.3;30.5;0;12.4
Leck;2024-09-01;2.8;7.4;15.6;21.1;0;10.4
Leinefelde;2024-09-01;13.6;14.4;19.2;25.2;0;10.5
Leipzig-Holzhausen;2024-09-01;13.5;14.3;20.9;28.3;0;NULL
Leipzig/Halle;2024-09-01;13.4;14.2;20.2;27.4;0;12.5
Leutkirch-Herlazhofen;2024-09-01;12.8;14.3;21.3;28.9;0.1;NULL
Lichtenhain-Mittelndorf;2024-09-01;13.2;14.2;19.4;25.4;0;12.3
Lichtentanne;2024-09-01;12;13.6;19.8;28.9;0;NULL
Lindenberg;2024-09-01;11.8;13.2;18.5;24.5;0;10.2
Lingen-Baccum;2024-09-01;12.9;13.9;20.2;25.8;0;NULL
Lippspringe, Bad;2024-09-01;15.2;17.2;22;28.1;0;11.7
List auf Sylt;2024-09-01;10.6;13.7;17.3;21.8;0;10.5
Lübeck-Blankensee;2024-09-01;4.5;6.9;15.8;23.8;0;11.4
Lüchow;2024-09-01;10.5;12.1;19;25.6;0;NULL
Lüdenscheid;2024-09-01;13.4;15.1;22.7;29.5;0;12.1
Lügde-Paenbruch;2024-09-01;11.6;13;19.3;25.6;0;12.4
Magdeburg;2024-09-01;13.3;14.9;21.2;27.4;0;12.1
Mannheim;2024-09-01;17.1;18.1;25.8;32.7;0;12.2
Manschnow;2024-09-01;7.1;9.6;17.8;24.3;0;NULL
Marienberg, Bad;2024-09-01;15.2;17;22;27.8;0;12.3
Marnitz;2024-09-01;6.6;9.5;17.2;24.3;0;NULL
Meiningen;2024-09-01;13;14.1;21.6;29.3;0;11
Memmingen;2024-09-01;13.5;15.5;21.5;27.7;8;NULL
Meßstetten-Appental;2024-09-01;7.9;12.5;18.9;27.5;33.5;NULL
Michelstadt-Vielbrunn;2024-09-01;15.1;16.7;22.8;29;0;11.7
Mühlacker;2024-09-01;14.5;15.8;24.2;32.7;0;NULL
Mühldorf;2024-09-01;15.1;18.1;23.5;29.5;0;11.7
Müncheberg;2024-09-01;4.8;11.2;17.8;24.7;0;NULL
München-Flughafen;2024-09-01;14.4;16.7;22.1;28.4;0;11.2
München-Stadt;2024-09-01;16.7;17.4;23.2;29.5;0;9.4
Münsingen-Apfelstetten;2024-09-01;15.4;17.1;21.7;28;0.5;NULL
Neu-Ulrichstein;2024-09-01;12.5;14.2;21.3;29.5;0;NULL
Neuhaus am Rennweg;2024-09-01;12.4;13.8;18.7;23.4;0;NULL
Neuhütten/Spessart;2024-09-01;14;16;22.5;29.5;0;12
Neuruppin-Alt Ruppin;2024-09-01;12;12.7;18.4;25;0;NULL
Norderney;2024-09-01;13.9;14.7;18.9;23;0;12.4
Nossen;2024-09-01;12.2;14;19.9;26.7;0;NULL
Nürburg-Barweiler;2024-09-01;14.8;16.8;22.8;29.6;0;11.8
Nürnberg;2024-09-01;14.8;16.4;23.5;30.8;0.1;11
Oberstdorf;2024-09-01;12;12.9;19.3;28.5;3.4;4.3
Osterfeld;2024-09-01;12.5;13.2;20.1;28.1;0;NULL
Pelzerhaken;2024-09-01;14.7;16;18.1;20.5;0;NULL
Pforzheim-Ispringen;2024-09-01;15.1;18.1;24.5;31.3;0;NULL
Plauen;2024-09-01;12.3;13.1;19.8;28.2;0;NULL
Potsdam;2024-09-01;10.2;13.3;19.2;26.2;0;10.6
Putbus;2024-09-01;7.5;10.7;15.4;20.8;0;NULL
Quedlinburg;2024-09-01;10.4;12.1;19.3;26.7;0;NULL
Querfurt-Mühle Lodersleben;2024-09-01;12.7;13.8;20.3;28.3;0;NULL
Quickborn;2024-09-01;9.6;11.8;17.2;23.7;0;NULL
Regensburg;2024-09-01;15.3;17.4;23.1;30.2;0;9.8
Rheinstetten;2024-09-01;19.3;20.4;25.3;32.3;1.1;11.8
Rostock-Warnemünde;2024-09-01;7.1;12.5;17.1;21.9;0;7.7
Roth;2024-09-01;14.3;16.1;23;30.4;0;NULL
Runkel-Ennerich;2024-09-01;14.3;16.3;23.3;30.9;0;12.4
Saarbrücken-Ensheim;2024-09-01;17.3;18.4;23.7;30.9;0;11.4
Salzuflen, Bad;2024-09-01;13.4;14.9;20.3;26.2;0;NULL
Sankt Peter-Ording;2024-09-01;8.3;10.1;16.3;22.9;0;12.7
Schleiz;2024-09-01;11.8;13.7;19.1;26.7;0.1;NULL
Schleswig;2024-09-01;6.8;9.9;16.1;20.6;0;11
Schmücke;2024-09-01;12.9;13.8;18.4;22.7;0;12.7
Schwerin;2024-09-01;9.7;11.7;17.4;23.7;0;NULL
Schönhagen (Ostseebad);2024-09-01;13.6;16.3;18.1;20.5;0;NULL
Seehausen;2024-09-01;9.9;12.1;18.8;25.7;0;NULL
Soltau;2024-09-01;11.8;14.1;19.5;25.4;0;12.5
Straubing;2024-09-01;12.9;15.2;22.8;29.8;0;9.5
Stuttgart (Schnarrenberg);2024-09-01;16.6;18.9;25.1;31.3;0;9.7
Stuttgart-Echterdingen;2024-09-01;14.1;18;24;30.3;9.8;NULL
Stötten;2024-09-01;17;18.3;22.4;27.2;0;10.6
Tholey;2024-09-01;17.7;18.8;24.3;30.1;0;12.5
Trier-Petrisberg;2024-09-01;17.4;18.2;24.8;33.1;0;12.4
Trollenhagen;2024-09-01;5.6;8.6;15.8;23.4;0;8.9
Ueckermünde;2024-09-01;3.8;6.9;15.8;21.1;0;8.7
UFS Deutsche Bucht;2024-09-01;NULL;17.4;18.6;20.4;NULL;12.533
UFS TW Ems;2024-09-01;NULL;17.8;19;20.3;NULL;12.567
Ummendorf;2024-09-01;11.8;13.5;19.4;26.5;0;NULL
Waibstadt;2024-09-01;18.2;19.3;24.9;32;0;NULL
Waldmünchen;2024-09-01;16.2;16.9;20.9;27;0;12.4
Warburg;2024-09-01;11.3;13.1;20;26.6;0;NULL
Waren (Müritz);2024-09-01;8.1;11.1;16.9;23.4;0;8.5
Wasserkuppe;2024-09-01;14.1;16.5;20.6;26.8;0;12.3
Weiden;2024-09-01;13.9;16.2;22.1;27.7;0;12
Weihenstephan-Dürnast;2024-09-01;16.2;17.7;22.6;28.5;0;11
Weinbiet;2024-09-01;18.5;19.3;24;29.5;0;12.2
Weingarten, Kr. Ravensburg;2024-09-01;15.1;16.4;22.6;30.8;0.3;NULL
Weißenburg-Emetzheim;2024-09-01;13.4;16.5;23.5;30.4;0;11.7
Werl;2024-09-01;12.5;14.4;22;28.7;0;12.2
Wielenbach (Demollstr.);2024-09-01;15.2;16.2;22.3;29.4;0;9.5
Wiesenburg;2024-09-01;11.9;12.9;19.4;26.3;0;NULL
Wittenberg;2024-09-01;13.6;14.3;20.3;26.9;0;11.4
Wunsiedel-Schönbrunn;2024-09-01;11.7;14.5;20.6;27.3;0;NULL
Würzburg;2024-09-01;16.8;17.3;24;31.4;0;11.6
Zinnwald-Georgenfeld;2024-09-01;12.3;13.9;17.7;22.5;0;11.4
Zugspitze;2024-09-01;NULL;6.5;8.2;10.9;4.9;4.9
Zwiesel;2024-09-01;14.1;16.8;22.2;27.8;0;NULL
Öhringen;2024-09-01;17.5;18.3;25.4;32.8;0;11.8
Ahaus;2024-09-02;13.6;15.4;21.9;30.1;1.9;10.8
Alfeld;2024-09-02;11.3;12.9;19.9;27.8;0;NULL
Andernach;2024-09-02;13.9;16.7;22.6;32.6;0;8
Angermünde;2024-09-02;9.4;10.7;18.5;26.6;0;11.2
Arkona;2024-09-02;13.3;16.2;18.7;20.9;0;12.7
Artern;2024-09-02;11.3;14.1;21.7;29.5;0;NULL
Augsburg;2024-09-02;14.2;15.9;20.3;26.2;3.5;6.9
Bamberg;2024-09-02;13;14.5;20;26.2;0;3.6
Barth;2024-09-02;5;6.6;16.4;24.4;0;NULL
Baruth;2024-09-02;5.3;7.1;19.1;28.8;0;NULL
Belm;2024-09-02;12.3;14.3;21.9;28.6;0;11.4
Berge;2024-09-02;6.6;9.3;18.6;26.1;0;11.4
Berlin-Dahlem (FU);2024-09-02;7.6;11.7;19.8;27.3;0;11.8
Berlin-Tempelhof;2024-09-02;6.8;12.1;20.3;27.4;0;NULL
Bertsdorf-Hörnitz;2024-09-02;10.3;11.2;19.9;29.3;0;NULL
Berus;2024-09-02;17.7;18.4;21.6;24.3;0;4.6
Boizenburg;2024-09-02;6.8;9.9;18.8;26.3;0;10.3
Boltenhagen;2024-09-02;12.2;13.9;19;23;0;12
Braunlage;2024-09-02;10.2;13.5;19.7;25.7;0;NULL
Braunschweig;2024-09-02;11.9;14;20.8;27.5;0;11.4
Bremen;2024-09-02;12.1;13.8;20.5;25.9;0;11.4
Bremervörde;2024-09-02;10.2;12.4;18.9;25.2;0;9.2
Carlsfeld;2024-09-02;10;13.7;19.3;23.6;0;9.4
Chemnitz;2024-09-02;13.2;14.5;21.3;27.6;0;8.9
Chieming;2024-09-02;16.3;17.5;21.2;25.2;0;11.1
Cottbus;2024-09-02;10.5;13.5;21.2;28.7;0;12
Deuselbach;2024-09-02;14.4;16.4;20.7;26.2;0;4.8
Diepholz;2024-09-02;13;14.7;21.1;26.9;0;11.5
Doberlug-Kirchhain;2024-09-02;8.7;10.9;20.7;29.2;0;12
Dresden-Klotzsche;2024-09-02;12;13.4;21.9;29.3;0;10.9
Düsseldorf;2024-09-02;16.8;17.9;23.7;30.6;0;9.2
Dörnick;2024-09-02;8.6;11.7;18.7;24.4;0;12.2
Dörpen;2024-09-02;12.2;14.7;21.1;28;2.9;11.6
Eisenach;2024-09-02;12.5;13.6;20.7;28.4;0;NULL
Elpersbüttel;2024-09-02;9.7;11.6;18.3;25;0;11
Emden;2024-09-02;14;15;20.6;27.2;0.2;10.4
Erfurt-Weimar;2024-09-02;12;14.7;21.2;28.6;1;NULL
Essen-Bredeney;2024-09-02;17;18.3;22.8;30.1;0.8;9.5
Fehmarn;2024-09-02;10.5;13;18;21.4;0;NULL
Feldberg/Mecklenburg;2024-09-02;8.9;11.2;18.5;25.4;0;11.7
Feldberg/Schwarzwald;2024-09-02;10.9;11.4;14.6;17.7;0;4.1
Feuchtwangen-Heilbronn;2024-09-02;13.3;15.9;18.8;23.1;3.3;NULL
Fichtelberg;2024-09-02;11.5;15.1;18.5;22.8;0;9.9
Fichtelberg/Oberfranken-Hüttstadl;2024-09-02;11.9;13.8;18.7;25.3;0;NULL
Frankfurt/Main;2024-09-02;15.8;18.8;23.7;29.4;5.6;10
Freiburg;2024-09-02;15.3;16.3;21.2;26.8;0;4.1
Freudenstadt;2024-09-02;14.2;14.4;17.7;22.3;0;1.8
Friesoythe-Altenoythe;2024-09-02;13.5;14.4;20.4;26.4;10.2;11.6
Fürstenzell;2024-09-02;15.7;17.8;22.5;28.1;0;11.5
Gardelegen;2024-09-02;9.9;11.1;19.4;27.6;0;10.2
Garmisch-Partenkirchen;2024-09-02;12;13.3;19.2;25.7;22.1;9.6
Geisenheim;2024-09-02;16.7;18.1;23.1;29.1;0;8.3
Gelbelsee;2024-09-02;14.4;16.8;18.9;22.5;6.5;4.1
Genthin;2024-09-02;6.4;9.4;19.2;27.7;0;11.1
Gera-Leumnitz;2024-09-02;12.4;13.7;21.9;29.6;0;10.8
Gießen/Wettenberg;2024-09-02;13.8;16.2;23;30;0;10.4
Goldberg;2024-09-02;8.7;12;18.9;25.5;0;NULL
Gottfrieding;2024-09-02;14.5;15.3;20.4;27.4;1.4;7.4
Greifswald;2024-09-02;7.1;9.8;17.2;23.9;0;11.3
Greifswalder Oie;2024-09-02;15.1;17.1;19.1;21.4;0;NULL
Groß Lüsewitz;2024-09-02;5.7;9.4;18.2;25.2;0;NULL
Großer Arber;2024-09-02;NULL;15.6;17;19.6;0;5.4
Grünow;2024-09-02;9.4;11.1;19.2;26;0;NULL
Gülzow-Prüzen;2024-09-02;7.7;10;18.1;26;0;NULL
Günzburg;2024-09-02;15.1;17.1;20.6;25.6;0;NULL
Görlitz;2024-09-02;11.4;12.6;20.8;29;0;12.1
Göttingen;2024-09-02;12.4;13.3;21.6;29.6;0;10.5
Hahn;2024-09-02;13.8;17.7;20.7;26.2;0;8.1
Hamburg-Fuhlsbüttel;2024-09-02;9.2;11.6;19.1;25;0;11.5
Hannover;2024-09-02;12.2;13.8;20.2;26.5;0;11.5
Harburg;2024-09-02;16;16.3;19.6;23.9;5.3;NULL
Harzgerode;2024-09-02;9.2;9.9;18.5;27;0;11.8
Hasenkrug-Hardebek;2024-09-02;8;11.7;18.8;26.2;0;NULL
Heckelberg;2024-09-02;7.6;10;18.7;25.9;0;NULL
Helgoland;2024-09-02;15.7;17.1;19.6;21.8;12.5;9.1
Hersfeld, Bad;2024-09-02;12.7;14;21.6;30.3;0;7.5
Hof;2024-09-02;10.2;13.8;20.4;26.1;0;8.5
Hohenpeißenberg;2024-09-02;13.8;14.1;18.3;22.3;5.3;9.6
Hoherodskopf/Vogelsberg;2024-09-02;16.1;17.9;21.1;24.7;0;9.8
Holzdorf-Bernsdorf;2024-09-02;NULL;NULL;20.5;NULL;0;11.8
Hoyerswerda;2024-09-02;8.2;10;20.9;28.8;0;NULL
Itzehoe;2024-09-02;10.3;12.4;18.7;24.8;0;NULL
Kahler Asten;2024-09-02;14.2;16.7;20.7;24.7;0;8.5
Kaisersbach-Cronhütte;2024-09-02;17.2;17.7;20.8;26.1;0;NULL
Kall-Sistig;2024-09-02;13.3;14.2;18.9;25.4;13.6;NULL
Kaufbeuren-Oberbeuren Bayern;2024-09-02;12.9;14.3;18.9;24.9;0;NULL
Kempten;2024-09-02;12.4;13.7;19.5;25.6;0;8.2
Kiel-Holtenau;2024-09-02;9.7;13;18.6;24.1;0;NULL
Kissingen, Bad;2024-09-02;14.5;16.3;22.3;28.6;0;11.2
Kleiner Feldberg/Taunus;2024-09-02;13.7;16.8;20.2;24.5;1.1;8.6
Klippeneck;2024-09-02;13.4;13.9;17.2;23.3;0.5;2.9
Konstanz;2024-09-02;16.3;16.6;19.8;25.8;0;4.2
Krölpa-Rockendorf;2024-09-02;12.2;13.2;21;30.6;0;NULL
Kyritz;2024-09-02;8;11.2;19;26.8;0;10.7
Köln/Bonn;2024-09-02;15.3;16.1;22;30.4;1;8.8
Lahr;2024-09-02;17.1;18.2;22;27.1;0;7.1
Langenlipsdorf;2024-09-02;8.3;11.3;20.2;28.7;0;NULL
Lauchstädt, Bad;2024-09-02;10.2;13.5;21.5;28.8;0;NULL
Lautertal-Oberlauter;2024-09-02;14.3;16;22.1;28.9;0;10.4
Leck;2024-09-02;9;11.8;17.9;23.2;0.1;8.8
Leinefelde;2024-09-02;12.2;14.2;20.7;27.7;0;11.2
Leipzig-Holzhausen;2024-09-02;12.1;13.7;21.7;29.9;0;NULL
Leipzig/Halle;2024-09-02;11.9;13.7;21.4;29.3;0;12.2
Leutkirch-Herlazhofen;2024-09-02;10.6;12.6;19;23.9;0;NULL
Lichtenhain-Mittelndorf;2024-09-02;12.6;13.6;21.6;30;0;10.4
Lichtentanne;2024-09-02;11.5;13.3;21;28.8;0;NULL
Lindenberg;2024-09-02;12.1;13.8;20.4;27.2;0;11.3
Lingen-Baccum;2024-09-02;12.5;14.3;21.5;28.3;2;NULL
Lippspringe, Bad;2024-09-02;14.2;17.6;23.2;28.6;0;10.7
List auf Sylt;2024-09-02;13.4;14.9;18.6;22.6;0.5;7.9
Lübeck-Blankensee;2024-09-02;6.7;8.4;17.9;25.3;0;12.1
Lüchow;2024-09-02;7.1;9.3;18.7;26.8;0;NULL
Lüdenscheid;2024-09-02;14.6;16.7;20.9;28.2;1.8;5.7
Lügde-Paenbruch;2024-09-02;10.5;13.3;20.9;27.1;0;12
Magdeburg;2024-09-02;10.4;12.7;21.5;29.4;0;10.8
Mannheim;2024-09-02;16.8;19.3;23.1;28.1;2.7;5.8
Manschnow;2024-09-02;5.2;7.5;18.1;27;0;NULL
Marienberg, Bad;2024-09-02;14.1;17.4;21.7;27.5;0;8.5
Marnitz;2024-09-02;6.9;9.4;17.4;26.2;0;NULL
Meiningen;2024-09-02;13.1;15.3;21.7;27.9;0;10.3
Memmingen;2024-09-02;12.1;13.9;19;23.4;0;NULL
Meßstetten-Appental;2024-09-02;13.3;13.7;17;23.8;0;NULL
Michelstadt-Vielbrunn;2024-09-02;14.3;18.1;20.5;23.7;1.9;7.9
Mühlacker;2024-09-02;17.8;18.4;22.1;28.4;0;NULL
Mühldorf;2024-09-02;13.8;15.8;21;27.1;11.4;8.2
Müncheberg;2024-09-02;3.1;8.6;18.4;26.8;0;NULL
München-Flughafen;2024-09-02;14.7;15.7;20.2;27;25.1;7.8
München-Stadt;2024-09-02;18.5;18.4;22;27.2;0;8.2
Münsingen-Apfelstetten;2024-09-02;12.3;14.3;19.1;25.1;0;NULL
Neu-Ulrichstein;2024-09-02;13.7;15.5;22.2;29.6;0;NULL
Neuhaus am Rennweg;2024-09-02;12.3;15.6;19.7;24.5;0;NULL
Neuhütten/Spessart;2024-09-02;13.2;14.9;20.5;27.3;0;10.7
Neuruppin-Alt Ruppin;2024-09-02;8.2;11.5;18.7;26.3;0;NULL
Norderney;2024-09-02;15;15.5;20.7;26.6;1.3;10.2
Nossen;2024-09-02;11;13.3;21.5;29.9;0.2;NULL
Nürburg-Barweiler;2024-09-02;14.1;15.2;19.5;25.7;0;6.1
Nürnberg;2024-09-02;14.8;15.8;20;26.2;4.7;4.9
Oberstdorf;2024-09-02;9.4;10.5;17.2;24.9;4.9;6.4
Osterfeld;2024-09-02;11.7;14;21.8;29.5;0;NULL
Pelzerhaken;2024-09-02;15.1;16.6;19.2;21.7;0;NULL
Pforzheim-Ispringen;2024-09-02;15.9;17.6;22;27.7;0;NULL
Plauen;2024-09-02;11.6;12.8;20.8;29;0;NULL
Potsdam;2024-09-02;7.2;12;19.8;27.7;0;11.6
Putbus;2024-09-02;8.4;11.7;17.6;23.7;0;NULL
Quedlinburg;2024-09-02;10.4;12.3;20.3;28.1;0;NULL
Querfurt-Mühle Lodersleben;2024-09-02;10.5;13.2;21.2;29.4;0;NULL
Quickborn;2024-09-02;10;12.4;18.3;24.5;0;NULL
Regensburg;2024-09-02;14.9;16.5;19.8;25.4;3.1;4.3
Rheinstetten;2024-09-02;17.5;18.3;22.5;27.9;0;5.6
Rostock-Warnemünde;2024-09-02;8;13.2;19.4;26;0;12.6
Roth;2024-09-02;15;15.8;18.9;23.8;16.9;NULL
Runkel-Ennerich;2024-09-02;14;15.9;22.5;29.4;0;9.1
Saarbrücken-Ensheim;2024-09-02;15.4;17.7;20.6;24.3;5.2;4.6
Salzuflen, Bad;2024-09-02;14.2;16;22.2;28.1;0;NULL
Sankt Peter-Ording;2024-09-02;11.9;13;18.4;24.6;0.6;11.5
Schleiz;2024-09-02;11.2;13.4;21.2;28.4;0;NULL
Schleswig;2024-09-02;10.2;12.8;18.5;22.9;0;11.2
Schmücke;2024-09-02;13.5;15.4;19.3;25;0;8.2
Schwerin;2024-09-02;10.6;13;19.4;26.6;0;NULL
Schönhagen (Ostseebad);2024-09-02;15.3;16.9;19;20.8;0;NULL
Seehausen;2024-09-02;6.8;8.3;18.2;26.7;0;NULL
Soltau;2024-09-02;11.7;14;20.2;26.7;0;10.6
Straubing;2024-09-02;14.3;16.1;20.7;26.2;0.4;5.1
Stuttgart (Schnarrenberg);2024-09-02;18.9;19.6;22.5;26.5;0;1.6
Stuttgart-Echterdingen;2024-09-02;17.2;18.4;21.4;24.8;0.1;NULL
Stötten;2024-09-02;16.1;16.7;19.9;23.9;0;3
Tholey;2024-09-02;15.7;17.7;20.6;23.4;1.1;4.2
Trier-Petrisberg;2024-09-02;16;17.4;20.5;23.9;0.6;4.4
Trollenhagen;2024-09-02;7.9;10.9;18.1;25.6;0;11.4
Ueckermünde;2024-09-02;6.5;8.8;18.2;24;0;12.4
UFS Deutsche Bucht;2024-09-02;NULL;17.8;19.3;21.4;NULL;9.133
UFS TW Ems;2024-09-02;NULL;18.3;19.5;21.7;NULL;8.783
Ummendorf;2024-09-02;10.8;12.7;20.5;27.7;0;NULL
Waibstadt;2024-09-02;16.3;18.2;22.1;27.4;0.7;NULL
Waldmünchen;2024-09-02;13.7;15.1;20;25.6;0;5.2
Warburg;2024-09-02;11.8;13.3;21.1;28.7;0;NULL
Waren (Müritz);2024-09-02;9.6;12.6;19.2;25.7;0;11.9
Wasserkuppe;2024-09-02;12.3;15.7;20.3;25.9;0;11.1
Weiden;2024-09-02;13.7;15.8;20;25.6;0;2.9
