Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
UFS Deutsche Bucht	2018-04-03	4.4	6.5	10.5	NULL	1.4	6.1	11.3
UFS Deutsche Bucht	2018-04-04	4	5.9	8.2	NULL	5.4	5.3	10.7
UFS Deutsche Bucht	2018-06-09	16.4	16.8	17.3	NULL	1.5	6	9.6
UFS Deutsche Bucht	2018-06-10	14.6	15.9	16.8	NULL	3.7	6.9	11
UFS Deutsche Bucht	2018-06-11	13.7	14.4	15.4	NULL	0.5	7	12.9
UFS Deutsche Bucht	2018-06-12	13.1	13.8	14.4	NULL	0.2	9.1	14.2
UFS Deutsche Bucht	2018-06-13	12.7	13.8	14.3	NULL	2.4	8.5	16.6
UFS Deutsche Bucht	2018-06-14	13.9	14.9	17.1	NULL	6.5	9.4	18.6
UFS Deutsche Bucht	2018-06-15	14	15.4	17.5	NULL	13.7	3.3	7.1
UFS Deutsche Bucht	2018-06-16	14.6	15.7	17	NULL	1.6	3.4	7
UFS Deutsche Bucht	2018-06-17	14.4	14.8	15.4	NULL	9.4	6.7	12.2
UFS Deutsche Bucht	2018-06-18	14.1	14.9	15.5	NULL	2.8	6.8	11.3
UFS Deutsche Bucht	2018-06-19	14.7	15.2	16.5	NULL	11.4	6.3	11.4
UFS Deutsche Bucht	2018-06-20	14.5	15.7	16.6	NULL	9	8.2	14.4
UFS Deutsche Bucht	2018-06-21	9.2	13	14.6	NULL	5.6	11.4	20.5
UFS Deutsche Bucht	2018-06-22	10.3	12.7	13.5	NULL	5.9	13	21.4
UFS Deutsche Bucht	2018-06-23	12	12.8	13.2	NULL	1	11.3	17.8
UFS Deutsche Bucht	2018-06-24	11.4	12.8	13.4	NULL	1.5	9.1	13.5
UFS Deutsche Bucht	2018-06-25	12.4	13	13.4	NULL	1.4	9.4	13.5
UFS Deutsche Bucht	2018-06-26	12.2	12.9	13.5	NULL	0	6	12
UFS Deutsche Bucht	2018-06-27	12	13.4	15.7	NULL	9.6	3.3	7
UFS Deutsche Bucht	2018-06-28	14.3	15.7	16.9	NULL	16.2	5.2	9.4
UFS Deutsche Bucht	2018-06-29	13	14.8	17.4	NULL	8.3	6.1	10.7
UFS Deutsche Bucht	2018-06-30	15.6	16.7	19.1	NULL	16.6	5.3	11.2
UFS Deutsche Bucht	2018-07-01	16.3	17.3	18.2	NULL	16.6	5.5	10.2
UFS Deutsche Bucht	2018-07-02	16.5	17.1	18.9	NULL	16.6	3.9	8
UFS Deutsche Bucht	2018-07-03	14.5	15.3	16.8	NULL	12.6	5.8	8.5
UFS Deutsche Bucht	2018-07-04	13.8	15.3	16.4	NULL	2.7	4.2	7.7
UFS Deutsche Bucht	2018-07-05	14.4	15.6	16.3	NULL	0.6	6.9	11.3
UFS Deutsche Bucht	2018-07-06	14.6	15.2	15.9	NULL	12.3	9.2	13.6
UFS Deutsche Bucht	2018-07-07	14.7	15.2	15.6	NULL	10.6	9.2	12.9
UFS Deutsche Bucht	2018-07-08	14.5	15.2	16.1	NULL	14.3	7.2	10.9
UFS Deutsche Bucht	2018-07-09	13	15.1	16.2	NULL	0.7	9.7	18.4
UFS Deutsche Bucht	2018-07-10	14.3	15.7	17.4	NULL	10.7	7.9	18.3
UFS Deutsche Bucht	2018-07-11	16.2	17	17.7	NULL	6.9	6.6	12.2
UFS Deutsche Bucht	2018-07-12	14.5	15.6	16.6	NULL	8.9	7.1	10.8
UFS Deutsche Bucht	2018-07-13	14.1	15.3	16.2	NULL	2.8	6.4	11.1
UFS Deutsche Bucht	2018-07-14	14.8	15.8	16.4	NULL	9.6	3.6	7.6
UFS Deutsche Bucht	2018-07-15	15.7	17.1	20.3	NULL	16	2.4	4.8
UFS Deutsche Bucht	2018-07-16	17.3	18.8	20.6	NULL	15.9	3.7	8.3
UFS Deutsche Bucht	2018-07-17	17	19.2	24	NULL	14.7	4.6	12.2
UFS Deutsche Bucht	2018-07-18	17.1	17.6	18.1	NULL	14.3	5.5	10.8
UFS Deutsche Bucht	2018-07-19	16.8	17.4	18	NULL	11.8	3.4	7.2
UFS Deutsche Bucht	2018-07-20	16.6	17.8	19.1	NULL	14.3	4.2	8.8
UFS Deutsche Bucht	2018-07-21	18.2	19	19.7	NULL	2.8	5.4	10
UFS Deutsche Bucht	2018-07-22	18.3	18.8	19.9	NULL	9.9	4.1	7.7
UFS Deutsche Bucht	2018-07-23	18	19	20.2	NULL	13.8	2.7	5.5
UFS Deutsche Bucht	2018-07-24	19.1	21	24.7	NULL	14.8	2.6	5.1
UFS Deutsche Bucht	2018-07-25	19.7	20.5	22.1	NULL	13.4	5.4	9.9
UFS Deutsche Bucht	2018-07-26	20	22.1	24.9	NULL	14.5	5.7	10
UFS Deutsche Bucht	2018-07-27	21.7	22.8	24	NULL	14.9	7.9	15.1
UFS Deutsche Bucht	2018-07-28	18.9	20.6	22.5	NULL	5.6	8.1	13.6
UFS Deutsche Bucht	2018-07-29	17.7	19.7	22.2	NULL	7.8	6.2	12.2
UFS Deutsche Bucht	2018-07-30	20.2	21.7	24	NULL	10.3	4.8	11.8
UFS Deutsche Bucht	2018-07-31	18.7	20.5	23.9	NULL	9.4	4.1	13.8
UFS Deutsche Bucht	2018-08-01	18.3	19.1	21.4	NULL	13.4	2.2	4.5
UFS Deutsche Bucht	2018-08-02	19.2	20.5	22	NULL	13.7	2.5	5.8
UFS Deutsche Bucht	2018-08-03	20.1	21.3	24.1	NULL	14.4	2.2	5.3
UFS Deutsche Bucht	2018-08-04	17.6	20.4	21.5	NULL	8.8	4.5	12.3
UFS Deutsche Bucht	2018-08-05	17.9	18.9	19.8	NULL	8.1	7.3	12.2
UFS Deutsche Bucht	2018-08-06	18.2	20.3	23.3	NULL	12.4	4	7.8
UFS Deutsche Bucht	2018-08-07	20.9	22.3	25.4	NULL	13.5	3.9	8.8
UFS Deutsche Bucht	2018-08-08	18.6	21.4	25	NULL	7.8	7.9	15.9
UFS Deutsche Bucht	2018-08-09	18.2	19.6	21.8	NULL	7.9	6.5	20.6
UFS Deutsche Bucht	2018-08-10	13.8	16.9	18.8	NULL	4.6	11.7	22.4
UFS Deutsche Bucht	2018-08-11	12.7	16.7	18.1	NULL	8.2	10.4	17.6
UFS Deutsche Bucht	2018-08-12	15.5	18.2	20.6	NULL	0.5	6.6	13.7
UFS Deutsche Bucht	2018-08-13	17.1	18.8	20	NULL	0.4	3.6	9.9
UFS Deutsche Bucht	2018-08-14	17.6	18.4	19.9	NULL	7.9	6.6	14.8
UFS Deutsche Bucht	2018-08-15	18.1	19.1	19.7	NULL	4.6	4.9	11
UFS Deutsche Bucht	2018-08-16	16.7	18.7	19.6	NULL	3.5	8.3	13.3
UFS Deutsche Bucht	2018-08-17	16.8	17.9	18.5	NULL	8.2	4.9	10
UFS Deutsche Bucht	2018-08-18	17.6	18.5	19.2	NULL	8.7	8.6	13.3
UFS Deutsche Bucht	2018-08-19	17.8	18.6	19.6	NULL	0.1	8.5	16.1
UFS Deutsche Bucht	2018-08-20	16.7	17.8	19.1	NULL	3.8	5.8	13
UFS Deutsche Bucht	2018-08-21	16.7	18.4	20.1	NULL	9	3.5	8
UFS Deutsche Bucht	2018-08-22	18.6	19.7	22.4	NULL	11.5	4.3	7.6
UFS Deutsche Bucht	2018-08-23	16.8	18.7	20	NULL	1	6.3	13.8
UFS Deutsche Bucht	2018-08-24	12.9	16.2	17.7	NULL	6.6	9.8	22.9
UFS Deutsche Bucht	2018-08-25	11.8	14.5	16.6	NULL	5.2	7.1	16.8
UFS Deutsche Bucht	2018-08-26	14	16.1	18	NULL	6.9	7.9	18.6
UFS Deutsche Bucht	2018-08-27	13.2	16.6	18.3	NULL	5	13.3	20.3
UFS Deutsche Bucht	2018-08-28	15.6	17.5	18.3	NULL	0.6	5.1	12.3
UFS Deutsche Bucht	2018-08-29	16.7	18.1	19.3	NULL	7.5	6.5	12.2
UFS Deutsche Bucht	2018-08-30	15.9	16.6	17.5	NULL	6	10.5	16.5
UFS Deutsche Bucht	2018-08-31	15.7	16.1	16.7	NULL	11	8.4	12.3
UFS Deutsche Bucht	2018-09-01	15.3	16.4	16.9	NULL	10.1	4.8	9.9
UFS Deutsche Bucht	2018-09-02	16.1	17.4	18.8	NULL	12.7	4	10.5
UFS Deutsche Bucht	2018-09-03	17.7	18.6	20.1	NULL	6.8	7	10.8
UFS Deutsche Bucht	2018-09-04	17.2	18.2	19.2	NULL	7.7	5.9	10.4
UFS Deutsche Bucht	2018-09-05	17.2	18.2	19.7	NULL	10.9	5.2	8.2
UFS Deutsche Bucht	2018-09-06	16.6	18	18.9	NULL	2.7	5.1	8.5
UFS Deutsche Bucht	2018-09-07	11.2	15.4	17.4	NULL	2.1	7.8	19.1
UFS Deutsche Bucht	2018-09-08	12.4	16.1	17.3	NULL	3.1	12.1	19.7
UFS Deutsche Bucht	2018-09-09	14.9	17.7	19.5	NULL	4.8	9	17.4
UFS Deutsche Bucht	2018-09-10	17.1	17.7	19	NULL	1.7	7.5	13.1
UFS Deutsche Bucht	2018-09-11	14	17.1	18.7	NULL	0	12.5	21.5
UFS Deutsche Bucht	2018-09-12	13.4	15.7	17.4	NULL	0	8	17.9
UFS Deutsche Bucht	2018-09-13	15.2	15.9	16.8	NULL	10.3	5.4	11.2
UFS Deutsche Bucht	2018-09-14	14.9	16.3	16.9	NULL	0.3	9.8	16.6
UFS Deutsche Bucht	2018-09-15	14.6	16	16.8	NULL	5.1	9.3	16
UFS Deutsche Bucht	2018-09-16	14.8	17	18.8	NULL	6.6	8.8	14.3
UFS Deutsche Bucht	2018-09-17	16.6	17.6	18.5	NULL	7.1	6.9	10.8
UFS Deutsche Bucht	2018-09-18	17.7	18.8	21	NULL	11.1	9.4	19.4
UFS Deutsche Bucht	2018-09-19	17.1	18.5	20.1	NULL	7.2	10.5	18.3
UFS Deutsche Bucht	2018-09-20	14.8	18	19.3	NULL	1.6	8.9	18
UFS Deutsche Bucht	2018-09-21	8.5	16	19.4	NULL	2.5	15.1	28
UFS Deutsche Bucht	2018-09-22	12.4	14.2	15.1	NULL	3	12.8	22.3
UFS Deutsche Bucht	2018-09-23	11.5	13.3	14.4	NULL	0.1	9.4	22.3
UFS Deutsche Bucht	2018-09-24	10.9	12.6	13.5	NULL	6.9	14.2	23.5
UFS Deutsche Bucht	2018-09-25	11.3	13.5	14.8	NULL	8.4	6.9	15.8
UFS Deutsche Bucht	2018-09-26	14	15.6	17.3	NULL	3.1	14.5	21.7
UFS Deutsche Bucht	2018-09-27	13.5	16.8	17.7	NULL	5	9	14.3
UFS Deutsche Bucht	2018-09-28	11.7	13.2	14.2	NULL	7.6	10.1	15.9
UFS Deutsche Bucht	2018-09-29	12	13.7	14.8	NULL	4.1	8.4	15.6
UFS Deutsche Bucht	2018-09-30	12.2	14	14.9	NULL	2.8	9.5	16.8
UFS Deutsche Bucht	2018-10-01	9.2	11.6	13.4	NULL	4.6	11.2	20.8
UFS Deutsche Bucht	2018-10-02	10	12.8	15.2	NULL	1	14.2	25.5
UFS Deutsche Bucht	2018-10-04	13.1	15	15.7	NULL	1.3	8.2	14.4
UFS Deutsche Bucht	2018-10-05	13.4	15.3	16.8	NULL	7.3	6.7	12.4
UFS Deutsche Bucht	2018-10-06	10.2	13.6	15.3	NULL	3.9	5.7	19
UFS Deutsche Bucht	2018-10-07	10.2	11.9	12.6	NULL	7.4	6.7	17.9
UFS Deutsche Bucht	2018-10-08	12	13.6	15.1	NULL	3	11.2	17.6
UFS Deutsche Bucht	2018-10-09	13.4	14.6	15.4	NULL	6.6	8.7	13.4
UFS Deutsche Bucht	2018-10-10	14	15.3	16.8	NULL	10.3	6.5	15.6
UFS Deutsche Bucht	2018-10-11	14.6	15.8	17.2	NULL	9.4	8	12.4
UFS Deutsche Bucht	2018-10-12	15.6	16.7	18.1	NULL	9	7.3	11.4
UFS Deutsche Bucht	2018-10-13	16	17.5	19	NULL	9.3	8.1	10.8
UFS Deutsche Bucht	2018-10-14	15.5	16.9	18.8	NULL	9.6	7.4	11.2
UFS Deutsche Bucht	2018-10-15	14.8	16	18.5	NULL	9.7	3	6.5
UFS Deutsche Bucht	2018-10-16	13.7	15.7	17.8	NULL	0.1	4.2	7.2
UFS Deutsche Bucht	2018-10-17	14.7	15.7	16.8	NULL	7.3	5.1	13.9
UFS Deutsche Bucht	2018-10-18	12	13.3	14.9	NULL	6.1	7.2	12
UFS Deutsche Bucht	2018-10-19	11.9	12.3	13.1	NULL	0	2.7	8.9
UFS Deutsche Bucht	2018-10-20	12.1	13.8	15	NULL	6.8	6.6	12.4
UFS Deutsche Bucht	2018-10-21	13.2	14.4	15.1	NULL	4.3	8.6	13.9
UFS Deutsche Bucht	2018-10-22	11.4	12.7	14.1	NULL	6.4	11.1	20.8
UFS Deutsche Bucht	2018-10-23	12.1	13.4	14.2	NULL	0	17.5	26.5
UFS Deutsche Bucht	2018-10-24	11.7	13.1	14	NULL	0.9	12.7	21.8
UFS Deutsche Bucht	2018-10-25	11.8	12.8	13.8	NULL	1	13	21.1
UFS Deutsche Bucht	2018-10-26	7.2	11.6	13.9	NULL	0.4	9.7	24.1
UFS Deutsche Bucht	2018-10-27	6.8	8.5	10.8	NULL	5.2	9.2	19.9
UFS Deutsche Bucht	2018-10-28	5.5	6.5	7.9	NULL	3.6	9.3	17
UFS Deutsche Bucht	2018-10-29	6	8	9.4	NULL	0	13.3	20.9
UFS Deutsche Bucht	2018-10-30	6.4	8.8	11.1	NULL	0	12.7	22.4
UFS Deutsche Bucht	2018-10-31	6.4	10.5	11.6	NULL	4.8	11.8	28.1
UFS Deutsche Bucht	2018-11-01	10.4	11.6	12.4	NULL	4.3	9.5	14.6
UFS Deutsche Bucht	2018-11-02	9.5	11.3	12.6	NULL	3.5	9.9	23
UFS Deutsche Bucht	2018-11-03	8.8	10.1	11.2	NULL	8	7.6	13.2
UFS Deutsche Bucht	2018-11-04	7.1	9.1	11	NULL	6.4	7.9	12.7
UFS Deutsche Bucht	2018-11-05	9.8	10.9	11.9	NULL	0	7.5	13.8
UFS Deutsche Bucht	2018-11-06	9.7	11.5	12.7	NULL	3.1	6.6	11.9
UFS Deutsche Bucht	2018-11-07	11.3	12.7	14.1	NULL	7.3	8	12.3
UFS Deutsche Bucht	2018-11-08	10.8	11.8	12.9	NULL	5.7	7.8	13.9
UFS Deutsche Bucht	2018-11-09	10.1	11.2	12.2	NULL	0	8.2	15.5
UFS Deutsche Bucht	2018-11-10	11.4	12.2	13.1	NULL	0	10.8	16.9
UFS Deutsche Bucht	2018-11-11	10.9	12.2	12.8	NULL	0.1	10	18.4
UFS Deutsche Bucht	2018-11-12	10.5	11.1	11.7	NULL	0	7	12
UFS Deutsche Bucht	2018-11-13	10	11.3	12.5	NULL	1.3	12.5	19.8
UFS Deutsche Bucht	2018-11-14	9.1	11	12.6	NULL	0.4	9.3	13.8
UFS Deutsche Bucht	2018-11-15	6.2	8.7	11.2	NULL	6.9	6.7	10.3
UFS Deutsche Bucht	2018-11-16	5	7.8	10.6	NULL	5.9	7.6	15.2
UFS Deutsche Bucht	2018-11-17	6.2	7.5	8.9	NULL	6.8	10.1	14.3
UFS Deutsche Bucht	2018-11-18	6.4	7.8	8.8	NULL	2.9	8.9	17.8
UFS Deutsche Bucht	2018-11-19	5.9	7.1	7.9	NULL	0.8	14.5	21.4
UFS Deutsche Bucht	2018-11-20	4.7	5.9	7.7	NULL	0	16.7	23.3
UFS Deutsche Bucht	2018-11-21	3.5	4.4	5.6	NULL	0	12.1	19.5
UFS Deutsche Bucht	2018-11-22	3.1	4	5.2	NULL	0	9.2	14
UFS Deutsche Bucht	2018-11-23	4	4.9	5.9	NULL	0	5.1	11.3
UFS Deutsche Bucht	2018-11-24	4.6	5.3	6.4	NULL	3.3	6	11
UFS Deutsche Bucht	2018-11-25	5.3	6.1	7.3	NULL	0	9	15.7
UFS Deutsche Bucht	2018-11-26	5.4	6.3	7.4	NULL	0.4	9	14.9
UFS Deutsche Bucht	2018-11-27	2.8	4.8	5.9	NULL	0.8	9.3	18.5
UFS Deutsche Bucht	2018-11-28	1.9	4	6.6	NULL	0.7	15.1	21.7
UFS Deutsche Bucht	2018-11-29	6	9	10.7	NULL	0	13.8	19.5
UFS Deutsche Bucht	2018-11-30	8.7	9.8	10.4	NULL	2.1	11.4	16.9
UFS Deutsche Bucht	2018-12-01	7.5	8.2	9.1	NULL	0.2	11.3	16.4
UFS Deutsche Bucht	2018-12-02	8.2	9.7	10.7	NULL	0	10.3	16.3
UFS Deutsche Bucht	2018-12-03	8.7	10.2	10.8	NULL	0	10.9	16.9
UFS Deutsche Bucht	2018-12-04	6.8	8.6	9.5	NULL	4.8	12.1	21.4
UFS Deutsche Bucht	2018-12-05	5.7	7	8.7	NULL	3.4	9.4	15.8
UFS Deutsche Bucht	2018-12-06	6.3	8.9	10.3	NULL	0	10.4	16.4
UFS Deutsche Bucht	2018-12-07	8.1	9.8	10.6	NULL	0	11.6	20.5
UFS Deutsche Bucht	2018-12-08	7.3	8.9	10	NULL	0.1	15.7	26.8
UFS Deutsche Bucht	2018-12-09	6.4	8.6	9.7	NULL	0.6	14.3	25.3
UFS Deutsche Bucht	2018-12-10	4.8	7.8	9	NULL	1.8	16.8	27.8
UFS Deutsche Bucht	2018-12-11	4.6	7.5	8.6	NULL	5	9.8	23.5
UFS Deutsche Bucht	2018-12-12	4.5	5.2	5.9	NULL	0	6.9	13.7
UFS Deutsche Bucht	2018-12-13	3	4.3	5.7	NULL	0	8.8	14.8
UFS Deutsche Bucht	2018-12-14	2.9	4	4.7	NULL	0	8.5	15.6
UFS Deutsche Bucht	2018-12-15	0.7	2.2	3.5	NULL	0	11.1	22
UFS Deutsche Bucht	2018-12-16	-0.1	1.5	2.9	NULL	0	10.5	21.4
UFS Deutsche Bucht	2018-12-17	2.7	4.7	8.3	NULL	0	6.4	13.6
UFS Deutsche Bucht	2018-12-18	5.2	6.4	8.2	NULL	0	9.8	17.4
UFS Deutsche Bucht	2018-12-19	5.4	6.8	8.2	NULL	0	10.7	17.8
UFS Deutsche Bucht	2018-12-20	6.7	7.3	8	NULL	0.4	9	14.4
UFS Deutsche Bucht	2018-12-21	7	7.5	8.3	NULL	0	9.7	15.2
UFS Deutsche Bucht	2018-12-22	7.2	7.9	8.4	NULL	0.2	6.3	12.4
UFS Deutsche Bucht	2018-12-23	5.3	7.8	8.5	NULL	0	8.2	14.4
UFS Deutsche Bucht	2018-12-24	3.6	6.2	8	NULL	2.8	8.4	15.7
UFS Deutsche Bucht	2018-12-25	7.4	7.8	8.1	NULL	1.1	10.9	16.7
UFS Deutsche Bucht	2018-12-26	6.8	8.1	8.7	NULL	0	8.4	13.7
UFS Deutsche Bucht	2018-12-27	6.8	8	8.5	NULL	0	7.9	12.5
UFS Deutsche Bucht	2018-12-28	7.5	8	8.5	NULL	0	6.7	11.4
UFS Deutsche Bucht	2018-12-29	7.2	8.2	9.3	NULL	0	11.4	23.6
UFS Deutsche Bucht	2018-12-30	7.3	8.1	8.7	NULL	2.2	8.8	22
UFS Deutsche Bucht	2018-12-31	7.3	8.2	8.6	NULL	0.4	7.3	16.1
Diepholz	2018-01-01	4.6	6.6	9.6	1.3	1.2	6.8	21.7
Diepholz	2018-01-02	4.4	5.4	6.7	9.7	0.3	4.9	12.7
Diepholz	2018-01-03	5.5	6.9	9.7	12.3	0.1	10.4	22.9
Diepholz	2018-01-04	5.7	7	9.2	4	0	7	17.9
Diepholz	2018-01-05	5	6.4	7.2	0.4	0	6.4	16.6
Diepholz	2018-01-06	2.7	4.1	6	0	0.6	3.3	7.7
Diepholz	2018-01-07	-2.3	0.5	3.3	0	4.5	3.6	8.9
Diepholz	2018-01-08	-2.8	-0.7	1.8	0	6.7	6.3	12.5
Diepholz	2018-01-09	-1.4	0.5	2.8	0.7	0.9	5.3	13.3
Diepholz	2018-01-10	0.1	3.9	7.1	0	0.7	1.9	4.5
Diepholz	2018-01-11	-2.2	1.8	5.5	0.1	6	1.2	4.1
Diepholz	2018-01-12	2.1	2.8	3.6	0	0	2.3	6.5
Diepholz	2018-01-13	0.3	2.5	4	0	0.1	5.6	10.9
Diepholz	2018-01-14	-1.5	0.3	2.5	0	5	5.7	11.4
Diepholz	2018-01-15	-2.4	2.9	6.2	5.1	0	5.9	14.5
Diepholz	2018-01-16	0.5	3.4	6.2	4.6	0.9	5.9	14.4
Diepholz	2018-01-17	0.5	1.7	3.3	2.5	1.7	6.7	14.9
Diepholz	2018-01-18	1.6	3.5	7.8	4	0.2	8.4	27.6
Diepholz	2018-01-19	-1.9	1.5	4.5	0.2	0.7	3.7	9.1
Diepholz	2018-01-20	-0.5	1.7	3.7	1.2	0.1	3.2	9.6
Diepholz	2018-01-21	0.1	1.2	2.7	1	0.2	1.8	4.9
Diepholz	2018-01-22	0.5	3.5	6.2	1.8	0	3.9	8.9
Diepholz	2018-01-23	5.7	6.9	9.1	1.3	0	5.3	12.4
Diepholz	2018-01-24	7.9	11.6	13.5	2.5	0.1	7.8	18.2
Diepholz	2018-01-25	5.5	7.3	8.7	0.5	0	4.1	10.3
Diepholz	2018-01-26	4.3	6	7.5	0	0	2.1	6.2
Diepholz	2018-01-27	3.6	5.4	6.8	1.3	0	4.1	16
Diepholz	2018-01-28	5	8.5	10.3	2.5	0	8.3	16
Diepholz	2018-01-29	5.3	8.8	10.1	6.6	0	8.9	18.3
Diepholz	2018-01-30	0.7	3.7	6.4	0.9	2.8	4.4	11.7
Diepholz	2018-01-31	0.6	5.3	9.6	9.5	0	5.6	20
Diepholz	2018-02-01	0.7	2.1	4	2.6	2	5.2	10.7
Diepholz	2018-02-02	0.8	3	5	0.7	0.2	4.3	10.9
Diepholz	2018-02-03	-1.2	0.4	2.2	2.5	0	2.2	6.2
Diepholz	2018-02-04	-2	-0.5	1.2	1.8	0.3	1.9	8.4
Diepholz	2018-02-05	-3	0.3	1.2	0	0.7	3.6	9.4
Diepholz	2018-02-06	-4.5	-2.3	-0.2	0	5.2	2.8	7.5
Diepholz	2018-02-07	-6.9	-3.5	0.7	0	8.4	1.9	5.8
Diepholz	2018-02-08	-8.9	-4.4	0.6	0	7.8	1.2	3.4
Diepholz	2018-02-09	-5.9	-2.2	2.2	0	7.8	2.9	6.6
Diepholz	2018-02-10	-5	-0.7	2	0.6	0	2.4	8.4
Diepholz	2018-02-11	0.1	2.4	6.6	3.5	1.5	6.1	16.1
Diepholz	2018-02-12	-2.8	0.7	4.6	2.6	2.3	4.8	12.1
Diepholz	2018-02-13	-4.1	-0.3	4.7	0	8.3	3.7	6.5
Diepholz	2018-02-14	-5.4	-0.2	4.6	0	8.9	4.1	9.3
Diepholz	2018-02-15	-0.5	2.1	5	0.1	0	5	10.9
Diepholz	2018-02-16	-2.3	2	6.5	0	6.4	3.7	11.2
Diepholz	2018-02-17	-4.6	-0.3	5.2	0	3.9	1.2	4
Diepholz	2018-02-18	-6.4	-0.8	5.8	0	7.3	1.7	5.7
Diepholz	2018-02-19	-2.8	0.8	5.3	0	4.7	2	5.2
Diepholz	2018-02-20	-5.4	-0.1	5.2	0	8	2	7.9
Diepholz	2018-02-21	-5.8	-0.3	3.6	0	6.9	2	7.4
Diepholz	2018-02-22	-4.4	0.1	3.7	0	5.3	2.4	7.5
Diepholz	2018-02-23	-3.3	-0.7	1.7	0	7.9	4.2	10.7
Diepholz	2018-02-24	-4.4	-1.7	2.3	0	4.5	6	13.6
Diepholz	2018-02-25	-6.9	-3.9	-0.6	0	6.4	3.9	10.4
Diepholz	2018-02-26	-5.8	-3.9	-1.3	0	5.4	3.6	12.5
Diepholz	2018-02-27	-7.7	-4.9	-1	0.7	3.2	2.5	11.7
Diepholz	2018-02-28	-11.7	-9.1	-6.2	0	2.9	6.7	14.4
Diepholz	2018-03-01	-9.5	-6.9	-3.3	0	8.9	8.9	16.6
Diepholz	2018-03-02	-10.8	-6.7	-2	0	9.2	7.4	13.9
Diepholz	2018-03-03	-9.7	-5	-0.6	0	9	7.2	13.8
Diepholz	2018-03-04	-3.8	0.5	5.9	1.6	3.8	4.7	8.9
Diepholz	2018-03-05	-0.8	5.2	11.7	0	4.7	3.6	9.7
Diepholz	2018-03-06	-3.6	3.4	10.6	0	8.6	2.3	5.7
Diepholz	2018-03-07	-0.9	2.8	7.5	1.5	2.7	1.3	3.6
Diepholz	2018-03-08	1.9	5.1	9.6	3.6	2.5	5.6	15.9
Diepholz	2018-03-09	3.1	5.1	8.3	1.6	0.5	5	13.8
Diepholz	2018-03-10	3.8	9	15.6	0.4	1.2	3.3	8.9
Diepholz	2018-03-11	3.6	10.2	15.6	0	1.8	2.9	9.6
Diepholz	2018-03-12	1.5	8.1	14.8	0.6	1.3	2.3	7.3
Diepholz	2018-03-13	4	6.4	9.3	3	0	3.6	9.5
Diepholz	2018-03-14	0.9	3.7	6.3	0	1.8	3	7.7
Diepholz	2018-03-15	0.4	4.3	8.6	0	8.4	8.5	17.1
Diepholz	2018-03-16	-2.8	1	3.9	0.7	0	7.3	14.1
Diepholz	2018-03-17	-4.2	-2.6	-0.2	0	4.7	8.7	17.9
Diepholz	2018-03-18	-4.8	-1.9	1.7	0	10.7	9.1	19.7
Diepholz	2018-03-19	-5.1	-1.2	4	0.2	11.1	4.1	11.3
Diepholz	2018-03-20	-2.4	2.4	7.3	0	9.4	4.3	12.1
Diepholz	2018-03-21	-4.2	1.5	6.3	0.8	1.5	3.3	8
Diepholz	2018-03-22	1.3	4.6	7.4	1.4	0.1	5	14.1
Diepholz	2018-03-23	2.1	5	7.3	0	0	2.1	5.7
Diepholz	2018-03-24	2.2	6.6	10.6	0	4	2.4	6.6
Diepholz	2018-03-25	3.8	7	11.7	0	0.5	1.9	5
Diepholz	2018-03-26	0.5	3.5	6.4	0	1.5	2.3	6.8
Diepholz	2018-03-27	-0.7	5.3	10.4	0.5	4.3	3	8.5
Diepholz	2018-03-28	2.8	5.6	9.1	8.4	0	3.1	11.4
Diepholz	2018-03-29	-2	4.4	7.5	0.6	2.2	4.6	14
Diepholz	2018-03-30	-1.4	6.4	13.4	0	5.6	5	12
Diepholz	2018-03-31	1.4	5.3	8.4	0	1	3.2	8.9
Diepholz	2018-04-01	0.2	2.8	6.9	0	1.2	2.8	8.6
Diepholz	2018-04-02	-1.4	6	10.7	0.7	2	3.1	8.2
Diepholz	2018-04-03	8.2	13	18	0	4.7	5.2	12.4
Diepholz	2018-04-04	5.7	11.6	15	0.8	2.2	4.4	15.8
Diepholz	2018-04-05	-0.5	7	10.3	0.5	1.6	6.1	19.2
Diepholz	2018-04-06	-2.1	6.6	14.1	0	11.8	4.3	11.3
Diepholz	2018-04-07	3.5	12.2	21.5	0	12.2	4.7	8.7
Diepholz	2018-04-08	5.8	16.3	24.7	0	9.9	1.7	5.2
Diepholz	2018-04-09	7.4	14.9	20.2	0	5.2	2.5	7.9
Diepholz	2018-04-10	9.2	16	22.9	0	10.7	3.3	10.8
Diepholz	2018-04-11	7	10.8	16.4	0	2.5	4.8	11.3
Diepholz	2018-04-12	7.2	11.8	17.2	1	1	4.2	13.1
Diepholz	2018-04-13	10.2	13.2	16.2	9.5	0.3	2.7	10.8
Diepholz	2018-04-14	4.5	9.5	12.5	0.9	0.4	3.8	9.9
Diepholz	2018-04-15	4.9	11.3	17.5	4.1	5.4	2.6	6.2
Diepholz	2018-04-16	5.6	12.9	19	0	5.6	2.5	9.4
Diepholz	2018-04-17	3.7	12.8	20	0	9.9	1.9	8.4
Diepholz	2018-04-18	6.2	16.6	24.1	0	12.9	1.5	4.7
Diepholz	2018-04-19	8.7	18.6	26.5	0	12.9	3.1	7.9
Diepholz	2018-04-20	8.2	19.4	27.5	0	12	2.9	10.4
