Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Leuchtturm Alte Weser	2018-01-01	5.2	6.5	8.3	NULL	1.6	13.1	26.1
Leuchtturm Alte Weser	2018-01-02	4.5	5.6	6.5	NULL	3.1	9.6	18.8
Leuchtturm Alte Weser	2018-01-03	4.4	6.5	8.6	NULL	1.5	18.1	29.8
Leuchtturm Alte Weser	2018-01-04	5.1	6.3	7.5	NULL	0.1	9.7	23.6
Leuchtturm Alte Weser	2018-01-05	5	5.8	6.9	NULL	0.1	11.2	27.9
Leuchtturm Alte Weser	2018-01-06	1.9	4.1	5.9	NULL	0.6	7.9	12.3
Leuchtturm Alte Weser	2018-01-07	0.2	1.5	2.6	NULL	7	8.6	11.9
Leuchtturm Alte Weser	2018-01-08	-0.4	0.9	2.1	NULL	7.5	11.2	19.1
Leuchtturm Alte Weser	2018-01-09	-0.4	1.7	3	NULL	2.3	10.2	17.6
Leuchtturm Alte Weser	2018-01-10	2.2	4.3	6.4	NULL	0	6.1	9.3
Leuchtturm Alte Weser	2018-01-11	2.9	3.9	5.9	NULL	1.3	4.6	7.7
Leuchtturm Alte Weser	2018-01-12	1.7	2.4	3.5	NULL	0	7.8	10.8
Leuchtturm Alte Weser	2018-01-13	0.3	1.8	2.6	NULL	0	9	13.1
Leuchtturm Alte Weser	2018-01-14	0	0.6	1.5	NULL	2.7	10.2	18.1
Leuchtturm Alte Weser	2018-01-15	0.3	2.6	6.1	NULL	0	14.7	20.2
Leuchtturm Alte Weser	2018-01-16	1.4	3.9	6	NULL	0.5	12.5	24.1
Leuchtturm Alte Weser	2018-01-17	0.3	2.9	5.5	NULL	1.6	12	22.8
Leuchtturm Alte Weser	2018-01-18	0.3	2.7	4.8	NULL	0	11	20.8
Leuchtturm Alte Weser	2018-01-19	1.4	2.7	3.9	NULL	3.6	8.8	16.9
Leuchtturm Alte Weser	2018-01-20	0.9	1.9	2.7	NULL	0.1	7.8	13
Leuchtturm Alte Weser	2018-01-21	0	1.2	2	NULL	0	5.3	11.3
Leuchtturm Alte Weser	2018-01-22	0.9	2.3	5.5	NULL	0	6.6	12.3
Leuchtturm Alte Weser	2018-01-23	4.8	6	8.6	NULL	0.2	10.1	17.8
Leuchtturm Alte Weser	2018-01-24	5.9	9.6	12.8	NULL	0	14.3	25.7
Leuchtturm Alte Weser	2018-01-25	5.9	7	7.9	NULL	0.2	9.3	14.7
Leuchtturm Alte Weser	2018-01-26	2.7	4.4	7	NULL	0.6	4.7	8
Leuchtturm Alte Weser	2018-01-27	4.3	5.1	5.9	NULL	0	9.9	24.3
Leuchtturm Alte Weser	2018-01-28	5.5	7.1	9	NULL	0.3	15.9	23.6
Leuchtturm Alte Weser	2018-01-29	5.8	7.6	10.2	NULL	0	16.4	24.8
Leuchtturm Alte Weser	2018-01-30	3.4	5.4	6.1	NULL	5.1	10.7	21.2
Leuchtturm Alte Weser	2018-01-31	2.9	5	7.9	NULL	0	12.3	23.8
Leuchtturm Alte Weser	2018-02-01	1.4	3.1	4.2	NULL	2.2	13.8	19.2
Leuchtturm Alte Weser	2018-02-02	1	3.2	4.6	NULL	0.6	9	15.4
Leuchtturm Alte Weser	2018-02-03	-1	0	1.7	NULL	0	6.1	11.8
Leuchtturm Alte Weser	2018-02-04	0.2	1.3	2.3	NULL	0.2	12.5	20
Leuchtturm Alte Weser	2018-02-05	-0.4	0.6	1.6	NULL	0.1	8.2	13.1
Leuchtturm Alte Weser	2018-02-06	-1.7	-0.6	1.7	NULL	8.2	3.9	7.1
Leuchtturm Alte Weser	2018-02-07	-1.9	-0.7	2.3	NULL	8.9	2.1	5.2
Leuchtturm Alte Weser	2018-02-08	-1.9	-0.5	1	NULL	8.7	6.7	12.2
Leuchtturm Alte Weser	2018-02-09	-1.2	0.4	2.7	NULL	7.7	9.2	12.6
Leuchtturm Alte Weser	2018-02-10	-0.6	0.7	1.9	NULL	0.6	6.4	13.7
Leuchtturm Alte Weser	2018-02-11	0.7	3.1	5.3	NULL	0.4	15.5	25.6
Leuchtturm Alte Weser	2018-02-12	1.5	3.2	4.8	NULL	3	12.3	21.4
Leuchtturm Alte Weser	2018-02-13	0.1	2	4.2	NULL	9	8.9	11.8
Leuchtturm Alte Weser	2018-02-14	-0.2	1.8	4	NULL	9.1	10.2	19.4
Leuchtturm Alte Weser	2018-02-15	0.9	2.1	4.5	NULL	0	13.4	20.5
Leuchtturm Alte Weser	2018-02-16	2.5	3.5	4.7	NULL	8.3	9.8	15.2
Leuchtturm Alte Weser	2018-02-17	0.2	2	3.3	NULL	5.5	3.1	6.8
Leuchtturm Alte Weser	2018-02-18	-1	1.8	4.2	NULL	8	6	9.3
Leuchtturm Alte Weser	2018-02-19	1.5	2.9	6.6	NULL	3.1	3.7	7.9
Leuchtturm Alte Weser	2018-02-20	1.3	2.8	5	NULL	5.8	4.5	9.8
Leuchtturm Alte Weser	2018-02-21	0.7	1.9	4	NULL	7.2	4.3	7.2
Leuchtturm Alte Weser	2018-02-22	0.4	1.5	2.2	NULL	0	2.9	8.6
Leuchtturm Alte Weser	2018-02-23	-1.3	0.3	1.6	NULL	9.2	8.8	11.8
Leuchtturm Alte Weser	2018-02-24	-2.3	0	1.8	NULL	4.7	10.5	15.4
Leuchtturm Alte Weser	2018-02-25	-3.2	-2.4	-1.2	NULL	1.6	8.3	14.6
Leuchtturm Alte Weser	2018-02-26	-4.1	-2.5	-0.7	NULL	3.9	10.5	16.1
Leuchtturm Alte Weser	2018-02-27	-6.4	-3.4	-2.3	NULL	5.3	10.7	21.9
Leuchtturm Alte Weser	2018-02-28	-8.4	-7.3	-5.7	NULL	10.2	14.1	20
Leuchtturm Alte Weser	2018-03-01	-7.5	-5.5	-2.7	NULL	9.8	16.1	23.8
Leuchtturm Alte Weser	2018-03-02	-8.1	-6	-3.1	NULL	7.5	13.7	19.9
Leuchtturm Alte Weser	2018-03-03	-8	-5.2	-1.5	NULL	10.2	12.2	15.6
Leuchtturm Alte Weser	2018-03-04	-5.3	-2.3	1.3	NULL	2	9.9	15.2
Leuchtturm Alte Weser	2018-03-05	0.6	5.4	9.4	NULL	3.8	9.7	17.2
Leuchtturm Alte Weser	2018-03-06	1.1	4.4	6.7	NULL	8.6	6.7	10.3
Leuchtturm Alte Weser	2018-03-07	0.9	1.9	3.3	NULL	0	4.1	7.4
Leuchtturm Alte Weser	2018-03-08	1	3.4	7.4	NULL	4.8	8.5	15.4
Leuchtturm Alte Weser	2018-03-09	2.5	3.6	4.6	NULL	8.4	9.2	16.8
Leuchtturm Alte Weser	2018-03-10	2.2	5.4	12.4	NULL	0	7.6	11.4
Leuchtturm Alte Weser	2018-03-11	7.3	10.9	13.2	NULL	0.9	7.5	14.5
Leuchtturm Alte Weser	2018-03-12	3.6	8.3	11.3	NULL	0.7	3.6	8.1
Leuchtturm Alte Weser	2018-03-13	2.2	3.3	3.9	NULL	0	6.6	11.5
Leuchtturm Alte Weser	2018-03-14	2.6	3.7	6.2	NULL	3.9	5	10.9
Leuchtturm Alte Weser	2018-03-15	1.5	2.8	4.5	NULL	2.5	14.5	21.5
Leuchtturm Alte Weser	2018-03-16	-2.1	0.4	1.7	NULL	0	18.5	25.6
Leuchtturm Alte Weser	2018-03-17	-3.9	-2.1	-0.7	NULL	7.6	19.6	27.5
Leuchtturm Alte Weser	2018-03-18	-4.2	-1.8	0.5	NULL	11.1	17.2	26
Leuchtturm Alte Weser	2018-03-19	-2.3	-0.2	3.7	NULL	11.5	7.3	14.7
Leuchtturm Alte Weser	2018-03-20	1.5	2.5	3.7	NULL	11.9	10.6	17.9
Leuchtturm Alte Weser	2018-03-21	2	2.7	3.3	NULL	3	7.6	17.8
Leuchtturm Alte Weser	2018-03-22	1.1	2.9	4	NULL	0.3	9.7	18.9
Leuchtturm Alte Weser	2018-03-23	2	4.3	6.2	NULL	0	5.4	8.9
Leuchtturm Alte Weser	2018-03-24	3.7	5.8	8.8	NULL	1.7	4.3	6.4
Leuchtturm Alte Weser	2018-03-25	0.9	5.4	7.6	NULL	0	3.7	6.9
Leuchtturm Alte Weser	2018-03-26	0.7	2.3	3.4	NULL	4	4.6	9.2
Leuchtturm Alte Weser	2018-03-27	0.2	4.5	8.1	NULL	5.8	4.8	10.2
Leuchtturm Alte Weser	2018-03-28	0.3	2.7	5.5	NULL	0	10.5	16.9
Leuchtturm Alte Weser	2018-03-29	0.4	2	3.5	NULL	2.1	3.5	7
Leuchtturm Alte Weser	2018-03-30	0.3	3.1	7.2	NULL	5.3	10.6	16.9
Leuchtturm Alte Weser	2018-03-31	1.5	2.6	3.8	NULL	0	9.9	16.6
Leuchtturm Alte Weser	2018-04-01	1.4	2.5	3.5	NULL	11.7	7.1	11.8
Leuchtturm Alte Weser	2018-04-02	2.6	4.2	7.3	NULL	5.9	5.6	13.3
Leuchtturm Alte Weser	2018-04-03	5.7	10.4	15.4	NULL	1.3	9	13.7
Leuchtturm Alte Weser	2018-04-04	5.9	9.5	13.9	NULL	2.7	7.8	18.8
Leuchtturm Alte Weser	2018-04-05	3.6	5.9	8.6	NULL	2.8	11.9	21.1
Leuchtturm Alte Weser	2018-04-06	2.7	6.7	11.5	NULL	11.3	7.4	16.1
Leuchtturm Alte Weser	2018-04-07	6.6	12	18.1	NULL	10.2	8.8	15.4
Leuchtturm Alte Weser	2018-04-08	9.1	14	20	NULL	9.8	5.1	10.6
Leuchtturm Alte Weser	2018-04-09	4.6	7.1	16.6	NULL	5.6	8.2	13.6
Leuchtturm Alte Weser	2018-04-10	5.6	8.5	12.6	NULL	6.5	13.6	21.1
Leuchtturm Alte Weser	2018-04-11	5	6.2	7.9	NULL	4.8	13.4	17.7
Leuchtturm Alte Weser	2018-04-12	4.4	7.7	12.5	NULL	6.7	11.7	16.4
Leuchtturm Alte Weser	2018-04-13	5.5	8.1	10.2	NULL	0	6.7	12.3
Leuchtturm Alte Weser	2018-04-14	5.6	6.3	8.1	NULL	0	9.8	15.7
Leuchtturm Alte Weser	2018-04-15	7.3	9.7	13.7	NULL	1.6	4.8	10.3
Leuchtturm Alte Weser	2018-04-16	7.6	9.7	11.4	NULL	7.7	5.1	10.8
Leuchtturm Alte Weser	2018-04-17	7.5	12.3	17.9	NULL	10.7	4.5	8.1
Leuchtturm Alte Weser	2018-04-19	13	19.6	25.4	NULL	13.4	7.1	13.6
Leuchtturm Alte Weser	2018-04-20	7.3	14.6	19.7	NULL	13.4	9.2	12.8
Leuchtturm Alte Weser	2018-04-21	6.5	8	10.3	NULL	13.7	4.5	10.1
Leuchtturm Alte Weser	2018-04-22	6.2	13.3	20.2	NULL	10.5	6.3	20.4
Leuchtturm Alte Weser	2018-04-23	7.7	9.7	16.2	NULL	9.6	9.7	16.3
Leuchtturm Alte Weser	2018-04-24	7.6	8.9	10.6	NULL	3.4	9.2	16.4
Leuchtturm Alte Weser	2018-04-25	6.5	8.6	11.7	NULL	2.2	10.1	20
Leuchtturm Alte Weser	2018-04-26	7.4	8.3	9.6	NULL	10.6	10.4	15.8
Leuchtturm Alte Weser	2018-04-27	6.8	9.6	13.4	NULL	7.8	5.7	12.5
Leuchtturm Alte Weser	2018-04-28	9.3	10.2	11.5	NULL	1.6	5.4	9.4
Leuchtturm Alte Weser	2018-04-29	7.2	9.6	11	NULL	3.3	6.5	14.6
Leuchtturm Alte Weser	2018-04-30	8.5	11.3	14.6	NULL	3.1	11	19.1
Leuchtturm Alte Weser	2018-05-01	5.5	7.7	9.2	NULL	2.3	13.9	26.7
Leuchtturm Alte Weser	2018-05-02	7.6	11.2	15.4	NULL	12.2	8.4	12.8
Leuchtturm Alte Weser	2018-05-03	7.4	8.6	12.2	NULL	13.9	5.6	13.2
Leuchtturm Alte Weser	2018-05-04	7	8.9	12.4	NULL	14.8	2.3	6.1
Leuchtturm Alte Weser	2018-05-05	9.5	12.1	15.6	NULL	14	5.4	8.8
Leuchtturm Alte Weser	2018-05-06	11.7	15.9	20.9	NULL	15	5.5	9.8
Leuchtturm Alte Weser	2018-05-07	14.5	18.5	24.4	NULL	15.1	6	10.2
Leuchtturm Alte Weser	2018-05-08	14.4	19.5	25.2	NULL	14.9	7	10.7
Leuchtturm Alte Weser	2018-05-09	16.2	20.8	26.6	NULL	13.9	6.6	10.5
Leuchtturm Alte Weser	2018-05-10	10.3	13.4	18.5	NULL	7.7	8.4	16.7
Leuchtturm Alte Weser	2018-05-11	9.4	11	14.1	NULL	13.1	4.9	9.3
Leuchtturm Alte Weser	2018-05-12	13.5	15.9	19.8	NULL	5.4	6.9	11.3
Leuchtturm Alte Weser	2018-05-13	14.1	17.6	22.3	NULL	8	9.6	12.9
Leuchtturm Alte Weser	2018-05-14	14.6	17.8	22.2	NULL	15.1	9.4	14
Leuchtturm Alte Weser	2018-05-15	13.8	15.8	19.3	NULL	14.7	7.3	11.9
Leuchtturm Alte Weser	2018-05-16	9.6	13.1	18	NULL	6.9	11.8	19.3
Leuchtturm Alte Weser	2018-05-17	8.9	9.4	10.3	NULL	2.1	12	15.7
Leuchtturm Alte Weser	2018-05-18	8.7	9.3	10.1	NULL	2.2	7.9	13.5
Leuchtturm Alte Weser	2018-05-19	9.6	11.7	14.2	NULL	7.3	3.8	8.5
Leuchtturm Alte Weser	2018-05-20	12.7	16.5	20.9	NULL	15.2	8	12.2
Leuchtturm Alte Weser	2018-05-21	12.7	16.6	21.5	NULL	14.9	9.4	14.5
Leuchtturm Alte Weser	2018-05-22	14.1	17.1	22.3	NULL	13.9	8.2	13.6
Leuchtturm Alte Weser	2018-05-23	14.4	17.7	21.4	NULL	13.3	7.6	12
Leuchtturm Alte Weser	2018-05-24	14.9	18.3	22.8	NULL	15.4	10.2	14.1
Leuchtturm Alte Weser	2018-05-25	15.1	18.2	24.1	NULL	15.2	10.6	16.3
Leuchtturm Alte Weser	2018-05-26	13.8	17.7	23	NULL	15.5	7.5	12.4
Leuchtturm Alte Weser	2018-05-27	14	17.8	20.8	NULL	15.3	7.9	12.6
Leuchtturm Alte Weser	2018-05-28	13.7	19	23.1	NULL	13.2	8	11.9
Leuchtturm Alte Weser	2018-05-29	16.4	21.6	27.3	NULL	12.9	9.7	13.6
Leuchtturm Alte Weser	2018-05-30	19	21.3	24.3	NULL	8.3	5.9	11.2
Leuchtturm Alte Weser	2018-05-31	15.3	21.2	25.4	NULL	12	6.4	12
Leuchtturm Alte Weser	2018-06-01	15.6	19.4	24.1	NULL	8.6	5.6	13.6
Leuchtturm Alte Weser	2018-06-02	13.6	15	16.8	NULL	0	7.6	13.3
Leuchtturm Alte Weser	2018-06-03	13.4	14.8	16	NULL	7.4	4.8	8.9
Leuchtturm Alte Weser	2018-06-04	13.4	14	15.2	NULL	0	6.2	9.5
Leuchtturm Alte Weser	2018-06-05	13.5	14.2	16.1	NULL	11.9	4.7	8.9
Leuchtturm Alte Weser	2018-06-06	15.6	20.3	23.8	NULL	15.3	6.5	10.7
Leuchtturm Alte Weser	2018-06-07	17.3	21.2	26.1	NULL	15.4	6.3	10.2
Leuchtturm Alte Weser	2018-06-08	17.2	18.8	21.8	NULL	10.3	6.1	10.9
Leuchtturm Alte Weser	2018-06-09	16.2	17.3	19.2	NULL	3.9	7.5	10.9
Leuchtturm Alte Weser	2018-06-10	14.5	16.1	17.9	NULL	3.3	8.1	12.1
Leuchtturm Alte Weser	2018-06-11	13.9	14.5	15.1	NULL	2.4	8	13.9
Leuchtturm Alte Weser	2018-06-12	12.5	13.9	14.7	NULL	0.2	9.9	15.1
Leuchtturm Alte Weser	2018-06-13	11.6	13.8	14.4	NULL	2.2	9.5	16.2
Leuchtturm Alte Weser	2018-06-14	13.5	15.6	19.4	NULL	5.8	9.8	15.9
Leuchtturm Alte Weser	2018-06-15	14	16.8	21.4	NULL	13	4	8.3
Leuchtturm Alte Weser	2018-06-16	15.6	17	19.1	NULL	2.8	4.2	8.8
Leuchtturm Alte Weser	2018-06-17	13.9	15.2	16.9	NULL	5.4	7	12.4
Leuchtturm Alte Weser	2018-06-18	13.8	15.3	16.8	NULL	0.3	7.6	12
Leuchtturm Alte Weser	2018-06-19	14.9	15.5	16.3	NULL	9.6	7	13.2
Leuchtturm Alte Weser	2018-06-20	15.3	17.7	22.2	NULL	11.2	8.8	14.7
Leuchtturm Alte Weser	2018-06-21	10.1	13	15.4	NULL	5.1	13.4	27.8
Leuchtturm Alte Weser	2018-06-22	10.6	12.8	13.9	NULL	4.5	15	21.3
Leuchtturm Alte Weser	2018-06-23	11.9	13	13.6	NULL	0.6	14.1	20.1
Leuchtturm Alte Weser	2018-06-24	11.8	13.4	14.3	NULL	0.8	10.7	14.5
Leuchtturm Alte Weser	2018-06-25	12.9	13.5	14.6	NULL	0.1	10.1	13.9
Leuchtturm Alte Weser	2018-06-26	13	13.6	14.1	NULL	0	5.3	10
Leuchtturm Alte Weser	2018-06-27	12.8	14.6	18	NULL	10.5	4.4	10.6
Leuchtturm Alte Weser	2018-06-28	16	16.9	18.7	NULL	14.7	6.7	10.7
Leuchtturm Alte Weser	2018-06-29	13.8	16.1	19.8	NULL	10.7	6.5	9.1
Leuchtturm Alte Weser	2018-06-30	16.1	17.6	20	NULL	15.4	6.8	12.4
Leuchtturm Alte Weser	2018-07-01	16.4	18.6	21.9	NULL	15.6	6.7	11.2
Leuchtturm Alte Weser	2018-07-02	15.7	17	17.9	NULL	15.6	4.9	9.2
Leuchtturm Alte Weser	2018-07-03	14.8	15.5	16.6	NULL	15.1	5.4	7.8
Leuchtturm Alte Weser	2018-07-04	14.8	15.4	16.4	NULL	5.8	3.8	6.7
Leuchtturm Alte Weser	2018-07-05	14.6	15.8	16.6	NULL	0.1	7.5	12.6
Leuchtturm Alte Weser	2018-07-06	14.8	15.4	15.9	NULL	10.2	10.4	13.8
Leuchtturm Alte Weser	2018-07-07	14.7	15.3	15.8	NULL	10.8	10.9	15.8
Leuchtturm Alte Weser	2018-07-08	14.8	15.2	16.1	NULL	14.4	8.3	12.7
Leuchtturm Alte Weser	2018-07-09	12.9	15.2	16.5	NULL	1.5	10.6	17.9
Leuchtturm Alte Weser	2018-07-10	14.4	16.6	20.4	NULL	9.9	8.5	16.5
Leuchtturm Alte Weser	2018-07-11	15.9	17.6	18.6	NULL	2	7.4	11.1
Leuchtturm Alte Weser	2018-07-12	15	16.4	17.7	NULL	10.6	6.5	11.9
Leuchtturm Alte Weser	2018-07-13	14.8	15.4	16.3	NULL	1.2	6.7	10.9
Leuchtturm Alte Weser	2018-07-14	15.2	16	16.6	NULL	6.6	4.4	8.1
Leuchtturm Alte Weser	2018-07-15	15.4	17	18.4	NULL	15.6	2.7	7
Leuchtturm Alte Weser	2018-07-16	17.9	19.3	21.2	NULL	15.4	5.2	9.1
Leuchtturm Alte Weser	2018-07-17	16.9	20.6	27.1	NULL	14.8	5.4	15
Leuchtturm Alte Weser	2018-07-18	16.8	17.4	17.9	NULL	13.9	7	11.2
Leuchtturm Alte Weser	2018-07-19	16.7	17.4	18.2	NULL	13.3	4.2	8.6
Leuchtturm Alte Weser	2018-07-20	16.8	18.3	20.7	NULL	10.4	6.2	10.6
Leuchtturm Alte Weser	2018-07-21	18.7	20.3	24.8	NULL	5.6	6.5	9.8
Leuchtturm Alte Weser	2018-07-22	17.8	18.5	20.3	NULL	12.6	5.8	9.4
Leuchtturm Alte Weser	2018-07-23	17.3	18.7	19.9	NULL	14.4	2.4	5.3
Leuchtturm Alte Weser	2018-07-24	19.5	22.4	25.7	NULL	15	4.5	8.1
Leuchtturm Alte Weser	2018-07-25	19.6	20.6	22.5	NULL	14	8	11.4
Leuchtturm Alte Weser	2018-07-26	20.1	25.3	30.1	NULL	14.2	7.7	12.4
Leuchtturm Alte Weser	2018-07-27	22.3	25.6	29.8	NULL	15	8.5	14.6
Leuchtturm Alte Weser	2018-07-28	18.7	21.8	26.5	NULL	5.1	8.7	14.3
Leuchtturm Alte Weser	2018-07-29	17.2	21.7	27.4	NULL	10.5	6.4	10.8
Leuchtturm Alte Weser	2018-07-30	22	24.5	27	NULL	8	6.1	9.8
Leuchtturm Alte Weser	2018-07-31	18.1	21.4	27.9	NULL	12.2	5.7	18.8
Leuchtturm Alte Weser	2018-08-01	17.8	18.8	20.2	NULL	11.9	2.9	5.1
Leuchtturm Alte Weser	2018-08-02	19.4	21.3	23.1	NULL	13.6	3.3	7.5
Leuchtturm Alte Weser	2018-08-03	20.3	21.1	21.9	NULL	14.5	4	6.7
Leuchtturm Alte Weser	2018-08-04	18.6	20.2	20.9	NULL	10.7	4.8	12.2
Leuchtturm Alte Weser	2018-08-05	18	18.6	19.2	NULL	10.7	8.2	12.6
Leuchtturm Alte Weser	2018-08-06	17.6	20.7	26.4	NULL	13	5.1	8.4
Leuchtturm Alte Weser	2018-08-07	21.3	25.3	31.6	NULL	13.9	5.2	9.9
Leuchtturm Alte Weser	2018-08-08	18.9	22	26.8	NULL	5	8.1	19.5
Leuchtturm Alte Weser	2018-08-09	18.7	20.4	23	NULL	6.6	6.5	23
Leuchtturm Alte Weser	2018-08-10	14.7	17.2	19	NULL	4.8	13.4	28.9
Leuchtturm Alte Weser	2018-08-11	12.5	16	17.9	NULL	6.4	12.1	25.9
Leuchtturm Alte Weser	2018-08-12	14.9	18.4	22.5	NULL	2.7	6.7	11.5
Leuchtturm Alte Weser	2018-08-13	17.5	19.6	21.8	NULL	0.9	4.6	11.4
Leuchtturm Alte Weser	2018-08-14	17	18.3	19.2	NULL	5.4	9.2	17
Leuchtturm Alte Weser	2018-08-15	16.6	19.1	21.5	NULL	3.8	5	13.7
Leuchtturm Alte Weser	2018-08-16	17.8	19.6	21.9	NULL	7.6	7.6	12.4
Leuchtturm Alte Weser	2018-08-17	16.5	18	19.1	NULL	6.7	4.8	8.4
Leuchtturm Alte Weser	2018-08-18	16.2	18.6	20.9	NULL	7.8	8.5	12.3
Leuchtturm Alte Weser	2018-08-19	17	18.9	21	NULL	0.8	8.5	14.4
Leuchtturm Alte Weser	2018-08-20	17.1	18.1	19.5	NULL	5.9	7.5	14.5
Leuchtturm Alte Weser	2018-08-21	17	19.4	22.9	NULL	11.7	3.4	8.4
Leuchtturm Alte Weser	2018-08-22	18.9	20.7	26.8	NULL	12	5.9	10.8
Leuchtturm Alte Weser	2018-08-23	17.3	19.5	21.8	NULL	1	7.1	13.9
Leuchtturm Alte Weser	2018-08-24	11	15.9	18.2	NULL	4.5	12	28.3
Leuchtturm Alte Weser	2018-08-25	11.7	13.8	16.2	NULL	3	8.7	20.4
Leuchtturm Alte Weser	2018-08-26	12.5	15.3	17.6	NULL	3.2	7.4	15.8
Leuchtturm Alte Weser	2018-08-27	13.1	16.2	18.5	NULL	3.7	13.7	24
Leuchtturm Alte Weser	2018-08-28	15.4	17.3	18.6	NULL	2.6	6.2	13.6
Leuchtturm Alte Weser	2018-08-29	16.2	19	23.7	NULL	9.4	6.3	13.8
Leuchtturm Alte Weser	2018-08-30	16	16.8	17.8	NULL	3.4	11.9	18
Leuchtturm Alte Weser	2018-08-31	15.7	16.2	16.8	NULL	10.9	8.6	14.4
Leuchtturm Alte Weser	2018-09-01	16.3	16.7	17.2	NULL	11.9	5.2	9.2
Leuchtturm Alte Weser	2018-09-02	16.3	17.5	19.6	NULL	12.7	5.3	10.9
Leuchtturm Alte Weser	2018-09-03	17.2	19.4	23.1	NULL	7.4	7.8	12
Leuchtturm Alte Weser	2018-09-04	16.5	18.6	21.6	NULL	8	6.8	9.7
Leuchtturm Alte Weser	2018-09-05	16	18.4	22.1	NULL	12.2	5.8	10.3
Leuchtturm Alte Weser	2018-09-06	16.6	18.3	22	NULL	5.7	5.5	9.7
Leuchtturm Alte Weser	2018-09-07	12	15.4	17.3	NULL	4.9	9.8	20.5
Leuchtturm Alte Weser	2018-09-08	11.9	15.1	17.5	NULL	4.6	12.1	18.6
Leuchtturm Alte Weser	2018-09-09	14.1	17.4	20.5	NULL	4.6	8.4	14.8
Leuchtturm Alte Weser	2018-09-10	16.1	17.3	19.6	NULL	2.3	8.2	13.8
Leuchtturm Alte Weser	2018-09-11	14.5	16.5	18.8	NULL	0	12.2	20.6
Leuchtturm Alte Weser	2018-09-12	12.8	15.4	16.6	NULL	0	7.7	13.2
Leuchtturm Alte Weser	2018-09-13	14.6	15.7	16.5	NULL	10.8	4.9	9.1
Leuchtturm Alte Weser	2018-09-14	13.2	15.2	17	NULL	3.8	8.3	13.3
Leuchtturm Alte Weser	2018-09-15	13.6	15.2	16.5	NULL	5.3	10.6	19.5
Leuchtturm Alte Weser	2018-09-16	14	16.7	19.5	NULL	5.9	7.3	12.9
Leuchtturm Alte Weser	2018-09-17	15	17.4	20.6	NULL	10.8	5.4	10.2
Leuchtturm Alte Weser	2018-09-18	16.7	19.2	26.3	NULL	11.6	10.2	18.3
Leuchtturm Alte Weser	2018-09-19	15.7	18.8	23	NULL	8.4	10.3	17.3
Leuchtturm Alte Weser	2018-09-20	17.2	19	21	NULL	4	9.9	15
Leuchtturm Alte Weser	2018-09-21	10.4	15.4	20.3	NULL	3.3	16.6	29.6
Leuchtturm Alte Weser	2018-09-22	10.9	13.6	15.1	NULL	2.8	13.8	23.2
Leuchtturm Alte Weser	2018-09-23	9	12.4	13.8	NULL	0	10.5	28.5
Leuchtturm Alte Weser	2018-09-24	9.5	12.1	13.1	NULL	5	15.9	27.4
Leuchtturm Alte Weser	2018-09-25	11	12.6	13.7	NULL	6	5.8	15.7
Leuchtturm Alte Weser	2018-09-26	10.4	13.7	16.5	NULL	3.7	13.8	21.4
Leuchtturm Alte Weser	2018-09-27	13.4	15.8	18	NULL	6.1	9.8	16.4
Leuchtturm Alte Weser	2018-09-28	12.4	13.1	14.5	NULL	7.2	10.2	14.8
Leuchtturm Alte Weser	2018-09-29	11	12.8	13.9	NULL	4.9	7.4	11.8
Leuchtturm Alte Weser	2018-09-30	10.5	12.6	14.6	NULL	4	8.7	13
Leuchtturm Alte Weser	2018-10-01	8.8	11.3	13.3	NULL	4.3	10.9	21.8
Leuchtturm Alte Weser	2018-10-02	7.6	11.5	15	NULL	0.2	15.7	26.7
Leuchtturm Alte Weser	2018-10-04	10.5	13.3	15.3	NULL	0	8.9	13.9
Leuchtturm Alte Weser	2018-10-05	12.1	15	18.6	NULL	9.8	6.9	11.4
Leuchtturm Alte Weser	2018-10-06	8.7	13.9	17.2	NULL	6.7	4.1	22.3
Leuchtturm Alte Weser	2018-10-07	9.3	11.1	12	NULL	8.1	6.7	19.5
Leuchtturm Alte Weser	2018-10-08	10.1	12.2	14.6	NULL	5.1	8.1	11.6
Leuchtturm Alte Weser	2018-10-09	10.7	13.5	16.8	NULL	6.3	6.8	10.8
Leuchtturm Alte Weser	2018-10-10	11.8	14.6	18.1	NULL	10.2	6.9	13.2
Leuchtturm Alte Weser	2018-10-11	13.3	16.8	20.3	NULL	9.9	7.9	11.6
Leuchtturm Alte Weser	2018-10-12	14.4	17.8	22.1	NULL	9.8	9.3	13.2
Leuchtturm Alte Weser	2018-10-13	16	19.9	24.7	NULL	9	10.7	17.5
Leuchtturm Alte Weser	2018-10-14	14.9	18.8	23.2	NULL	9.7	10	13
Leuchtturm Alte Weser	2018-10-15	14.3	17.7	21.9	NULL	9.4	6.7	10.3
Leuchtturm Alte Weser	2018-10-16	15.2	17.2	20.1	NULL	5	4.7	9.7
Leuchtturm Alte Weser	2018-10-17	14.3	15.2	16.9	NULL	3.8	5.4	9
Leuchtturm Alte Weser	2018-10-18	11.3	13	14.6	NULL	7.7	8.1	13.4
Leuchtturm Alte Weser	2018-10-19	10.4	11.2	12.5	NULL	2.3	3.4	8.4
Leuchtturm Alte Weser	2018-10-20	10.6	12.6	14.3	NULL	5.4	7.2	12.4
