Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Wasserkuppe	2021-10-03	8.9	12.9	15.9	4.4	0	11.7	17.9
Wasserkuppe	2021-10-04	6.1	7.8	10.9	7.3	0.5	3.5	8.2
Wasserkuppe	2021-10-05	6.3	8	11.7	4.1	0.7	6.1	17.9
Wasserkuppe	2021-10-06	4.9	5.8	8.7	4.8	1	8	15.5
Wasserkuppe	2021-10-07	5.7	7.1	10.8	0	3.5	3.2	8.7
Wasserkuppe	2021-10-08	4.6	7.4	11.5	0	5.1	5.2	12.7
Wasserkuppe	2021-10-09	2.9	7.2	12.6	0	10.2	6.2	13.1
Wasserkuppe	2021-10-10	1.4	5.7	12	0	9.7	3.4	11.4
Wasserkuppe	2021-10-11	2.8	5	6.5	3	0.3	4.3	9.6
Wasserkuppe	2021-10-12	2.4	4.1	5.5	10	0	5.9	15.1
Wasserkuppe	2021-10-13	1.6	3.4	6.4	4.9	2	4.5	10.2
Wasserkuppe	2021-10-14	3.9	5.2	6.7	3.8	0	5.2	11.8
Wasserkuppe	2021-10-15	3.5	5.2	6.3	1.3	0	6.5	13.3
Wasserkuppe	2021-10-16	2	4.3	9.4	0	4.9	2.2	7.9
Wasserkuppe	2021-10-17	2.9	5	6.9	0	0	1.8	7.4
Wasserkuppe	2021-10-18	2.5	5.9	10.3	0	9.1	3.7	9.5
Wasserkuppe	2021-10-19	7.1	9.1	11	1.4	0	8.5	15.8
Wasserkuppe	2021-10-20	9.6	10.9	12.1	10.3	2.1	11.9	25.4
Wasserkuppe	2021-10-21	1.3	5.5	10	10.6	1.5	14.1	36.2
Wasserkuppe	2021-10-22	0.4	1.8	3.2	1.7	0.6	8.1	16.8
Wasserkuppe	2021-10-23	0.2	2.1	5.8	0	2.7	3.5	9.5
Wasserkuppe	2021-10-24	0.8	4.4	10.3	0	9.4	8.6	17.1
Wasserkuppe	2021-10-25	1.1	6.4	10.9	0	8.9	6.8	12.5
Wasserkuppe	2021-10-26	4.8	6	7.5	0.2	0	6.6	11.5
Wasserkuppe	2021-10-27	4.7	6.5	8.1	0.2	0	5.6	11.4
Wasserkuppe	2021-10-28	1.6	6.3	11.6	0	9.3	5.3	14.5
Wasserkuppe	2021-10-29	5.3	8.5	14.2	0	8.2	4.8	8.8
Wasserkuppe	2021-10-30	5.9	8.4	11.1	0.2	3.6	9.6	21.4
Wasserkuppe	2021-10-31	8.7	10.4	14.3	5.3	2.8	11	17.9
Wasserkuppe	2021-11-01	4.3	5.9	10.4	1.5	0	8.2	17.6
Wasserkuppe	2021-11-02	1.8	3.2	5	6.1	0.3	6.3	11.1
Wasserkuppe	2021-11-03	1.5	3	5.5	2.2	0	5.5	15.7
Wasserkuppe	2021-11-04	1.4	2.4	3.4	11	0	4.9	12.8
Wasserkuppe	2021-11-05	1.3	2.3	3.1	0.1	0	3.9	8.9
Wasserkuppe	2021-11-06	1.3	2.4	4.7	0	1.1	6.3	13.2
Wasserkuppe	2021-11-07	1	1.9	2.9	2.2	0	9	17.5
Wasserkuppe	2021-11-08	1.2	1.9	3.5	0	0.3	3.3	10.1
Wasserkuppe	2021-11-09	0.4	2.7	6.7	0	8.2	5.4	14.2
Wasserkuppe	2021-11-10	0.4	2.7	7.8	0	6.6	3.5	8.6
Wasserkuppe	2021-11-11	1.9	5.1	10.6	0	8.8	2.4	5.1
Wasserkuppe	2021-11-12	1.9	4.8	10.6	0	8.7	4.2	9.2
Wasserkuppe	2021-11-13	1.9	3	5.4	3.5	0	5.3	11.9
Wasserkuppe	2021-11-14	2.5	3.4	5.7	0	0	4.8	10.5
Wasserkuppe	2021-11-15	-0.2	1.7	2.6	0	0	4.6	10.2
Wasserkuppe	2021-11-16	-0.8	0.4	1.3	0	0	3.1	7.8
Wasserkuppe	2021-11-17	-0.9	0.4	1.9	0.5	0	4.8	10.2
Wasserkuppe	2021-11-18	1.4	1.9	2.5	1.1	0	6.3	12.8
Wasserkuppe	2021-11-19	2.4	3.5	4.4	1.2	0	6	10.7
Wasserkuppe	2021-11-20	1.2	3.2	4.3	0	0	4.4	9.1
Wasserkuppe	2021-11-21	0.8	1.4	1.8	0.1	0	4.7	9.7
Wasserkuppe	2021-11-22	-3.5	-1	1.4	0.2	0.5	6.5	12.1
Wasserkuppe	2021-11-23	-3.6	-0.3	2.8	0	3.8	5.1	9.7
Wasserkuppe	2021-11-24	-2.1	-0.4	1.8	0	0.6	4.6	11.1
Wasserkuppe	2021-11-25	-3.3	-2.8	-2	0	0	3.7	10.9
Wasserkuppe	2021-11-26	-3.4	-2.5	-1.9	1.6	0.5	7.2	19.5
Wasserkuppe	2021-11-27	-3.4	-2.3	-1.4	0.5	0	7.9	17
Wasserkuppe	2021-11-28	-4.5	-2.8	-1.6	0.7	0	3.7	10.1
Wasserkuppe	2021-11-29	-4.2	-3.4	-3	3.9	0	4.7	11.3
Wasserkuppe	2021-11-30	-3.7	-1.4	1	24.7	0	11.2	23
Wasserkuppe	2021-12-01	-0.4	1	2.1	4.9	0	13	24.4
Wasserkuppe	2021-12-02	-4.9	-2.1	-0.2	8.4	0	5.5	12.9
Wasserkuppe	2021-12-03	-6	-4.6	-3	0.4	0.3	9.3	19.4
Wasserkuppe	2021-12-04	-3.2	-1.5	1	2.8	0	7.9	16.4
Wasserkuppe	2021-12-05	-3.8	-1.9	-1.1	0.7	0.1	5.2	14.6
Wasserkuppe	2021-12-06	-5.4	-2.8	1.7	2.7	2.2	3.9	14.8
Wasserkuppe	2021-12-07	-4	-2.7	-1.6	5.6	0	8.8	23.4
Wasserkuppe	2021-12-08	-3.9	-2	-0.2	0.8	0	8.3	24.7
Wasserkuppe	2021-12-09	-2.9	-2	-1.1	0.6	0.1	5.2	12.4
Wasserkuppe	2021-12-10	-4	-3	-1.8	0.3	0.2	8.4	18.5
Wasserkuppe	2021-12-11	-3.8	-2.8	-1.5	0.7	1.9	4.7	9.9
Wasserkuppe	2021-12-12	-2.5	-0.8	2.6	8	0	8.2	17.1
Wasserkuppe	2021-12-13	0.9	2.4	4.6	0.9	0.2	3.9	9.8
Wasserkuppe	2021-12-14	0.8	1.5	2.2	0.7	0	4.9	9.8
Wasserkuppe	2021-12-15	1	1.9	2.6	2.1	0	3.4	6.8
Wasserkuppe	2021-12-16	1.5	2.4	3.3	0.1	0	5.6	10.2
Wasserkuppe	2021-12-17	-0.8	1.2	4.3	0	0.3	4.8	10.7
Wasserkuppe	2021-12-18	-1.2	2	6.1	0	6.2	5.2	10.7
Wasserkuppe	2021-12-19	-0.4	0	0.4	0	0	7.7	16.3
Wasserkuppe	2021-12-20	-4.9	-2.7	0.1	0	7.8	5.1	12.9
Wasserkuppe	2021-12-21	-6.3	-4.5	0	0	6.8	2.3	5
Wasserkuppe	2021-12-22	-7.5	-5.6	-2.3	0	6.7	4.6	8.3
Wasserkuppe	2021-12-23	-4.3	-1.7	2	5.5	0	8.3	18.5
Wasserkuppe	2021-12-24	1.9	2.3	2.8	0.5	0	9.1	19.2
Wasserkuppe	2021-12-25	-6.8	-3	2.1	3.3	0	6.3	15.6
Wasserkuppe	2021-12-26	-6	-1.7	0.6	0.7	0.3	4.2	9.8
Wasserkuppe	2021-12-27	-0.6	0.6	2	0.9	0	6.7	13.6
Wasserkuppe	2021-12-28	0.7	2.6	4.7	18.8	0	10.1	19.8
Wasserkuppe	2021-12-29	2.7	3.5	6.1	10.7	0	7.5	15.4
Wasserkuppe	2021-12-30	5.5	7.5	9.1	5.8	0	8.3	16.9
Wasserkuppe	2021-12-31	6.1	6.9	8	0.5	1	8.7	16.5
Weiden	2021-01-01	-0.5	0.4	1.5	1.3	0	1.1	4.7
Weiden	2021-01-02	-2	-0.8	0.4	5.1	0	2.6	10.8
Weiden	2021-01-03	-1.3	-0.5	0.6	0.2	0	1.3	4.3
Weiden	2021-01-04	-1.4	-0.3	0.7	0	0	1	3.5
Weiden	2021-01-05	-0.3	0.8	2.3	0	0	2.1	6.3
Weiden	2021-01-06	-0.7	-0.1	0.8	2.7	0	1.9	5.8
Weiden	2021-01-07	-1.6	-0.8	-0.2	1.1	0	1.9	7
Weiden	2021-01-08	-1.6	-1	-0.3	0.8	0	2.3	6.9
Weiden	2021-01-09	-2.3	-1.3	-0.4	0	0.4	1.3	5
Weiden	2021-01-10	-8.4	-2.7	0.9	0	1.3	0.9	3.7
Weiden	2021-01-11	-11.2	-7.6	-5	0.1	0	1.8	8.1
Weiden	2021-01-12	-6.3	-2.3	0.3	8.4	0	3	9.3
Weiden	2021-01-13	-2.3	-0.9	-0.1	0.1	0	2.9	11.2
Weiden	2021-01-14	-3.8	-1.4	-0.1	0	0.3	3.1	11.2
Weiden	2021-01-15	-6	-3.7	-1.3	0.2	0	1.4	7.5
Weiden	2021-01-16	-5.6	-4.7	-4.1	0	0	1.9	8
Weiden	2021-01-17	-5.5	-4.1	-2.5	1.8	0	1	3.8
Weiden	2021-01-18	-3.5	-0.9	1	0.8	0	2.2	8
Weiden	2021-01-19	-0.9	0.1	1.6	7.7	0	3.3	8.7
Weiden	2021-01-20	-2.9	1.2	4.8	0	4.8	2.1	7.3
Weiden	2021-01-21	-4.2	2.6	7.6	0.5	1.7	2.4	9.8
Weiden	2021-01-22	2.1	5	9.1	8.9	1.7	2.9	10.3
Weiden	2021-01-23	-1.7	0.6	3.2	5.4	0	2.3	9
Weiden	2021-01-24	-2	-0.7	-0.1	2.9	0	3	10.9
Weiden	2021-01-25	-6.2	-3.1	-1.3	1.1	0	1	4.1
Weiden	2021-01-26	-3.7	-1.4	0.3	1.9	0	3	11.9
Weiden	2021-01-27	-3.5	-1.2	0.7	0.4	2	2.2	7.2
Weiden	2021-01-28	-0.9	0.6	1.7	17	0	1.8	7
Weiden	2021-01-29	0.8	3.9	6.5	11.7	0	2.9	14.1
Weiden	2021-01-30	-2.3	0.7	4.8	4.9	0	3.7	12.5
Weiden	2021-01-31	-4.1	-2.6	-0.3	0	6.4	2.4	8.7
Weiden	2021-02-01	-4.7	-1.8	0.8	2.3	0.2	1.6	5.4
Weiden	2021-02-02	0.7	4.1	7.9	6.2	0	2.6	7
Weiden	2021-02-03	7	7.9	8.9	12	0	3.2	12.3
Weiden	2021-02-04	-0.4	4.8	8.1	0	0.5	2.9	14.7
Weiden	2021-02-05	-0.3	2.6	5	1.6	0	1	4.5
Weiden	2021-02-06	0.3	2.3	3.3	1.7	0	2.3	17
Weiden	2021-02-07	-4.3	-1.1	0.3	4.4	0	2.7	10.3
Weiden	2021-02-08	-7.2	-5.7	-4.3	1.5	0	2.3	5.6
Weiden	2021-02-09	-9.6	-7.3	-4.7	0.1	0	1.6	5.9
Weiden	2021-02-10	-12.7	-9.2	-6.7	0.1	0	3.7	9.2
Weiden	2021-02-11	-14.1	-9.4	-3.9	0.1	1.2	1.3	6.4
Weiden	2021-02-12	-16.1	-10.9	-5.2	0	6.9	2.1	9.3
Weiden	2021-02-13	-14.9	-9.7	-3.2	0	4.6	1.6	10.3
Weiden	2021-02-14	-16.2	-9	0	0	8.5	0.7	3.5
Weiden	2021-02-15	-13.7	-6.4	0	2.4	5.2	1.5	6.9
Weiden	2021-02-16	-2.4	0.5	3.2	1.3	0	2.1	6.3
Weiden	2021-02-17	1.3	4.5	8	0.6	0.3	2.2	9.3
Weiden	2021-02-18	0.2	5.1	10.1	0.4	5.5	1.4	8
Weiden	2021-02-19	0.8	6.2	10.2	0	7.7	2.1	6.7
Weiden	2021-02-20	-1.2	5.9	15	0	8.9	1.2	6.4
Weiden	2021-02-21	-0.7	2.8	8.3	0	9.1	1.7	6.7
Weiden	2021-02-22	-0.3	2.5	7.6	0	2	1.5	5.3
Weiden	2021-02-23	-2	5	14.9	0	6.3	0.8	4.4
Weiden	2021-02-24	-0.5	6.9	16.1	0	8.3	1	5
Weiden	2021-02-25	0.5	7.6	17.4	0	9	1.2	4.8
Weiden	2021-02-26	-0.5	5.2	15.2	0.3	6.3	2.2	10
Weiden	2021-02-27	-0.8	1.6	4.8	0	3.3	2.2	7.4
Weiden	2021-02-28	-2.8	2.9	10.2	0	9.8	1.6	6.3
Weiden	2021-03-01	-2.3	4.5	11.8	0	9.9	1.8	9.4
Weiden	2021-03-02	-1	5.1	14.1	0	9.9	1.6	6.6
Weiden	2021-03-03	-3.4	2.7	7.9	0	2.1	1.2	5.1
Weiden	2021-03-04	2.4	7	13.5	10	5.6	1.9	9.9
Weiden	2021-03-05	-4.6	0.4	4.4	0	3.5	3.1	11.6
Weiden	2021-03-06	-7.2	-1.5	4.8	0	10.1	0.9	5
Weiden	2021-03-07	-7.3	-0.4	7.2	0	10.3	1.3	7.2
Weiden	2021-03-08	-5.4	-1.2	2.7	0	0	1.2	5
Weiden	2021-03-09	-4.7	-0.2	4.4	0.7	0.5	0.9	3.7
Weiden	2021-03-10	-0.3	1.8	5.8	0.9	0.6	1.4	5.6
Weiden	2021-03-11	1.7	5.3	10.1	5.5	0	3.5	13.3
Weiden	2021-03-12	1.8	5	8.7	1.5	2.7	4.3	17.9
Weiden	2021-03-13	2.8	4.8	8.8	3.7	0.1	4.3	24.7
Weiden	2021-03-14	0.7	2.7	5.8	1.3	1.6	3.2	12.8
Weiden	2021-03-15	1.5	2.8	5.3	1.9	1.2	2.8	10.4
Weiden	2021-03-16	0.4	2.6	5.5	0	2.5	3.9	11.2
Weiden	2021-03-17	-2.4	0.9	4.3	0	0.7	2.2	9.2
Weiden	2021-03-18	-3.1	0.7	5.5	0.5	4.4	1.6	7.9
Weiden	2021-03-19	-2.6	-0.3	3.9	2.8	3.3	2.9	11.1
Weiden	2021-03-20	-5.6	-2.2	1.3	0	8.5	2.7	8.9
Weiden	2021-03-21	-1.6	1.1	3.7	0.4	0	2	6.8
Weiden	2021-03-22	1	2.6	5.5	0	0.3	1.6	6.7
Weiden	2021-03-23	0	3.1	5.5	0	0	2	8.2
Weiden	2021-03-24	1.3	6.2	13.4	0	8.2	1.2	5.5
Weiden	2021-03-25	-1.6	7.2	16.1	0	9.4	1.2	5.8
Weiden	2021-03-26	3.4	9.9	16.4	0	7.1	1.7	8
Weiden	2021-03-27	1.1	7.1	10.5	0.7	3.3	3.8	15.8
Weiden	2021-03-28	0.2	6.6	13.1	0	3.5	2.2	9.1
Weiden	2021-03-29	2	10.4	18.7	0	11	1.8	7.7
Weiden	2021-03-30	1.3	11	20.9	0	11.6	0.7	3.6
Weiden	2021-03-31	2.5	12.4	22.5	0	11.6	1.1	6.2
Weiden	2021-04-01	2.9	12.4	21.4	0	10.4	2.5	11.1
Weiden	2021-04-02	2.5	6.1	9.8	0.4	4.6	3.6	9.8
Weiden	2021-04-03	1.3	4.5	8.3	0	4	3.1	10
Weiden	2021-04-04	-2.1	5	11.7	0	11.2	1.7	8.6
Weiden	2021-04-05	-3.7	3.1	10.9	3.3	1.2	3.9	16.8
Weiden	2021-04-06	-3.6	-1.7	1.7	6.3	1.1	2.9	11
Weiden	2021-04-07	-2.8	-0.6	2.3	2	1.3	3.3	12.2
Weiden	2021-04-08	-1.3	1	6.1	0	0.9	3	9.2
Weiden	2021-04-09	-2	5.9	13.8	0	6.7	2.5	9.6
Weiden	2021-04-10	3.8	8.8	14.2	0.1	1.2	2.3	7.6
Weiden	2021-04-11	5.2	11.9	19.2	0.1	4.5	1.9	9.8
Weiden	2021-04-12	-0.3	2.2	6.8	3.8	0	2.8	9.9
Weiden	2021-04-13	-1.9	2.4	6.9	0	6	2.1	8.9
Weiden	2021-04-14	-3.4	1.1	5.9	0	3.4	2.2	8.3
Weiden	2021-04-15	-2.6	1.6	6.9	0.1	3.4	2.8	9.9
Weiden	2021-04-16	-0.7	1.9	4.3	0.1	0.2	1.9	6.5
Weiden	2021-04-17	0.7	2.9	5.4	0.2	0.2	2	8.1
Weiden	2021-04-18	2.7	5.9	9.6	0	0.4	1	4.4
Weiden	2021-04-19	3.3	7.6	12.4	0.1	0.7	1.5	8.7
Weiden	2021-04-20	2.1	7.8	15.6	1.3	4.3	1.8	7
Weiden	2021-04-21	1.1	7.7	15.8	1	5.4	1.7	10.8
Weiden	2021-04-22	1.8	6.8	12	0	11.4	3.4	10.9
Weiden	2021-04-23	-1	6.9	14.5	0	12.9	2.3	8.5
Weiden	2021-04-24	-0.3	7.9	15.6	0	12.6	2.2	10.8
Weiden	2021-04-25	0.7	6.9	13.2	0	13	3.2	9.2
Weiden	2021-04-26	-1.3	6.3	13.4	0	12.4	3.1	14.4
Weiden	2021-04-27	1.8	8.1	13.6	0	13	4.5	14.5
Weiden	2021-04-28	1.4	11	19.5	0	11.9	1.4	9.2
Weiden	2021-04-29	6.1	11	15.8	2.5	1.7	2.6	9.7
Weiden	2021-04-30	2.6	8.1	15	4.2	6.8	2	8.3
Weiden	2021-05-01	6.1	8.3	11.5	29.1	0	2.2	10.2
Weiden	2021-05-02	0.7	5.7	9.2	1.3	1.3	3.4	11.8
Weiden	2021-05-03	-0.1	6.2	12.7	0	6.3	2.3	10.5
Weiden	2021-05-04	4.6	9.5	15.8	2.9	5.3	4.3	15.6
Weiden	2021-05-05	1.2	5.5	12	2.2	4.4	3.8	23.4
Weiden	2021-05-06	2.7	6.1	9	5.7	1	2.8	10
Weiden	2021-05-07	0.1	5.7	10.7	1.5	4.4	3.7	15.2
Weiden	2021-05-08	-1.6	8.1	15.7	0	11.3	1.9	9.7
Weiden	2021-05-09	3.9	16.4	26.1	0	12.6	2.2	8.9
Weiden	2021-05-10	10.4	20.1	27.6	0	10.5	1.8	7.9
Weiden	2021-05-11	11.6	18	25.5	10.8	6	2.3	8.8
Weiden	2021-05-12	9.1	10.8	12	29.1	0	2.6	8.1
Weiden	2021-05-13	8	9.1	10.5	14.7	0	2.4	9.2
Weiden	2021-05-14	6.2	11.1	17.1	0.5	3.9	1.7	7.5
Weiden	2021-05-15	6	9.8	16.8	4.7	3.8	2.1	11.9
Weiden	2021-05-16	7.5	9.9	14.9	8.8	3.7	2.2	9.7
Weiden	2021-05-17	8.3	10.6	15.2	4.9	3.5	2.9	11.6
Weiden	2021-05-18	5.6	10.2	15.3	1.2	5.5	2.6	14.4
Weiden	2021-05-19	4.5	9.8	15.8	0	6.3	2.7	12.4
Weiden	2021-05-20	5.2	9.7	15	0.2	3.4	2.3	10.8
Weiden	2021-05-21	7.6	11.1	15.8	2.2	1.2	3.1	10.3
Weiden	2021-05-22	7.1	11.6	17.2	0.5	6.3	3.5	12.5
Weiden	2021-05-23	5.6	10.2	15.8	0.1	3.8	2.6	10.9
Weiden	2021-05-24	4.2	11.9	19.3	0.9	3.3	1.7	7.7
Weiden	2021-05-25	5.7	8.7	12.6	4.1	4.6	3.2	16.1
Weiden	2021-05-26	6.3	8.8	10.7	3.8	0.6	3.1	11
Weiden	2021-05-27	6.2	9.7	13.5	0.2	3.1	2.9	11.7
Weiden	2021-05-28	5.2	10.4	14.4	4.2	0.8	1.5	6.2
Weiden	2021-05-29	4.9	10.8	16.9	0	9.6	2.5	9.8
Weiden	2021-05-30	5	11.6	17.8	0	13.5	3.1	13.1
Weiden	2021-05-31	2.9	11.9	19.1	0	11.6	2	8.9
Weiden	2021-06-02	8	17.3	23.7	0	13.2	2.2	9
Weiden	2021-06-03	10.7	19.8	26.7	0	13.5	1.6	6.5
Weiden	2021-06-04	10.3	17.4	23.5	1.6	2	1	4.9
Weiden	2021-06-05	11.8	17.3	25.2	0.2	3.4	1.4	10.7
Weiden	2021-06-06	15	16.6	21.2	10.7	0.9	1	4.4
Weiden	2021-06-07	14.5	17.7	23	6.9	2.1	1.5	7.8
Weiden	2021-06-08	13.2	18.1	25.5	6.2	7.4	2	10.8
Weiden	2021-06-09	13.2	17.3	22.6	0.3	4	1.8	6.8
Weiden	2021-06-10	11.6	16.5	24.9	20.8	8.3	1.4	17.2
Weiden	2021-06-11	12.2	18.3	24.5	0.1	7	1.1	7.5
Weiden	2021-06-12	13.6	19.4	24.9	0	8.3	3.2	13.5
Weiden	2021-06-13	9.6	14.8	20.9	0	13.3	2.6	8.3
Weiden	2021-06-14	6.7	16.9	25.4	0	14.7	1.3	7
Weiden	2021-06-15	10.6	20	28.3	0	13.9	1.1	5.3
Weiden	2021-06-16	14.8	22.8	29.5	0	14	1.7	6.4
Weiden	2021-06-17	15.2	24.2	31.6	0	14.8	2.1	8.7
Weiden	2021-06-18	15.9	24.9	32	0	12.7	1.4	5.9
Weiden	2021-06-19	16.8	23.8	32.5	3.6	11.1	1.4	11.6
Weiden	2021-06-20	16.9	22.6	26.7	3.6	3.4	1.6	9.7
Weiden	2021-06-21	15	21.5	27.9	5.8	11.7	1.9	7.1
Weiden	2021-06-22	15.1	18.6	24.2	5.6	3.7	2.8	9.3
Weiden	2021-06-23	15.2	18	22.6	6	5.3	2.1	8.8
Weiden	2021-06-24	14.5	18.2	23.6	0	5.7	1.9	11.6
Weiden	2021-06-25	13.3	16	20.3	12.9	1.3	1.4	7
Weiden	2021-06-26	13.7	18.1	24.3	0	8.4	1.4	5.8
Weiden	2021-06-27	11.5	20	26.1	0	11.8	1.7	7.5
Weiden	2021-06-28	14.8	22.5	29.1	9.1	11.3	2.2	10.8
Weiden	2021-06-29	13.5	18.6	25.9	6.6	4.6	1.8	19.9
Weiden	2021-06-30	12.6	16	20.7	0.1	3.3	2.5	9.6
Weiden	2021-07-01	12	13.7	17.1	4.2	0.2	2.6	10.3
Weiden	2021-07-02	10.5	13.2	16.4	10.5	0	1.6	5.4
Weiden	2021-07-03	8.7	16.5	24	0	9.5	1.3	6.2
Weiden	2021-07-04	13.2	18.1	23.6	8.6	5	1.5	13.6
Weiden	2021-07-05	14	16.8	20.3	3.9	1.5	1.8	7.9
Weiden	2021-07-06	12	20.2	29.1	22.5	12.1	2.3	9.5
Weiden	2021-07-07	14	16.8	20.8	16.4	0.3	1.1	3.9
Weiden	2021-07-08	15	16.7	18.7	8.1	0	1.9	8
Weiden	2021-07-09	12.3	15.1	17	19.7	0.4	2.3	10.9
Weiden	2021-07-10	11.8	17.3	24.1	1.1	7.4	1.7	7.7
Weiden	2021-07-11	13.5	16.1	18.5	11.4	0.7	1.4	7.3
Weiden	2021-07-12	11.6	18.1	24.4	0	8.3	1.7	7.4
Weiden	2021-07-13	14.5	19.3	27.1	17.6	5.7	2.3	10.7
Weiden	2021-07-14	13.9	16.4	20.1	0.6	1.1	1.5	6.4
Weiden	2021-07-15	12.7	16.9	22.4	1.9	5.4	1.8	7.3
Weiden	2021-07-16	11.4	18.8	26.1	0	7.7	1.6	8.2
Weiden	2021-07-17	17.4	19.7	23.3	0.4	1	3	10.1
Weiden	2021-07-18	14.1	20.1	25.1	0	11.8	3	8.4
Weiden	2021-07-19	13.1	18	23.8	0.3	10.6	2.4	9.5
Weiden	2021-07-20	11.4	16.7	22.1	0	6.6	1.5	5.9
Weiden	2021-07-21	9.9	17.6	24	0	12.2	1.6	5.5
Weiden	2021-07-22	10.7	18.8	26.4	0	10.5	1.2	5.3
Weiden	2021-07-23	11.8	19.8	27.2	0	11.5	1.1	5.3
Weiden	2021-07-24	12.2	20.7	27	0	6.1	1.4	6.1
Weiden	2021-07-25	14	20.5	26.8	0	5.7	1.5	6.8
Weiden	2021-07-26	14.9	19.7	25.1	0.3	5.7	1.2	5.3
Weiden	2021-07-27	14.7	20.2	26.2	0.1	9	1.7	6.3
Weiden	2021-07-28	16.1	18.1	21.2	5.8	2.6	1.8	7.8
Weiden	2021-07-29	12.7	18.7	24	0	10.5	2.6	11.8
Weiden	2021-07-30	10.4	19.5	27.4	2	12.6	1.7	9.4
Weiden	2021-07-31	12.7	18.9	23.5	9.8	11.9	2.7	11.9
Weiden	2021-08-01	12.5	14.5	19.5	13.2	1.1	1.4	9.1
Weiden	2021-08-02	11.1	14.7	21.5	1.7	2.2	1.9	8.8
Weiden	2021-08-03	9.3	15	21.1	1.5	7.6	1.4	11.7
Weiden	2021-08-04	13.8	16	19.6	1.2	1.4	1.4	5.2
Weiden	2021-08-05	13	15.8	21.1	8.7	3.2	1.3	7.2
Weiden	2021-08-06	11.9	15.9	21	1.8	3.5	1.7	8.5
Weiden	2021-08-07	10.4	16.3	23	7.1	6	1.6	6.7
Weiden	2021-08-08	11.9	15.9	21.9	1.6	6	2.3	8.8
Weiden	2021-08-09	11	17	23.4	0	9.3	1.6	5.9
Weiden	2021-08-10	10.7	17.6	23.9	0	8.9	1.7	8.5
Weiden	2021-08-11	13.6	18.7	24.1	0	7.7	1.6	6.9
Weiden	2021-08-12	11.9	20.1	27.5	0	10.3	1.1	5.5
Weiden	2021-08-13	14.9	21.9	28.9	0	11.5	1.4	7.1
Weiden	2021-08-14	16	22.1	29.3	0	13.2	1.4	6.6
Weiden	2021-08-15	13.4	21.2	29.3	0	10.5	1.6	8.1
Weiden	2021-08-16	10.8	18	22.6	11	4.7	3.2	13.1
Weiden	2021-08-17	9.6	12.1	15.9	1.9	0.5	2.6	8.2
Weiden	2021-08-18	10.8	13.9	17	0.2	0.1	2.1	9.5
Weiden	2021-08-19	14.4	16.3	19.3	0.3	0.2	1.9	8.4
Weiden	2021-08-20	12.4	17.2	22.5	0.2	3.9	1.3	6
Weiden	2021-08-21	10.2	18	25.3	2.5	11.2	1.1	5.3
Weiden	2021-08-22	13.1	15.9	21.3	13.6	0.4	1.3	8.8
Weiden	2021-08-23	12.1	13.9	15.8	12.4	0	2.7	10.6
Weiden	2021-08-24	9.7	14.1	19	0	2.4	3.3	9.8
Weiden	2021-08-25	7.7	14.3	20.6	1	9.2	1.1	4.8
Weiden	2021-08-26	10.7	13.5	19	6.6	3.1	2.4	13.6
Weiden	2021-08-27	10.4	12	14.9	8.2	0.4	2.3	10
Weiden	2021-08-28	10	11.9	15.7	8.2	2.8	1.3	8.3
Weiden	2021-08-29	10	12.4	15.5	10.3	0.1	1.1	4.8
Weiden	2021-08-30	11.6	13.8	19.4	4.3	3	1.2	7.6
Weiden	2021-08-31	10.1	13.5	16.8	0	0.3	1.7	7.8
Weiden	2021-09-01	6.5	13.1	20.2	0	8.7	1.3	6
Weiden	2021-09-02	7	14.6	21.6	0	12.1	1.6	8
Weiden	2021-09-03	8.3	16.2	23.9	0	12.2	1.1	6
Weiden	2021-09-04	9	16.4	24.9	0	11.5	1	4.6
Weiden	2021-09-05	10.5	17.1	24.9	0	11.4	1.3	5.4
Weiden	2021-09-06	10.4	17.1	24.9	0	10.8	0.9	4.2
Weiden	2021-09-07	11.2	16.3	23.6	0	3.9	0.9	3.4
Weiden	2021-09-08	10.3	17.2	23.6	0	11.8	1.9	9
Weiden	2021-09-09	10.1	18.2	26.6	0.8	10.8	1.4	6.3
Weiden	2021-09-10	13.9	19.2	26.3	0	8.6	1.2	5.4
Weiden	2021-09-11	13.8	17.4	21.8	0	2.3	1.2	6.3
Weiden	2021-09-12	11.4	16.6	22.8	0	6	1.2	6.2
Weiden	2021-09-13	8.7	15.3	22.8	0	9.2	1	5.2
Weiden	2021-09-14	10.2	17.9	25.3	0	11.3	1.2	5.6
Weiden	2021-09-15	12.8	17.8	21.8	0	0.7	1.2	5.2
Weiden	2021-09-16	9.7	16.2	18.5	0.9	0	1.9	7.8
Weiden	2021-09-17	9.7	12.9	16.3	0	0.1	1.5	6.6
Weiden	2021-09-18	9.3	13.1	18.5	0	4.9	1.6	6.5
Weiden	2021-09-19	7.1	11	14.4	0	0.9	2.5	8.1
Weiden	2021-09-20	8.3	10.2	12.4	0	0	1.2	4.5
Weiden	2021-09-21	6.2	9.7	14.2	0.1	1	1.2	6.3
Weiden	2021-09-22	6.2	10.4	14.9	0	0.7	1.2	4.9
Weiden	2021-09-23	4.6	12.4	21	0	8	1.8	8.7
Weiden	2021-09-24	10.3	14.4	17.5	0	0.3	1.9	6.8
